LR_A_coefficients,LR_A_features
-0.010587366103090372,be sit
0.005371365568301709,be slight
0.011939881935880432,be slow
0.009661818286815662,be smal
0.010476752735626496,be smallest
-0.010778505098010224,be smoo
0.01240785326440331,be so
-0.012788211482214581,be sourc
0.03380543342390848,be stabl
0.009818111634033158,be stag
-0.014464612338250074,be stat
-0.011043453782992792,be stereotyp
0.009381647601350396,be stim
-0.011888275074218017,be strong
-0.009806312234091728,be stronger
0.00787099785733854,be strongly
0.01668241237755328,be structured
0.007864166746393503,be study
0.009849940555833438,be subst
-0.01779081089679725,be success
0.005961464795444288,be suit
0.011577095432941966,be support
-0.026524397813914222,be suppress
-0.0016003315408713473,be sustain
-0.020951963872623592,be symp
-0.009311580203670978,be tackl
-0.0142963676641574,be tag
0.09249110399659774,be tak
0.011559901462096445,be target
0.015357521504191278,be test
-0.026840159529305373,be that
0.022386812391790394,be the
0.028349897489596345,be threatened
0.011577095432941966,be tim
0.006729234701330797,be to
-0.011917978047763466,be tol
0.0033214580027176592,be too
-0.010955296632141953,be tox
0.013820600105537977,be tre
0.01142775442810086,be tween
-0.013555392850151669,be ubiquit
0.01556287880593782,be ultim
-0.01746764096613538,be und
-0.010927388407811697,be underestim
-0.04034098070419879,be understood
-0.01506943755239304,be unexpect
-0.017054625578720183,be univers
-0.01069008952328203,be unlik
0.011998891361373646,be unsustain
0.011139561540920733,be up
0.004904105563319139,be urg
-0.15312890358295825,be us
-0.01298135725680308,be valu
0.012038352560804752,be very
0.024863067324541358,be viabl
-0.010955296632141953,be wash
-0.009902786253946406,be wel
0.01204023898583588,be wet
-0.014464612338250074,be wil
0.01519106923363283,be within
0.020935289029092023,be wrong
-0.015683185762356062,be zero
0.3883808269766064,beach
0.014236845619100632,beach an
0.03476660933353564,beach and
0.01883141183156432,beach as
0.007871090321873333,beach conserv
0.009908526595501135,beach distribut
0.00962566254826388,beach from
0.009908526595501135,beach group
0.009216718031921343,beach habit
0.008991206745972844,beach hatchery
0.020030370647683735,beach hav
0.018650477698002616,beach ilh
0.03493997363113991,beach in
0.031199464229247697,beach is
0.008117814519687688,beach known
0.014403308479629418,beach lead
0.009908526595501135,beach leng
0.007546189816688699,beach monit
0.009908526595501135,beach month
0.009216718031921343,beach nor
0.016211213944970094,beach nour
0.008117814519687688,beach observ
0.016235629039375376,beach on
0.009908526595501135,beach opportun
0.022167998371243624,beach protect
0.013375885486182609,beach record
0.039363587392251036,beach sein
0.009908526595501135,beach set
0.009216718031921343,beach stretch
0.01883141183156432,beach to
0.028806616959258836,beach turkey
0.014411114250239897,beach two
0.013375885486182609,beach veget
0.015108703385779233,beach vehic
0.01614920282072372,beach wer
0.01981705319100227,beach wgt
0.012624420578323955,beach wher
-0.12743310268287866,beacon
-0.03640945790939391,beacon dens
-0.018204728954696953,beacon perform
-0.054614186864090856,beacon thin
-0.018204728954696953,beacon us
-0.052905391737853115,bead
-0.00953469170406808,bead and
-0.00837633429974047,bead beat
-0.00953469170406808,bead isotrichid
-0.01906938340813616,bead uptak
-0.00953469170406808,bead wer
0.08431525969459391,beak
0.08431525969459391,beak whal
-0.04536631359432256,beam
-0.04536631359432256,beam trawl
-0.019742173977598865,bean
-0.009871086988799432,bean leav
-0.009871086988799432,bean phaseol
-0.15692760675997983,bear
-0.01429660725982775,bear ag
-0.03624530802417759,bear and
0.005371365568301709,bear around
0.0010836406609397605,bear at
0.011378046769568955,bear but
-0.019612624468183456,bear cop
0.011378046769568955,bear dens
-0.01429660725982775,bear display
-0.013888310022072721,bear erato
0.00657553063632287,bear had
-0.0285932145196555,bear hum
0.011378046769568955,bear in
-0.0285932145196555,bear is
-0.021721388103834213,bear island
-0.0285932145196555,bear left
-0.010230000558361488,bear load
-0.01429660725982775,bear norm
0.020879799224749522,bear pop
-0.01429660725982775,bear poss
0.011378046769568955,bear radiomark
0.011378046769568955,bear rang
0.005371365568301709,bear resid
0.01867018828230047,bear rip
0.005371365568301709,bear surv
-0.01429660725982775,bear than
-0.01429660725982775,bear tim
-0.01429660725982775,bear try
0.017471355075420573,bear urs
-0.01429660725982775,bear wer
-0.0285932145196555,bear when
-0.01429660725982775,bear with
0.03867836819971543,beard
0.03867836819971543,beard vult
-0.011160425027367867,beast
-0.011160425027367867,beast analys
-0.014664061376697174,beat
0.009593391592581086,beat had
-0.00837633429974047,beat or
-0.00837633429974047,beat tick
-0.00837633429974047,beat with
0.010742731136603418,beaufort
0.005371365568301709,beaufort nb
0.005371365568301709,beaufort sea
0.5198112205303791,beav
0.022550923169324593,beav and
0.022550923169324593,beav ar
0.012536699582294012,beav canadens
0.10585910268130558,beav cast
0.022550923169324593,beav cre
0.029172332316597663,beav dam
0.012536699582294012,beav distribut
0.022550923169324593,beav ecolog
0.01465035339645459,beav est
0.01465035339645459,beav from
0.01465035339645459,beav genet
0.022550923169324593,beav hum
0.022550923169324593,beav ii
0.022550923169324593,beav impound
0.02930070679290918,beav in
0.022550923169324593,beav man
0.022550923169324593,beav numb
0.01465035339645459,beav oft
0.01465035339645459,beav origin
0.04496791431364975,beav pop
0.01465035339645459,beav recolon
0.012536699582294012,beav reconquest
0.01465035339645459,beav settl
0.022550923169324593,beav whil
0.10034626084840287,becam
0.01421239182848962,becam abund
0.013108431891394663,becam acut
-0.019069480742365683,becam cool
0.009772929138531573,becam dens
-0.00958383337275048,becam domest
0.015036869704848169,becam est
0.010608305597670184,becam extrem
0.010126000276189567,becam flo
0.004754948246036328,becam increas
-0.01555657023422176,becam indistinct
0.013570269500937053,becam larg
0.03133674644864993,becam less
0.01707680966767885,becam mor
0.009908526595501135,becam nat
-0.020328391016781633,becam progress
0.009091722651881622,becam reproduc
0.010836587033717359,becam sat
0.013059293605801112,becam strongly
0.009908526595501135,becam unesco
0.0036541872349289154,becam unsuit
0.015036869704848169,becam virt
0.010615790455976711,becass
0.010615790455976711,becass southern
0.15903750869133412,becaus
0.015515703371280089,becaus an
-0.03219650522294027,becaus both
0.01649274376005601,becaus chang
0.012082982285682279,becaus compl
0.01590093492033022,becaus count
-0.011888275074218017,becaus cut
0.015777943752899214,becaus deep
0.02793201023898986,becaus dens
-0.012922492469249765,becaus diff
-0.015016266624761226,becaus disturb
0.021428060762489192,becaus eat
-0.013854908055258604,becaus fe
0.011817568734483327,becaus few
0.011474504017202994,becaus form
0.018214086196788135,becaus frog
-0.01845941066852512,becaus hydr
0.005371365568301709,becaus ic
-0.040999722171692746,becaus it
0.01058870430579955,becaus juvenil
-0.016570768595232124,becaus larg
-0.01069008952328203,becaus littl
-0.0018499818136578363,becaus low
-0.011415938672197168,becaus macroph
-0.010978002079640338,becaus many
0.01649274376005601,becaus mat
0.011474504017202994,becaus most
0.010411569042257016,becaus namib
0.011890589529080293,becaus nasc
0.08400066780172255,becaus of
0.013570269500937053,becaus orang
0.013580871249523885,becaus oth
0.01421239182848962,becaus part
-0.015088291966073874,becaus perturb
-0.01174711426905651,becaus pop
-0.023494947739638002,becaus prey
0.010608305597670184,becaus pro
0.019339184099857715,becaus progress
0.013078406149587983,becaus rainfal
0.010991003060359033,becaus sea
-0.017682902396242376,becaus season
0.02430593254676494,becaus short
0.010411569042257016,becaus surv
0.01538915435435638,becaus the
0.014123402708886951,becaus their
-0.03335092937116983,becaus thes
0.05992878586282109,becaus they
-0.015646266404374703,becaus to
0.015108703385779233,becaus trop
0.016255819466338035,becaus turtl
0.013807246019042693,becaus uncertainty
0.009381647601350396,becaus vol
0.018740178566309166,becaus we
-0.010587366103090372,becaus woody
-0.0011745243058300628,becom
-0.02080939269385921,becom abandon
0.010676285071078095,becom agricult
0.034060556494759905,becom an
-0.020293932661092327,becom app
-0.011841215027724642,becom autotroph
0.012099709416369555,becom avail
-0.009311580203670978,becom clear
0.021393723662229545,becom distinct
0.00862574914159302,becom extinct
0.011439759382318213,becom extirp
0.016171856718959435,becom flightless
-0.014580807680319392,becom glob
-0.009311580203670978,becom grown
0.013677038750438616,becom import
-0.013511226213030863,becom increas
-0.013237042304260503,becom integr
-0.017640848883099736,becom interest
-0.010587366103090372,becom less
-0.015308801728469108,becom limit
0.011577491424274212,becom loc
0.01460641152245649,becom maj
-0.013555392850151669,becom model
-0.02867739906863387,becom mor
-0.012582370991800587,becom obvy
0.005327920530321106,becom part
-0.010978002079640338,becom phenolog
0.01669206277846248,becom pri
0.03496272272205353,becom reintroduc
0.011990849523768011,becom scarc
0.011499280268639193,becom sign
-0.021721388103834213,becom sink
0.014503592562728212,becom the
0.009309454841962257,becom unavail
0.009026159416612488,becom uncertain
0.010020498151018947,becom unsuit
-0.015813060159621747,becom virt
-0.014978405120519027,becom wid
0.038020760823155766,bed
0.01606956391157237,bed abund
0.015500459232177645,bed on
0.02029824346795044,bed temp
0.015500459232177645,bed the
-0.023827955302456617,bed which
0.028346558689460528,bedouin
0.014173279344730264,bedouin and
0.014173279344730264,bedouin fisherm
-0.08947611367688668,bee
-0.01680822257577025,bee ar
-0.01152543346874084,bee bomb
-0.01680822257577025,bee fossil
-0.01152543346874084,bee from
0.02294295983671565,bee harvest
-0.01795514106272782,bee hoverf
-0.02608313687415471,bee pollin
-0.01152543346874084,bee specy
-0.010254648297569705,bee syrphid
-0.00869437895805157,bee to
-0.036578331015025105,beef
-0.012192777005008367,beef abattoir
-0.024385554010016734,beef carcass
0.2627137279266177,been
-0.015304186630556564,been accompl
0.014969151414070223,been accum
0.017430977408378973,been achiev
-0.009311580203670978,been acquir
-0.015302232319846103,been ad
0.014123402708886951,been address
-0.029618842180972018,been almost
0.00657553063632287,been among
0.013967322656125955,been an
0.009772929138531573,been analys
0.013570269500937053,been app
-0.005173741743497354,been apply
0.02009847707234575,been argu
0.0022290571454302945,been assess
-0.061291569621309105,been assocy
0.007036186258665875,been at
0.037691333713668895,been attribut
0.014571615671972503,been avail
0.024863067324541358,been bas
-0.011280430530717565,been believ
0.009309454841962257,been benef
0.016237562458369003,been capt
0.021662786111831582,been caus
0.009026159416612488,been census
-0.02707890966108297,been charact
0.02053786227482975,been class
-0.009871086988799432,been clear
0.017285890495814898,been clearcut
0.011840164834704276,been clos
-0.014404486910846183,been collect
0.011345724641861073,been commit
0.023083676025234617,been common
0.007287597244595529,been conduc
0.021260584056606385,been consid
0.035073796903253705,been consist
0.013957226727532327,been consum
0.016614022531901685,been continu
-0.012439991329853354,been convert
-0.010831669870028978,been correl
0.015814615335846473,been count
0.023772394401012954,been crit
0.024996924588338017,been declin
0.012836354177362565,been decreas
0.01563644535099945,been describ
0.00024061261692527114,been design
-0.004073863430708952,been detect
-0.012524696456671999,been determin
-0.023406876656501308,been develop
-0.012100157044442842,been devot
0.01272469220502604,been direct
-0.017254784039022145,been discontin
-0.00875736799912145,been discov
-0.017055727278763817,been divid
0.008659994799256386,been docu
-0.012438733096856872,been domin
0.018352092433624668,been dram
0.012909406546444353,been drast
0.01556287880593782,been driv
-0.011160425027367867,been due
0.0027510576778988403,been efficy
0.010020498151018947,been elimin
-0.018683302265919098,been elucid
-0.012439991329853354,been employ
0.005371365568301709,been eq
0.004257110241547181,been est
0.04648309283847718,been estim
0.00288880527585118,been evalu
0.011998891361373646,been evid
-0.013002064933494796,been examin
0.01465035339645459,been expand
0.010381096732843185,been expery
0.006132723704693873,been expl
-0.0029638504124343277,been explain
-0.013724471612200586,been exploit
-0.04346181288181889,been extend
0.010020498151018947,been extirp
0.012536699582294012,been feat
0.014123402708886951,been fish
-0.012653850264087363,been found
-0.016570768595232124,been ful
-0.015386564370968069,been funct
0.02307941976267241,been giv
0.027501078889764562,been going
-0.01655035738270146,been good
0.014969151414070223,been gre
-0.011415938672197168,been hamp
-0.009815715645409452,been hid
0.047127325370744225,been high
0.01679438293170233,been hind
0.00802420629689493,been hunt
0.018655804441515527,been ident
-0.01677336067749578,been imp
-0.01845941066852512,been imply
-0.013843349208512852,been import
0.019438081912274984,been improv
0.04669523359679916,been in
0.02634669334949833,been includ
0.01608012167758999,been increas
-0.008542954932560055,been ind
0.007036186258665875,been influ
0.0156472575226266,been intend
-0.01069008952328203,been interpret
0.012909406546444353,been introduc
0.017477788984457215,been invest
-0.044377350127541536,been investig
-0.008443207611394494,been known
-0.008542954932560055,been larg
0.014969151414070223,been launch
0.015984099481722493,been less
-0.0341564380965617,been licens
-0.001160055441634397,been limit
0.01370626732925674,been link
0.010020498151018947,been list
0.014588746669101349,been littl
0.019802246420486662,been lost
0.010020498151018947,been low
-0.021677399173690094,been mad
0.010585028273210655,been maintain
0.02634669334949833,been man
-0.01092268941301265,been meas
-0.009871086988799432,been mech
0.014876625897807251,been miss
0.06546596687906217,been monit
0.010585028273210655,been mor
-0.00018399142630642418,been most
-0.015106650589046639,been much
0.03059091855751841,been no
0.025122195907032983,been not
0.018443670515591416,been numb
0.035719292171126016,been observ
0.015784613023955032,been obtain
0.016159447950023678,been offset
-0.009920405789056093,been overlook
-0.026077849593053287,been paid
-0.0012731084271094286,been part
0.015786516449867425,been particul
-0.010927388407811697,been perform
0.034565367016441036,been poor
-0.010548589317465187,been preclud
0.011378046769568955,been pred
-0.018992780250216043,been prevy
0.013677038750438616,been prohibit
-0.006332464657611922,been propos
0.019339184099857715,been prov
0.0023183830698925213,been put
0.00657553063632287,been quit
-0.008889549827223321,been rais
0.010585028273210655,been rath
-0.015547858396390573,been rec
-0.02079677378452799,been recogn
0.051116126929863906,been record
0.02010994684449255,been recov
0.07721222436750304,been reduc
0.012537509049809877,been reg
-0.013854908055258604,been regard
0.019598260673050594,been reinforc
0.03258054739487664,been rel
0.011995352400112132,been rely
0.023892081597725334,been remov
-0.013002064933494796,been rep
-0.05613818867273781,been report
-0.012083324210637222,been resolv
0.011345724641861073,been respons
0.02913445911104455,been restrict
0.03367585401148537,been result
-0.015646266404374703,been retain
-0.0003426682472696256,been rev
0.0027510576778988403,been ring
-0.015149401723126088,been routin
0.01419348975327078,been sampl
0.021859329466068667,been seen
0.011353518831586633,been sev
-0.06838356558086131,been shown
0.011577491424274212,been sight
-0.015683185762356062,been solv
-0.025540057285714228,been spat
-0.008311910699203527,been spec
0.008494199872647046,been stabl
0.012632461830838182,been steady
-0.03234255559640852,been study
-0.017859274952654682,been subject
0.011353518831586633,been subst
0.018352092433624668,been sud
0.022975219776163215,been suggest
-0.017254784039022145,been suit
0.015984099481722493,been suppl
-0.010978002079640338,been surpr
-0.01370443616978768,been synthes
0.01607949370671352,been tak
-0.011043453782992792,been tend
-0.014031297221694121,been term
-0.011058937131963062,been that
-0.03478373436345228,been the
-0.007733054680373521,been to
0.010037160292339429,been togeth
-0.007733054680373521,been tradit
0.025563117196578077,been tre
0.02499717271290399,been trig
0.022757951186610375,been troubl
0.024620848071259745,been un
-0.01748189581960342,been uncertain
0.015534891444145545,been undertak
0.014668674738630167,been unnot
0.013365643455157124,been us
0.015404367590502266,been var
0.018214086196788135,been virt
-0.03900336599941601,been wel
-0.06153520739296845,been wid
0.012588374561889198,beer
0.012588374561889198,beer brew
-0.10137019575222347,beetl
-0.019488334259506447,beetl across
-0.026622263014776933,beetl and
-0.019488334259506447,beetl exocelin
-0.009696443733889865,beetl is
-0.009696443733889865,beetl the
-0.031095716792781145,beetl xylosandr
0.20622367535255706,bef
0.009928388913244018,bef aft
0.08505393190150162,bef and
-0.00953469170406808,bef assess
-0.01144652168287748,bef bact
0.018671219990370025,bef but
0.01603920961388244,bef consum
0.01069619065504611,bef decemb
0.008672707968144316,bef dechn
0.01204023898583588,bef declin
0.014473884224357109,bef definit
0.013703158695866179,bef dispers
0.006187553190725787,bef dur
0.0027510576778988403,bef good
0.016171856718959435,bef hum
0.01652850766604901,bef ignesc
0.00838340103291739,bef in
-0.011160425027367867,bef infect
0.001895564475627088,bef it
0.03286910336875827,bef or
-0.01144652168287748,bef pathog
0.0068812911125638206,bef plu
-0.017254784039022145,bef pres
-0.007125814905801884,bef process
0.010037160292339429,bef produc
0.021891758469807263,bef rec
0.009928388913244018,bef reserv
0.01849187952067451,bef return
0.02925984518666045,bef settl
0.01606956391157237,bef snak
0.013056332221662388,bef subsequ
-0.008196257113889466,bef the
0.009091722651881622,bef they
0.025563117196578077,bef thi
-0.015498461311912784,bef visit
0.017923052402168644,befal
0.017923052402168644,befal the
0.14631253492610738,beg
0.012553428653413965,beg an
0.00862574914159302,beg ar
0.020554380349663903,beg fal
0.08112161444411044,beg in
0.012836354177362565,beg may
0.008595835172188909,beg on
0.0200198130941766,beg survey
0.013889543450482945,beg to
0.014411114250239897,beg turtl
0.022920056009628997,beg us
-0.020802082891323796,beg with
0.03606136560861614,begin
0.03489616818960034,begin in
-0.005683215451559319,begin of
0.01701144428277241,begin ofoctob
0.007899729673323436,begin recruit
0.014946786868278435,begin to
-0.020802082891323796,begin with
0.00011239648957185559,begun
0.011139561540920733,begun in
-0.019939911904108574,begun new
0.012969056473734924,begun the
-0.004039991438453282,begun to
-0.01589250055549986,behalf
-0.01589250055549986,behalf of
0.0016126122037064734,behav
-0.023494947739638002,behav adapt
0.02496810152591203,behav as
0.014567744519306714,behav diff
0.010476752735626496,behav lik
-0.01370443616978768,behav revers
-0.012301847266376042,behav simil
0.07194778288759753,behavio
-0.019618916540555455,behavio adapt
-0.01494997526377218,behavio adopt
0.04184207539136799,behavio and
0.010927474708423006,behavio ar
0.03297382230564095,behavio as
-0.030684460316647715,behavio assocy
0.015809838994261822,behavio by
0.014850765341040344,behavio coug
0.012082982285682279,behavio dat
-0.01429660725982775,behavio dur
0.03676248252771816,behavio in
0.011168878335809996,behavio mak
0.014571615671972503,behavio mod
0.011577095432941966,behavio monit
-0.01429660725982775,behavio most
0.02009847707234575,behavio observ
0.001102110536481723,behavio of
0.015809838994261822,behavio plast
-0.013843349208512852,behavio post
-0.02878063887082753,behavio respons
0.014571615671972503,behavio study
0.003609486178053569,behavio that
0.007244864023679456,behavio the
-0.01494997526377218,behavio to
-0.010230000558361488,behavio we
-0.2742685832898738,behavy
-0.022086907565985584,behavy across
-0.015149401723126088,behavy adjust
-0.04910707550644719,behavy and
-0.001973229825650222,behavy ar
-0.010254648297569705,behavy between
-0.012431590629340296,behavy but
-0.011043453782992792,behavy chang
-0.014821637237948576,behavy child
-0.01910639852325637,behavy develop
-0.01155036417932496,behavy diet
0.006736075754722657,behavy diff
-0.015451785279811132,behavy ecolog
0.015417386984895243,behavy emphas
0.01649274376005601,behavy ev
-0.011043453782992792,behavy exhibit
-0.023494947739638002,behavy expery
-0.011043453782992792,behavy funct
-0.02716769036447856,behavy habit
-0.009224286802860812,behavy hold
-0.007846937218713679,behavy host
-0.010039593196406748,behavy how
-0.015393969914758365,behavy import
-0.011030144144671914,behavy improv
-0.018978748501330037,behavy in
-0.015393969914758365,behavy includ
-0.011030144144671914,behavy inform
0.01967986033646261,behavy is
0.014271762333510116,behavy know
0.010676285071078095,behavy mak
-0.011030144144671914,behavy meas
-0.011043453782992792,behavy nee
-0.03094226409667237,behavy observ
-0.03481994831097872,behavy of
-0.01778798646894375,behavy on
0.010972498831478317,behavy or
-0.01528145187460766,behavy ov
-0.011043453782992792,behavy perform
0.017176023682421628,behavy phenotyp
0.01649274376005601,behavy pop
0.011840164834704276,behavy process
-0.01786890892072913,behavy refer
-0.03049871700707203,behavy respons
-0.017918095746123335,behavy result
0.013934622098362524,behavy segreg
-0.011826376220000908,behavy show
-0.009224286802860812,behavy study
-0.015393969914758365,behavy switch
-0.027404242974385772,behavy tag
0.020995484117311874,behavy thi
-0.009696443733889865,behavy through
-0.032529954463891377,behavy to
-0.014464612338250074,behavy tool
-0.012431590629340296,behavy trait
-0.01155036417932496,behavy und
-0.011043453782992792,behavy understand
0.012632461830838182,behavy was
-0.024077060105312735,behavy we
0.021428060762489192,behavy wer
0.013934622098362524,behavy with
-0.0013509658753253792,behind
0.014850765341040344,behind that
-0.0007010054218475002,behind the
-0.015655200703189587,behind thi
-0.10758181717703448,being
0.01887488830230797,being about
-0.008889549827223321,being an
-0.030358058889680885,being and
-0.01429660725982775,being approach
0.02320099694088642,being born
0.011345724641861073,being carry
-0.01747745506214171,being common
0.0109449126119043,being compress
0.011116172393853083,being cov
0.016237562458369003,being distribut
0.011345724641861073,being don
0.014967218001280357,being driv
-0.016343098527560385,being explain
-0.011848853264213328,being fav
0.021374747991657804,being first
-0.017728447640312384,being fish
-0.01642028579800375,being immun
-0.025144110834198947,being import
-0.011069201000367776,being in
0.02430593254676494,being incorp
0.015984099481722493,being increas
0.01606956391157237,being larg
-0.020991495850542847,being loc
-0.011593640216334505,being memb
-0.015353704466880272,being mg
0.010411569042257016,being min
-0.03535472553928689,being mod
0.01170574563980179,being most
-0.016274463189804224,being neg
-0.012673307824449108,being on
-0.009696443733889865,being paraphylet
0.01529418241755656,being phalacrocorax
-0.009902786253946406,being prev
-0.010953472707866953,being prim
-0.02080939269385921,being proport
-0.015353704466880272,being provid
0.014050251831982769,being record
0.014668674738630167,being rel
0.007899729673323436,being releas
-0.015926613223079887,being revers
0.008939636555915755,being sight
0.014967218001280357,being sign
-0.012112534184381159,being sist
-0.012875827551476636,being spur
-0.007733054680373521,being subject
-0.025951560531664464,being the
-0.013026637612716292,being they
-0.020388659007508674,being threatened
0.0004839642641576524,being un
-0.021160078776196693,being us
0.013428464496725528,being wat
-0.009224286802860812,being wel
-0.013500980356333863,being worldwid
0.1771037883970533,bel
0.02229297449903533,bel brent
0.014166500391801062,bel hav
0.01635252180723082,bel marmont
0.06245697448606945,bel marmot
0.008117814519687688,bel ov
0.014166500391801062,bel partn
0.044571202514161384,bel plov
0.014166500391801062,bel sint
0.029027276975571573,bel storm
0.05604682988735523,belar
0.013978008553365801,belar dur
0.01513331065309404,belar red
0.01513331065309404,belar the
0.01513331065309404,belar wer
-0.018204728954696953,beld
-0.018204728954696953,beld ground
-0.054614186864090856,belding
-0.018204728954696953,belding and
-0.018204728954696953,belding from
-0.018204728954696953,belding navig
-0.06728027599290684,belg
-0.013817618142715279,belg aft
-0.02067385650717994,belg biot
0.00838340103291739,belg coast
-0.013817618142715279,belg vaccin
-0.013817618142715279,belg wher
-0.02067385650717994,belg which
0.0031990751315070023,believ
0.008882598754977052,believ becaus
0.009309454841962257,believ ident
-0.01188230382788151,believ quantit
-0.02640863644710143,believ that
0.009309454841962257,believ ther
0.03258327657660157,believ thi
-0.013659577772246453,believ to
-0.02716769036447856,bellicos
-0.02716769036447856,bellicos smi
-0.13920197302725626,belong
0.01170574563980179,belong at
-0.014227416441839983,belong emot
-0.1404248943901719,belong to
0.052088994630425954,below
-0.020865595838623584,below aft
-0.01494997526377218,below crit
-0.013981547312620302,below ground
0.018443670515591416,below in
0.025580896128773678,below that
0.05426478430449038,below the
-0.007151831066634802,below thes
-0.036537685628777045,belowground
-0.007684693649151401,belowground crop
-0.015369387298302803,belowground herb
-0.015655200703189587,belowground plant
0.05373925312560809,belug
0.0029065120763889685,belug continu
0.013934046754441947,belug delphinapter
0.0029065120763889685,belug estim
0.0029065120763889685,belug hist
0.008719536229166908,belug in
0.0029065120763889685,belug observ
0.008719536229166908,belug pop
0.013934046754441947,belug whal
0.09158871718892496,beluga
0.0029065120763889685,beluga bas
0.013108431891394663,beluga delpbinapter
0.013934046754441947,beluga had
0.0029065120763889685,beluga in
0.03932529567418399,beluga per
0.0029065120763889685,beluga recovery
0.013108431891394663,beluga the
0.013108431891394663,beluga thi
0.015797213574427305,bely
0.015797213574427305,bely by
-0.05515072072335957,bemov
-0.011030144144671914,bemov ident
-0.011030144144671914,bemov is
-0.011030144144671914,bemov pack
-0.011030144144671914,bemov softw
-0.011030144144671914,bemov we
-0.015031421038493163,ben
-0.015031421038493163,ben wer
-0.011280430530717565,bench
-0.011280430530717565,bench dehydr
0.010178782057358903,benea
0.010178782057358903,benea the
0.019585718298814496,benef
0.0494077144720573,benef for
-0.010066077254352806,benef in
-0.010831669870028978,benef mod
-0.018685546768558402,benef to
0.009309454841962257,benef we
0.04239603667141522,benefit
-0.01795514106272782,benefit achiev
-0.01685543244593855,benefit and
-0.009698600050613626,benefit by
0.015500459232177645,benefit can
0.024412420820238652,benefit conserv
0.058694899991702895,benefit from
-0.010484467067132044,benefit hav
0.015500459232177645,benefit is
-0.015393969914758365,benefit mem
-0.009129608616428286,benefit model
0.007501345634676429,benefit of
-0.01748189581960342,benefit op
0.014582331020774763,benefit pop
0.009928388913244018,benefit the
-0.015655200703189587,benefit their
0.020140342260613443,benefit thi
0.012536699582294012,benefit to
-0.010484467067132044,benefit yet
0.025563117196578077,bengalens
0.025563117196578077,bengalens in
-0.018095424884442414,benign
-0.018095424884442414,benign control
-0.08747263450699709,benth
0.01916925055237076,benth and
-0.012673307824449108,benth archa
-0.022819223370142878,benth assembl
0.018630055156754696,benth bact
-0.01778798646894375,benth barbel
0.018630055156754696,benth commun
-0.017055727278763817,benth cyanobact
-0.017055727278763817,benth cyanobacter
0.02178632755963502,benth fee
-0.045638446740285755,benth for
-0.014578659266864444,benth gastropod
-0.016274463189804224,benth habit
0.030074046546680087,benth invertebr
0.05389059709203806,benth landscap
-0.04566651207826667,benth macrofaun
-0.022819223370142878,benth macroinfaun
-0.051298749290909586,benth marin
-0.04760023134510631,benzo
-0.03570017350882973,benzo degrad
-0.011900057836276578,benzo in
-0.04961612632066463,benzopyr
-0.04961612632066463,benzopyr on
-0.014503541010013436,benzoxazin
-0.014503541010013436,benzoxazin on
-0.009874673602752697,benzyl
-0.009874673602752697,benzyl butyl
-0.011820974934113295,benzyloxy
-0.011820974934113295,benzyloxy trifluoromethyl
-0.011820974934113295,benzyloxyresorufin
-0.011820974934113295,benzyloxyresorufin debenzylas
-0.0022709064965695646,ber
-0.009796709251983213,ber for
-0.009796709251983213,ber in
0.026984251257062858,ber sea
-0.009796709251983213,ber wer
-0.009796709251983213,berberin
-0.009796709251983213,berberin ber
-0.026385495324998814,berends
-0.026385495324998814,berends scheffer
0.01914168499121084,berg
0.01914168499121084,berg park
-0.03307741754710976,bergapt
-0.03307741754710976,bergapt and
0.05665940065764249,bergi
0.0117897500724825,bergi bree
0.014050251831982769,bergi distribut
0.0117897500724825,bergi off
0.025039908412849744,bergi pop
0.16408821671943305,bermud
0.013565134363147076,bermud and
0.013565134363147076,bermud are
0.00862574914159302,bermud around
0.013565134363147076,bermud as
0.013565134363147076,bermud by
0.013565134363147076,bermud for
0.013565134363147076,bermud hist
0.013565134363147076,bermud in
0.013565134363147076,bermud on
0.03450299656637208,bermud petrel
0.00862574914159302,bermud recovery
0.013565134363147076,bermud wat
0.04079164565760983,bern
0.04079164565760983,bern conv
0.040457044999459124,bernardo
0.020228522499729562,bernardo fjord
0.020228522499729562,bernardo higgin
0.05717501844154941,bernicl
0.02229297449903533,bernicl hrot
0.03904153767339986,bernicl nigr
-0.01813379537322338,berry
0.009381647601350396,berry produc
-0.0285932145196555,berry season
0.014367273516793285,bertalanffy
0.0071836367583966425,bertalanffy grow
0.0071836367583966425,bertalanffy model
0.0036541872349289154,berthold
0.0036541872349289154,berthold and
-0.0125491161347834,besid
-0.010256895224010153,besid abiot
-0.009224286802860812,besid being
-0.009311580203670978,besid conv
-0.013854908055258604,besid extern
0.017961822440349065,besid palm
-0.007852984108436408,besid promot
0.01701144428277241,besid seabird
0.025787505516566726,beskid
0.025787505516566726,beskid mountain
0.0877650716885393,best
-0.009070799361410123,best avail
-0.019730978623678407,best be
0.029989970644748322,best candid
-0.011202754538221336,best charact
-0.027522464836946214,best describ
0.008371146735968263,best dur
-0.017728447640312384,best ecolog
0.015567826894315778,best estim
0.012364982920721529,best explain
0.05527133026575344,best fit
0.010411569042257016,best focus
0.03730821984980326,best model
0.009661818286815662,best on
-0.029429518441653556,best predict
-0.02137870170630034,best recommend
0.01701144428277241,best seawatch
0.016511607145109054,best sit
0.016150725281271715,best support
0.012645179860809708,best territ
0.01701144428277241,best way
