"","Search","Title","Abstract","UT","SE_index","p","Relevance"
"63","mang","Effects mangrove conversion to pasture on density and shell size of two gastropods in the Turbo River Delta (Uraba Gulf, Caribbean coast of Colombia)","Effects mangrove conversion to pasture on density and shell size of two gastropods in the Turbo River Delta (Uraba Gulf, Caribbean coast of Colombia). Mangrove deforestation is widespread in the Greater Caribbean but its impact on macrobenthos has not been evaluated to date. In order to assess the impact of mangrove conversion to pasture, densities and shell sizes of two dominant gastropods (Neritina virginea and Melampus coffeus) were compared among four mangrove types: 1) Rhizophora mangle-dominated fringing mangroves, 2) Avicennia germinans-dominated basin mangroves, 3) Mixed-species basin mangroves, and 4) A. germ mans- basin mangroves converted to pastures, in the Turbo River Delta (Uraba Gulf, Colombia). Mangrove types were polygon-delimited with satellite images and color aerial photographs were taken in 2009. Various (n<5) polygons per mangrove type were sampled in January, July and December 2009, and a total (n<20) 0.025m(2)-quadrats were randomly placed along each polygon. Forest structure variables, pore-water physicochemical variables and sediment-grain metrics were measured in the four mangrove types. Mean density and size of both gastropod species were measured. The results showed that the mean density and size of both species were significantly greater in R. mangle-fringing mangroves. N. virginea density decreased gradually towards the A. germinans-basin mangroves seemly related to the diadromous life-history. This species nearly disappeared in the neighboring pastures because individuals were constrained to a few remaining flooded areas. In the pastures, M coffeus individuals were clumped in the remaining A. germinans trees due to its climbing behavior as a pulmonate. We hypothesize that the decline of these two gastropods was related to physical microhabitat (e.g. trees, prop roots, and seedlings) degradation, and alteration of soil properties (e.g. temperature, pH, organic matter content). Finally, we also hypothesize that the local extinction of N. virginea due to clear-cutting may exert strong negative effects on the ecosystem function because it is a dominant omnivore. Rev. Biol. Trop. 60 (4): 1707-1719. Epub 2012 December 01.","WOS:000314444200026",6,0.577703243,1
"72","mang","Assemblages of drosophilids (Diptera, Drosophilidae) in mangrove forests: community ecology and species diversity","Brazilian fauna of drosophilids has been researched in various ecosystems, but those in mangrove forests remain overlooked in Brazil and elsewhere. The present study attempts to characterise the assemblages of drosophilids of this environment, based on 28 collections taken in three mangrove areas in Santa Catarina Island, southern Brazil. The three mangroves surveyed were different in their surroundings, which varied from highly urbanised areas to conservation areas with natural vegetation. Overall, 69 species were collected, and no remarkable difference was detected in species composition and abundances or in the richness, evenness and heterogeneity between sites. The species abundance distribution observed fitted to a theoretical lognormal distribution in the three mangroves. The species richness scored and the performance of the species richness estimators showed an unexpectedly high diversity, considering the very low floristic diversity and the harsh conditions of the environment. Regarding species composition and abundances, the drosophilid mangrove assemblages were shown to be more similar to those found in open environments, with a marked dominance of exotic species. Finally, considering the apparent lack of feeding and breeding sites, we suggest that mangrove forests are acting as sink habitats for the drosophilids populations.","WOS:000281427000008",7,0.856771339,1
"82","mang","Functional diversity of fish in tropical estuaries: A traits-based approach of communities in Pernambuco, Brazil","Environmental changes and human activities may have strong impacts on biodiversity and ecosystem functioning. While biodiversity is traditionally based on species richness and composition, there is a growing concern to take into account functional diversity to assess and manage species communities. In spite of their economic importance, functional diversity quantified by a traits-based approach is still poorly documented in tropical estuaries. In this study, the functional diversity of fishes was investigated within four estuaries in Pernambuco state, northeast of Brazil. These areas are subject to different levels of human impact (e.g. mangrove deforestation, shrimp farming, fishing etc.) and environmental conditions. Fishes were collected during 34 scientific surveys. A total of 122 species were identified and 12 functional traits were quantified describing two main functions: food acquisition and locomotion. Fish abundance and functional dissimilarities data were combined into a multivariate analysis, the Double Principal Coordinate Analysis, to identify the functional typology of fish assemblages according to the estuary. Results showed that Itapissuma, the largest estuary with a wider mangrove forest area, differs from the other three estuaries, showing higher mean values per samples of species richness S and quadratic entropy Q. Similarly, it presented a different functional typology (the first two axes of the DPCoA account for 68.7% of total inertia, while those of a traditional PCA based solely on species abundances provided only 17.4%). Conversely, Suape, Sirinhaem, and to a lower extent Rio Formoso, showed more similarity in their diversity. This result was attributed to their predominantly marine influenced hydrological features, and similar levels of species abundances and in morphological traits. Overall, this study, combining diversity indices and a recent multivariate analysis to access species contribution to functional typology, allows to deepen diversity assessment by providing additional information regarding the functional pattern of fish assemblages. (C) 2016 Elsevier Ltd. All rights reserved.","WOS:000416187500010",8,0.570609877,0
"92","mang","Patterns of polychaete communities in relation to environmental perturbations in a subtropical wetland of Hong Kong","Benthic polychaetes in the largest intertidal mudflat of Hong Kong were analysed for potentially stressed environmental conditions from pollution. Over a two-year period, a total of 14 species were recorded with the species diversity (H'(log(2))) ranged from 0.54 to 2.4. The community was dominated by two large polychaetes (Neanthes glandicincta and Potamilla acuminata) and a number of small pollution tolerant species (Tharyx, Capitella capitata and Prionospio cirrifera). It was also characterized by both temporal and spatial variations in terms of abundance and species composition with the lowest species number observed at onshore Station B in August and the highest at offshore Station D in February. Two distinct polychaete communities were formed along the intertidal towards subtidal mudflat, particularly the assemblage at onshore Station B showing a significant difference from those at the other three stations (P < 0.05, N = 32). Results of the abundance-biomass comparison (ABC) indicated a typical impacted community at the whole study area, especially at Station B which was close to the Shenzhen River mouth and mangrove forest. The total organic carbon had a significant positive effect on the abundance of Capitella capitata (P = 0.037, N = 8) while sedimentary compositions were statistically related to the abundance of Potamilla acuminata, Tharyx and total abundance of polychaetes (P < 0.05, N = 8). In conclusion, both the polluted Shenzhen River and nearby mangrove may be responsible for the decline in species richness and diversity as well as changes in community structure. Polychaetes can be used as the appropriate indicators in habitat ecological condition assessment instead of the whole benthic community.","WOS:000280568300008",9,0.722777312,0
"102","mang","Spatio-temporal variation of macrobenthic communities in the mangrove-fringed Segara Anakan lagoon, Indonesia, affected by anthropogenic activities","The benthic macrofauna of the Segara Anakan lagoon, Java, Indonesia and its fringing mangroves were investigated between May 2004 and August 2006. This lagoon has been affected by various human activities for decades, in particular fishing, effluents from agriculture and industry, and illegal deforestation. In total, 163 taxa were identified, including 127 species occurring in the mangrove forest and 59 species in the subtidal. Mean density of macrobenthos was 2.5-fold higher in the central (881.8 +/- A 1,151.3 ind. m(-2)) than in the eastern mangrove site (356.3 +/- A 218.8 ind. m(-2)). Community structures differed significantly between these sites and showed a serial shift during the investigation period. Gastropods dominated the community in the central mangrove location, whereas sipunculids, polychaetes and gastropods had similar densities in the eastern site. Differences in community composition were best explained by three sediment properties: pore water salinity, delta C-13(org), and C-org/N. It is suggested that small-scale heterogeneity of food availability and quality is a main factor determining the small-scale variability of the community composition. Compared to other Indo-West Pacific mangroves, species richness and densities are high. However, the dominance of specific taxa, especially of opportunistic species and the comparably low species richness in the subtidal of the lagoon may be attributed to the high sediment input by rivers in the central part and to the large-scale cutting of mangroves. Continuous tree logging will probably lead to a further spread of two fast growing understorey plants and thus to an increase of uniform swamp sites and a decrease of micro-habitats for benthic macrofauna. To our knowledge, this is the first detailed study on the spatio-temporal variation of benthic macrofauna in mangroves of Indonesia.","WOS:000272047100006",10,0.678581603,0
"112","mang","Spatial patterns of seagrasses and salinity regimes interact to structure marine faunal assemblages in a subtropical bay","Anthropogenic disturbances in coastal and marine environments have resulted in the transformation of vegetated benthic habitat spatial patterns, which is thought to influence the distribution, community composition, and behavior of marine fauna. In Biscayne Bay, Florida, USA, freshwater discharges into nearshore areas have resulted in the fragmentation of the spatial patterning of submerged aquatic vegetation (SAV). To understand the ecological consequences of the freshwater-induced SAV seascape fragmentation, fish and crustaceans were sampled using seine nets across seascapes with continuous and highly fragmented SAV spatial configurations and across salinity regimes. Fragmented SAV seascapes supported significantly higher species diversity of fish and crustaceans, especially in areas influenced by freshwater discharges. Also, fragmented seascapes supported a higher abundance of the pink shrimp Farfantepenaeus duorarum and the goby Gobiosoma robustum, and higher biomass of generalist predatory fishes than seascapes with continuous SAV. In contrast, pinfish Lagodon rhomboides was more abundant in seascapes with continuous SAV. Faunal assemblage composition differed between zones of contrasting salinity regimes, and the contribution of species occurrence and abundance to the differentiation of assemblage composition between seascape types was associated with the salinity regimes of the seascapes. Thus, water salinity and spatial properties of SAV seascapes are factors that interact to influence faunal community structure in Biscayne Bay. These findings highlight the importance of understanding how environmental context (e.g. salinity regimes) can modulate the influence of benthic spatial patterning on the abundance and biodiversity of nekton communities.","WOS:000431203900002",11,0.505133974,0
"122","mang","Does hydrological fragmentation affect coastal bird communities? A study from Abaco Island, The Bahamas","Habitat fragmentation represents one of the most important threats to biodiversity. Fragmentation of aquatic ecosystems is pervasive, fundamentally altering aquatic community structure and ecosystem function on a worldwide scale. Because of the many ecological changes associated with hydrologic fragmentation of coastal wetlands, there may be cascading effects on non-aquatic organisms. Here we explored if anthropogenic fragmentation of tidal creek wetlands on Abaco Island, The Bahamas, affected bird communities. By comparing fragmented and unfragmented sections of nine separate tidal creeks, we tested whether fragmentation of coastal wetlands (due to roads) affected the richness, abundance, and composition of wetland bird assemblages. Although bird communities significantly differed among tidal creeks (irrespective of fragmentation status), and water salinity was positively correlated with species richness and abundance of wetland-associated birds, we found no significant differences in bird communities between fragmented and unfragmented sections of wetlands. Our findings suggest fragmented portions of tidal creek wetlands support avian communities relatively similar to their unfragmented counterparts, despite a range of differences in environmental features. These results indicate that other ecological factors (i.e., salinity) may be more important than fragmentation per se in affecting bird utilization of wetland habitats in The Bahamas.","WOS:000356540000018",12,0.628458523,1
"132","mang","Artificial structures versus mangrove prop roots: a general comparison of epifaunal communities within the Indian River Lagoon, Florida, USA","Urbanized coastal landscapes are becoming increasingly widespread throughout the world, and as a result, essential habitat is being replaced with artificial structures. Mangroves are threatened globally, and crucial ecosystem functions are being lost (e.g. habitat/refuge for associated species). There remains a lack of understanding of how artificial structures function as habitat compared to natural substrates, particularly those being lost, such as mangrove prop roots. The objectives of this study were to compare benthic epifaunal communities on artificial structures to those on mangrove prop roots across a large spatial scale and to assess seasonal trends of colonizing species within each habitat. Identified species were also classified as either native or non-native to assess whether artificial structures harbor more non-natives compared to mangroves. Results indicated that community composition differed significantly between habitat types, as did richness and diversity. More species were found and in higher percent cover on artificial structures. Only a few species were dominant throughout the study and were present in both habitats, and these species varied in their abundance across sites and time. Colonization at all sites was continuous throughout each season, particularly for those dominant species. Non-native species richness made up 30-50% of the community composition in each of the habitats and was significantly higher on artificial structures. Overall, artificial structures appeared to provide a functional, unique surface for both dominant and rare species and could act as a buffer to biodiversity loss in mangroves, a globally threatened habitat.","WOS:000452891600006",13,0.682583612,0
"142","mang","Occurrence of species-rich crab fauna in a human-impacted mangrove forest questions the application of community analysis as an environmental assessment tool","Diversity and composition of the intertidal brachyuran crab community in the Segara Anakan Lagoon (SAL), Java, Indonesia, during the dry season of 2005 and the rainy season of 2006, shows that crab community composition and structure alone appeared to be poor indicators for the state of a forest in terms of tree diversity and wood-cutting intensity. The lagoon is surrounded by the largest mangrove stand in Java and is under constant anthropogenic pressure, mainly due to logging, land conversion for agriculture, overfishing and industrial pollution. This study aims to determine the crab community composition at different sites of the lagoon in relation to vegetation composition and sediment parameters. In addition it investigates if mangrove crabs can be used as bioindicators to describe the environmental state of mangrove forests (tree diversity, degree of logging). It was assumed to find a low crab diversity and species richness and a strong dominance of a single species at highly disturbed forest sites compared to moderately disturbed sites. A stratified, hierarchical design was used to sample the crab fauna at 13 stations distributed over the entire lagoon. Additionally, abiotic parameters and vegetation composition were recorded. In total 6463 crabs were caught belonging to 49 species, 5 super-families and 10 families, with Ocypodidae and Sesarmidae being the families of most note. Mean density of adult crabs was 27.7 individuals*m(-2) and mean biomass was 12.8 g wet mass*m(-2) or 1.3 g ash free dry mass*m-2. Density and biomass varied strongly within and between stations but they where within the range reported for other mangrove forests of the Indo-West-Pacific. Species composition was significantly different between stations. The distribution of facultatively leaf-feeding grapsid crabs was related to vegetation parameters (tree, seedling and undergrowth density), but the occurrence of single crab and tree species was not correlated. The distribution of ocypodid crabs, feeding on detritus and micro-phytobenthos, correlated with sediment characteristics like median grain size and organic content. The crab community was strongly dominated by one species at six stations, however, this was not correlated to the degree of logging. Leaf-feeding crab and mangrove tree diversity was correlated at areas of one hectare (stations), but not at a lower spatial scale (areas of 100 m(2), ""zone""). Species richness of leaf-feeding crabs was not linked to forest diversity. Hence a functional relation between leaf-feeding crab and tree species diversity could not be proven. (C) 2011 Elsevier Ltd. All rights reserved.","WOS:000300484500008",14,0.865731323,0
"152","mang","Impact of logging activities in a tropical mangrove on ecosystem diversity and sediment heavy metal concentrations","Productivity of mangrove ecosystems is compromised by anthropogenic activities including over-exploitation of wood. This study set out to understand how different wood harvesting regimes have affected the biodiversity of a tropical ecosystem and to identify relationships between the heavy metal concentrations in the mangrove sediments and tree felling. Soil samples were collected and plant diversity studies carried out on seven sites in the mangrove. Physico-chemical, chemical and mineralogical analyses were done on soil samples and plant population structure, species richness, evenness and diversity index at these sites were calculated. Results showed that soils across sites were characteristically clayey and acidic, with high organic matter content. Minerals identified included quartz, gibbsite, goethite, hematite and kaolinite. Heavy metal concentrations were higher in Sites 6 and 7 with a longer history of anthropogenic activity. There were strong negative correlations between the duration of logging and NO3-N (r = -0.838, p = 0.019), total N (r = -0.837, p = 0.019), NH4 (+)-N (r = -0.844, p = 0.017), Mg = (-0.789, p = 0.035), K (r = -0.819, p = 0.024), and Na (r = -0.988, p = 0.002). Sites which had experienced logging for longer periods (sites 3, 6, and 7) had lower nutrient content and lower values for species richness and diversity index. Logging in mangrove ecosystems could alter soil characteristics, decreasing plant diversity and abundance. Logging dynamics around mangrove ecosystems should be considered in the wider strategy for management and conservation of similar mangrove ecosystems.","WOS:000377432000006",15,0.646883186,1
"162","mang","Diversity and conservation of wood-inhabiting polypores and other aphyllophoraceous fungi in Malaysia","We reviewed the ecological characteristics of wood-inhabiting fungi in Malaysia in relation to the major threats to these fungi; we also examined the forest uses that would help to conserve them. Although wood-inhabiting fungi do not show high host specificity or preference in many tropical areas, several are specific to Dipterocarpaceae trees in Malaysia and some species may preferably inhabit other minor tree species. Tree size and decomposition stage are also important determinants of which fungi are present. Among the polypores described by E. J. H. Corner, 41 and 26 species have been recorded only from Malaysian lowland rainforest and montane forest, respectively. Evidence suggests that both of these forest types in Malaysia are home to unique fungal communities. More than 30 polypore species described by Corner are known only from their type localities. These species are likely rare and may be restricted to old-growth forests. Logging decreases species richness of wood-inhabiting fungi because the number of natural treefalls is decreased in logged forests, and the decline of old-growth forests is a major threat to conservation of Malaysian fungi. However, species richness of wood-inhabiting fungi is relatively high in old secondary forests and forests undergoing reduced-impact logging. The diversity of wood-inhabiting fungi is extremely low in oil palm plantations, whereas several species inhabit rubber-tree and acacia plantations. Preservation of old-growth forest is essential for conserving rare wood-inhabiting fungi in Malaysia, but old secondary forests, reduced-impact logged forests, and matured tree plantations may have some importance for the conservation of some species.","WOS:000307295400012",16,0.768842402,1
"172","mang","Modelling the effects of litter decomposition on tree diversity patterns","Current theories may not fully explain why latitudinal patterns of plant diversity differ between terrestrial and flooded ecosystems Moreover the co-occurrence of hyper diverse stands in lowland tierra firma (not inundated) forests and almost monospecific stands in mangroves and gallery riparian vegetation within the tropics remains enigmatic Building on evidence from ecology and agriculture we present a new model investigating the hypothesis that besides the general positive feedback of plant growth by nutrients release litter decomposition builds up an intra-specific negative feedback functionally linked with tree diversity The model results were compared with extensive published data sets both across and within latitudinal zones The model predicts correctly the biomass production and decomposition process as well as the number of tree species their relative abundance in all environmental conditions providing a novel putative explanation also for the diversity variations observed within the tropics The model demonstrates a possible mechanistic link between the carbon cycle and biodiversity patterns which is interesting in the debate about advancing in the direction of a unifying ecosystem theory (C) 2010 Elsevier B V All rights reserved","WOS:000283980500007",17,0.436457005,0
"182","mang","Brachyuran crab diversity and abundance patterns in the mangroves of Cameroon","Brachyuran crabs are the most important group of mangroves epifauna. They operate relevant ecological roles in terms of structure and function in mangrove ecosystems. The study aims to assess crab diversity and the patterns of their distribution for biodiversity documentation. The survey was carried out in mangrove forests of the Cameroon coastline. Investigations were randomly carried out on 17 degraded mangrove areas where Rhizophora stands dominated. Crabs were collected during the period of low tide, during day and night times in the 4 x 4 m(2) quadrant plots delimited inside each belt zonation throughout transects. In total, 27 crab morphospecies were recorded with global sampling effort equals to 87.5%. Eleven morphospecies were recorded for the first time in Cameroon. Sesarmid crabs were most represented (10 species) with abundant taxa (72.9% of individuals). Crab community has low species richness and diversity indices (d = 0.004; H' = 3.3 +/- 0.1; J' = 0.8). Hill evenness are close to 1, confirms that one species (Guinearma kamermani) tends to dominate the whole community. Armases elegans, Chiromantes buettikoferi, Goniopsis pelii, Metagrapsus curvatus, Guinearma alberti, G.huzardi and G. kamermani were the common species in the study areas. The Center mangrove stands appeared most diverse (E(S-n=401) = 18 +/- 1.1species), followed by the South (E(S-n=401) = 16 +/- 0.5species) and the North (E(S-n=401) = 11 +/- 0.0species). Species abundance is typically distributed as in linear log series (Motomura model) corresponding to the disturbed environments. The lack of conservation strategies in the management of mangrove forests in Cameroon might lead to the disappearance of these ecosystem properties and its relevant components. (C) 2018 Elsevier B.V. All rights reserved.","WOS:000449553500032",18,0.77491054,1
"193","mang","Properties of ecotones: Evidence from five ecotones objectively determined from a coastal vegetation gradient","Several properties have been suggested to be characteristic of ecotones, but their prevalence has rarely been tested. We sampled five ecotones to seek evidence on seven generalizations that are commonly made about ecotones: vegetational sharpness. physiognomic change, Occurrence of a spatial community mosaic, many exotic species, ecotonal species. spatial mass effect, and species richness higher or lower than either side of the ecotone. The ecotones were in a sequence from scattered mangroves, through salt marsh, rush-marsh. scrub, woodland, to pasture. We developed a method to objectively define, by rapid vegetational change, the position and depth of an ecotone. identifying five ecotones. Their positions were consistent across three sampling schemes and two spatial grain sizes. One ecotone is a switch ecotone, produced by positive feedback between community and environment. Another is anthropogenic, due to clearing for agriculture. Two others are probably environmental in cause, and one may be largely a relict environmental ecotone. Sharp changes in species composition occurred. Three ecotones were associated with a change in plant physiognomy. In two, the ecotone was located just outside a woodland canopy. in the zone influenced by the canopy. Community mosaicity was evident at only one ecotone. There were few strictly ecotonal species, many species occurred more frequently within ecotones than in adjacent vegetation, but there were never significantly more ecotonal species than expected at random. There was little evidence for the spatial mass effect reducing ecotonal sharpness, or leading to higher species richness within ecotones. Species richness was higher than in the adjacent habitat in only one ecotone. It seems that supposedly characteristic ecotone features depend on the particular ecological situation, and the ecology of the species present, rather than being intrinsic properties of ecotones.","WOS:000186226400013",19,0.501809676,0
"201","mang","The effect of the surrounding landscape matrix on mangrove bird community assembly in north Australia","Mangroves are highly threatened ecosystems yet their community ecology is poorly understood. We examined the ecological determinants of bird community assemblage in floristically depauperate mangroves. Birds were surveyed using line transect methods. Large mangrove patches supported fewer species than smaller patches. Patches did not comprise nested species subsets and the bird species richness of several small patches combined was greater than a single large area. The number of mangrove dependent species in a patch was area-dependent suggesting these species may be resource limited, although there was no species density compensation. There was a clear effect of the surrounding habitat, with matrix species accounting for similar to 45% of bird species in a patch. Patches surrounded by tropical savanna were relatively species-poor, while regardless of size, patches including monsoon rainforest were relatively species rich. Null model analysis of non-random assemblage structure (nestedness and species co-occurrence) revealed no deterministic structure to the overall mangrove species assemblage. These analyses described a random pattern of bird distribution and with no evidence of density compensation this suggests that competition is a weak structuring force of mangrove bird assemblages. The lack of nestedness and the random co-occurrence of species are consistent with the matrix-dependence of bird community composition. Conservation plans should treat mangrove patches as part of a habitat mosaic and incorporate many smaller mangrove patches rather than just big ones. Consideration of the nature, extent and diversity of the surrounding matrices is vital in managing and conserving mangrove bird communities. Crown Copyright (C) 2011 Published by Elsevier Ltd. All rights reserved.","WOS:000294030900002",20,0.829063258,0
"241","mang","Continuous forest has greater taxonomic, functional and phylogenetic plant diversity than an adjacent naturally fragmented forest","Several studies have evaluated the short-term effects of tropical forest fragmentation on plant taxonomic diversity, while only a few have evaluated its effects on functional or phylogenetic diversity. To our knowledge no study has looked at the long-term consequences of tropical forest fragmentation on the three main components of plant diversity simultaneously: taxonomic, functional and phylogenetic diversity. We sampled the vascular flora using belt transects (50 x 4 m) in a continuous tropical semi-evergreen forest (16 transects) and in an adjacent naturally fragmented forest (fragments of 1.7-My-old semi-evergreen forest immersed in a mangrove/sedge matrix) (18 transects), and compared their taxonomic, functional and phylogenetic plant diversity. There were 36 species in the continuous forest and 28 in the fragmented forest. Continuous forest was taxonomically more diverse (25%) than the fragmented forest. All functional diversity metricswere greater (6-33%) in the continuous than in the fragmented forest. Phylogenetic diversity was 19% greater and phylogenetically more overdispersed in the continuous forest than in the fragmented forest. The results suggest that in the fragmented forest not only is taxonomic plant diversity lower, but functional and phylogenetic diversity are as well. The negative effects of forest fragmentation on plant diversity seem to be chronic.","WOS:000337763100005",24,0.843069445,1
"47","mang","Vegetation community and factors that affect the woody species composition of riparian forests growing in an urbanizing landscape along the Chao Phraya River, central Thailand","Improved knowledge of the environmental factors that affect woody composition is urgently required for species conservation in riparian zones of urbanizing landscapes. We investigated the environmental factors influencing tree abundance and regeneration in diverse forest types growing in the riparian area of an urbanizing landscape along the Chao Phraya River. We established 252 0.1-ha circular plots in remnant forest patches along 372 km of the river. Cluster analysis was applied to classify the forest types. The relationships between environmental variables and tree abundance were assessed with ordination analysis, and generalized linear models were used to assess seedling/sapling abundance. The cluster analysis revealed five forest types, including floodplain forest with three sub-forest types, swamp forest, and mangrove forest. The ordination indicated that tree abundance in the floodplain forest was positively affected by distance to the ocean and the proportion of forested area. Swamp forest was positively influenced by the proportion of urbanized area and mean rainfall. Mangrove forest was negatively related to distance to the river. Seedling/sapling abundance of the dominant species in the floodplain forests was positively affected by lowland plain topography and negatively affected by the proportion of urbanized area, whereas swamp and mangrove forest species were positively influenced by the proportion of urbanized area and estuarine topography. Mature tree density influenced seedling/sapling abundance of all forest types. Tree abundance and regeneration of the riparian landscape was prevented by the urbanized area, floodplain, estuarine topography, and mature tree densities in remnant forests. These results suggest that remnant forest patches of conserved riparian forests along the urbanized landscape of the Chao Phraya River must be protected and the factors determining their colonization must be considered to enhance restoration practices.","WOS:000418471500017",47,0.900944954,0
"49","mang","Bird Community Dynamics and Habitat Associations in Karst, Mangrove and Pterocarpus Forest Fragments in an Urban Zone in Puerto Rico","Puerto Rico's forest cover decreased to less than 10% in the early 1900's leaving few forest patches available for migrant and resident birds. In this process of deforestation karst hills and coastal wetlands have been some of the most severely modified forest types; however, we know little about their bird community dynamics and their relation with habitat variables. To address this issue we studied bird species composition and habitat characteristics in karst forest and two coastal forested wetlands (mangrove and Pterocarpus forest) in the Caribbean island of Puerto Rico. In each forest type, we conducted 10 point counts monthly for two years and characterized habitat variables. We performed a non-metric multidimensional scaling (NMS) ordination and a multi-response permutation procedure (MRPP) for each year to determine the similarity of bird species composition among monthly censuses and the relation between species composition and habitat variables. This ordination technique grouped censuses into three groups: karst forest, Pterocarpus and mangrove in the migratory period, and Pterocarpus and mangrove in the non-migratory period. The high tree species richness in the karst forest, and the presence of standing water in coastal wetlands were the most important habitat variables associated with the different bird communities. Our results demonstrate that the karst and coastal wetlands forests, even if they are small patches surrounded by a mixed matrix of pasture and urban settlements may be important habitat for both residents and migrants, and suggest that the protection and restoration of these habitats should be high management and conservation priorities.","WOS:000262542100014",49,0.825155414,0
"581","mang","Vegetation regeneration in a sustainably harvested mangrove forest in West Papua, Indonesia","Bintuni Bay, located in the south of the Bird's Head Peninsula of West Papua, Indonesia, contains one of the largest mangrove forests in the world, growing in a variety of environmental conditions and geomorphologies. In the southern area of the bay, 82,120 ha of mangrove forest are actively undergoing a management regime conducted by PT. Bintuni Utama Murni Wood Industries (PT. BUMWI). Operations are focused upon woodchip production; however, sustainable forest management is also a priority as the area is Forest Stewardship Council (R) (FSC (R)) certified. Currently, PT BUMWI is approaching the completion of a 25-year rotation (with stands ranging from 0 to 25 years) which presents a good time to examine and evaluate current management practices and their effects on the forest concession. Part of a successful regeneration of a forest stand is attaining the range of ecological integrity and ecosystem functions similar to baseline forests. Forest structure and complexity, along with biodiversity at the stand level could function as regeneration criteria to evaluate the success of a sustainable forest management program. The objective of the study was to observe if the forest structure and biodiversity in secondary stands, considered as proxies for ecological integrity, would regenerate to similar levels within the 25 years as baseline forests. Post-harvest forest regeneration was evaluated in different aged secondary forest stands by measuring biomass, species composition and forest structure in circular plots along transects. Nonlinear regression was used to determine and predict different forest structure dynamics (sapling and stem densities, tree height, DBH), diversity and volumes throughout and beyond the 25-year rotation period. Dynamics in species composition and diversity of tree species was observed. Results suggest that the forest structure in secondary stands follows a natural regeneration dynamic over the rotation period but had not yet attained the same structure and composition as baseline forests at 25 years. Furthermore, growth models suggest that the harvest rotation may need to be extended to 30-40 years for secondary stands to attain similar ranges of forest structure, compositions and volumes to that of baseline forests. These observations will help future forest management of the concession as the company strives to manage secondary forests to keep the same ecosystem functions and high volumes observed in baseline forests. (C) 2017 Elsevier B.V. All rights reserved.","WOS:000398873700014",58,0.884794664,1
"62","mang","Raptor communities in French Guiana: Distribution, habitat selection, and conservation","French Guiana still has a full gradient of natural habitats, from coastal mangroves, marshes, and savannas (ca. 3700 km(2)), to swamp and terra fume lowland primary rain forest (ca. 80 000 km2). Thirty-two study sites, >2000 ha each, were surveyed throughout the country, including all major vegetation types from 1981 to 2003 during >5472 hr of effective daylight raptor searches. Census techniques took into account the behavior and detectability of every species to assess their abundance and habitat associations. The French Guiana raptor community included 27 forest species, five species restricted to forest edges and large gaps, five species of wetlands and mangroves, eight coastal grassland specialists, four nearctic migrants, and seven occasional taxa of unconfirmed status. In the 19 undisturbed primary forest sites, the most common raptor was the Lined Forest-Falcon (Micrastur gilvicollis). Many species were rare or patchily distributed: 15% of all species were found in only 5-11% of the 32 localities sampled and <30% were present in almost all of them. The abundance index was correlated with site occupancy frequency. There was no significant difference in species richness among parts of the country. Some taxa widespread in Latin America (Cathartes, Accipiter, Micrastur) were comparatively rare and local in French Guiana, where more typical Amazonian species were present. Mean abundance of forest vultures, eagles, and caracaras decreased with hunting and logging activities. Country-wide population estimates of forest species ranged from fewer than 100 pairs for habitat specialists such as Orange-breasted Falcon (Falco deiroleucus) and Black Caracara (Daptrius aler) and 400-500 pairs for the largest and widespread Harpy (Harpia harpyja) and Crested (Morphnus guianensis) eagles, to >10 000 pairs for the common Lined Forest-Falcon.","WOS:000248192900002",62,0.860070955,1
"70","mang","Species Composition, Diversity and Relative Abundance of Amphibians in Forests and Non-Forest Habitats on Langkawi Island, Peninsular Malaysia","Anurans on Langkawi Island, Peninsular Malaysia exhibit variation in their habits and forms, ranging from small (SVL < 25 mm) to large (SVL > 150 mm), and occupy a range of habitats, such as riverine forests, agricultural fields, peat swamps, and lowland and upland dipterocarp forests. These variations provide a platform to explore species diversity, distribution, abundance, microhabitat, and other ecological parameters to understand the distribution patterns and to facilitate conservation and management of sensitive or important species and areas. The objective of this study was to evaluate the diversity and distribution of anuran species in different types of habitat on Langkawi Island. Specimens were collected based on active sampling using the Visual Encounter Survey (VES) method. We surveyed anuran species inhabiting seven types of habitat, namely agriculture (AG), coastal (CL), forest (FT), pond (PD), mangrove (MG), riparian forest (RF) and river (RV). A total of 775 individuals were sampled from all localities, representing 23 species from 12 genera and included all six families of frogs in Malaysia. FT and RF showed high values of Shannon Index, H', 2.60 and 2.38, respectively, followed by the other types of habitat, CL (1.82), RV (1.71), MG (1.56), PD (1.54), and AG (1.53). AG had the highest abundance (156 individuals) compared to other habitat types. Based on Cluster Analysis by using Jaccard coefficient (UPGMA), two groups can be clearly seen and assigned as forested species group (FT and RF) and species associating with human activity (AG, CL, PD, MG and RV). Forest species group is more diverse compared to non-forest group. Nevertheless, non-forest species are found in abundance, highlighting the relevance of these disturbed habitats in supporting the amphibians.","WOS:000389513500163",70,0.875878119,1
