"","EID","X__1","Unnamed: 0","Authors","Author(s) ID","Title","Year","Source title","DOI","Link","Abstract","Document Type","Source","p","Relevance_std","Relevance_ranked","X__2","Timespan_std","Timespan_ranked","Scopus_index","Present_in_training_docs"
"165","2-s2.0-33847319258",83,83,"Greene C.H., Pershing A.J.","13310266500;6603410631;","Climate drives sea change",2007,"Science","10.1126/science.1136495","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847319258&doi=10.1126%2fscience.1136495&partnerID=40&md5=26ae50e82bdcb6d3e8993f3b4a7c9395","Changes in Arctic climate have contributed to shifts in abundances and seasonal cycles of a variety of species in the northwest Atlantic.","Review","Scopus",0.531551635379242,NA,NA,NA,NA,NA,84,NA
"166","2-s2.0-34047166326",191,191,"Mapstone B.D., Andrew N.L., Chancerelle Y., Salvat B.","6603066775;7005866211;6603807559;35586230700;","Mediating effects of sea urchins on interactions among corals, algae and herbivorous fish in the Moorea lagoon, French Polynesia",2007,"Marine Ecology Progress Series","10.3354/meps332143","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34047166326&doi=10.3354%2fmeps332143&partnerID=40&md5=24b10633747f326e9b3a7f5dc0518b70","The relative importance of grazing by sea urchins in influencing the composition and structure of coral reef habitats has only occasionally been explored experimentally, and never on the coral reefs of Oceania, where both herbivorous fishes and sea urchins are often common. In this paper we report the results of an experiment in French Polynesia, in which densities of an abundant sea urchin, Echinometra mathaei, were manipulated within the territories of an abundant omnivorous, 'gardening' pomacentrid fish (Stegastes lividus) in thickets of Acropora pulchra. Increasing the sea urchin density resulted in reductions in the standing crop of algae and over-grazing of the dead coral substratum on which the algae grew. After 2 yr of this treatment, the coral thickets began to collapse. Reducing sea urchin densities to very low levels also resulted in collapse of the coral thickets and reduced densities of the fish, although algal biomass was apparently unaffected. We posit that the fish-coral-sea urchin-algal assemblage is relatively robust to wide fluctuations in sea urchin densities, but when sea urchin densities are driven to extremes the coral-algal habitat becomes destabilised and the entire system collapses, possibly as a result of different bioerosion processes in play at high and low sea urchin densities. © Inter-Research 2007.","Article","Scopus",0.642058379398757,NA,NA,NA,NA,NA,192,NA
"167","2-s2.0-34147110810",34,34,"Myers R.A., Baum J.K., Shepherd T.D., Powers S.P., Peterson C.H.","7403701221;7202982542;8842493100;7203083073;7402988175;","Cascading effects of the loss of apex predatory sharks from a coastal ocean",2007,"Science","10.1126/science.1138657","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34147110810&doi=10.1126%2fscience.1138657&partnerID=40&md5=391094eb0c8f8b2eda444a5dd0e772ae","Impacts of chronic overfishing are evident in population depletions worldwide, yet indirect ecosystem effects induced by predator removal from oceanic food webs remain unpredictable. As abundances of all 11 great sharks that consume other elasmobranchs (rays, skates, and small sharks) fell over the past 35 years, 12 of 14 of these prey species increased in coastal northwest Atlantic ecosystems. Effects of this community restructuring have cascaded downward from the cownose ray, whose enhanced predation on its bay scallop prey was sufficient to terminate a century-long scallop fishery. Analogous top-down effects may be a predictable consequence of eliminating entire functional groups of predators.","Article","Scopus",0.628423830878829,NA,NA,NA,NA,NA,35,1
"168","2-s2.0-34247114630",158,158,"Frank K.T., Petrie B., Shackell N.L.","7202165841;7003948007;6602493946;","The ups and downs of trophic control in continental shelf ecosystems",2007,"Trends in Ecology and Evolution","10.1016/j.tree.2007.03.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247114630&doi=10.1016%2fj.tree.2007.03.002&partnerID=40&md5=d1b664fe014df5f4aeb3194051777234","Traditionally, marine ecosystem structure was thought to be determined by phytoplankton dynamics. However, an integrated view on the relative roles of top-down (consumer-driven) and bottom-up (resource-driven) forcing in large-scale, exploited marine ecosystems is emerging. Long time series of scientific survey data, underpinning the management of commercially exploited species such as cod, are being used to diagnose mechanisms that could affect the composition and relative abundance of species in marine food webs. By assembling published data from studies in exploited North Atlantic ecosystems, we found pronounced geographical variation in top-down and bottom-up trophic forcing. The data suggest that ecosystem susceptibility to top-down control and their resiliency to exploitation are related to species richness and oceanic temperature conditions. Such knowledge could be used to produce ecosystem guidelines to regulate and manage fisheries in a sustainable fashion. Crown Copyright © 2007.","Article","Scopus",0.446946194644697,NA,NA,NA,NA,NA,159,NA
"169","2-s2.0-34247877746",306,306,"Zwirglmaier K., Heywood J.L., Chamberlain K., Woodward E.M.S., Zubkov M.V., Scanlan D.J.","6507577751;14522459400;35586266100;7101708072;7006636495;7004195170;","Basin-scale distribution patterns of picocyanobacterial lineages in the Atlantic Ocean",2007,"Environmental Microbiology","10.1111/j.1462-2920.2007.01246.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247877746&doi=10.1111%2fj.1462-2920.2007.01246.x&partnerID=40&md5=179d0f2166e14552d46a0df48fd5a001","Marine picocyanobacteria of the genera Prochlorococcus and Synechococcus are major contributors to oceanic primary production. The genera are genetically diverse, comprising several known ecotypes or lineages. However, little is known of the distribution of these lineages over large geographic areas. Here, we analysed the relative abundance of Prochlorococcus ecotypes and Synechococcus lineages at the ocean basin scale along an Atlantic Meridional Transect (AMT) using dot blot hybridization and fluorescence in situ hybridization (FISH) techniques. The transect covered several contrasting oceanic provinces (gyres, upwelling, temperate regions) as well as environmentally 'equivalent' regions in the northern and southern hemisphere (northern and southern gyres and temperate regions). Flow cytometric data revealed a discrete separation in abundance of major picocyanobacterial genera. Prochlorococcus reached highest abundance in oligotrophic regions, while more mesotrophic waters were dominated by Synechococcus. Individual genetic lineages of both Prochlorococcus and Synechococcus showed highly similar distributions in corresponding regions in the northern and southern hemisphere. In addition, Prochlorococcus showed a distinctive depth distribution, with HLI and HLII ecotypes near the surface and co-occurring LL ecotypes further down in the water column. Conversely, Synechococcus generally revealed no obvious depth preference, but did show highly specific distribution at the horizontal scale, with clades I and IV particularly dominating temperate, mesotrophic waters in both the northern and southern hemispheres. The data clearly reveal that specific picocyanobacterial lineages proliferate in similar oceanic provinces separated by large spatial scales. Furthermore, comparison with an earlier AMT dataset suggests that basin scale distribution patterns for Prochlorococcus ecotypes are remarkably reproducible from year to year. © 2007 The Authors; Journal compilation © 2007 Society for Applied Microbiology and Blackwell Publishing Ltd.","Article","Scopus",0.430957966408856,NA,NA,NA,NA,NA,307,NA
"170","2-s2.0-34249913167",393,393,"Semmens J.M., Pecl G.T., Gillanders B.M., Waluda C.M., Shea E.K., Jouffre D., Ichii T., Zumholz K., Katugin O.N., Leporati S.C., Shaw P.W.","7005133710;6602413277;7003696779;6603101750;8534958200;18040153500;6701323583;56624684000;9636134400;16245262000;7401651625;","Approaches to resolving cephalopod movement and migration patterns",2007,"Reviews in Fish Biology and Fisheries","10.1007/s11160-007-9048-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34249913167&doi=10.1007%2fs11160-007-9048-8&partnerID=40&md5=de5dac82acdab215bc3c335823f0fe1d","Cephalopod movement occurs during all phases of the life history, with the abundance and location of cephalopod populations strongly influenced by the prevalence and scale of their movements. Environmental parameters, such as sea temperature and oceanographic processes, have a large influence on movement at the various life cycle stages, particularly those of oceanic squid. Tag recapture studies are the most common way of directly examining cephalopod movement, particularly in species which are heavily fished. Electronic tags, however, are being more commonly used to track cephalopods, providing detailed small- and large-scale movement information. Chemical tagging of paralarvae through maternal transfer may prove to be a viable technique for tracking this little understood cephalopod life stage, as large numbers of individuals could be tagged at once. Numerous indirect methods can also be used to examine cephalopod movement, such as chemical analyses of the elemental and/or isotopic signatures of cephalopod hard parts, with growing interest in utilising these techniques for elucidating migration pathways, as is commonly done for fish. Geographic differences in parasite fauna have also been used to indirectly provide movement information, however, explicit movement studies require detailed information on parasite-host specificity and parasite geographic distribution, which is yet to be determined for cephalopods. Molecular genetics offers a powerful approach to estimating realised effective migration rates among populations, and continuing developments in markers and analytical techniques hold the promise of more detailed identification of migrants. To date genetic studies indicate that migration in squids is extensive but can be blocked by major oceanographic features, and in cuttlefish and octopus migration is more locally restricted than predictions from life history parameters would suggest. Satellite data showing the location of fishing lights have been increasingly used to examine the movement of squid fishing vessels, as a proxy for monitoring the movement of the squid populations themselves, allowing for the remote monitoring of oceanic species. © Springer Science+Business Media, Inc. 2007.","Conference Paper","Scopus",0.479629926308844,NA,NA,NA,NA,NA,394,NA
"171","2-s2.0-34250743723",24,24,"Sakuma K.M., Ralston S., Roberts D.A.","7102588493;55407091300;57193880976;","High-frequency patterns in abundance of larval Pacific hake, Merluccius productus, and rockfish, Sebastes spp., at a single fixed station off central California",2007,"Fisheries Oceanography","10.1111/j.1365-2419.2007.00440.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250743723&doi=10.1111%2fj.1365-2419.2007.00440.x&partnerID=40&md5=014b8cdd5df9dcc5d44b0ccf80b4aa62","Standard CalCOFI (California Cooperative Oceanic Fisheries Investigations) ichthyoplankton bongo net sampling was conducted every 2 h over 11 days at a single fixed station off central California in February 1995. A conductivity, temperature, and depth cast was completed after each tow to record corresponding hydrographic information. Larval Pacific hake, shortbelly rockfish, and other rockfish were enumerated and length measurements were recorded. Time-depth contours of water density showed a clear boundary, defining the mixed layer along the σθ = 25.0 isopycnal, that appeared to fluctuate vertically on a 12-h cycle centered around 50 m depth. Temperature-salinity plots showed a distinctly different pattern in the mixed layer when compared with water below the pycnocline. Length-frequency distributions plotted by survey day indicated a relatively continuous input of small rockfish larvae into the survey area rather than a resident population growing progressively larger each day. Catches of rockfish larvae were much higher in nighttime tows and varied by survey day, but were unaffected by the depth of the 25.0 isopycnal. In contrast, catches of Pacific hake did not vary significantly on a diel basis, but were significantly variable by survey day and were influenced by the depth of the mixed layer. Catches of Pacific hake larvae were significantly higher during warm-saline periods (spicy water), while shortbelly rockfish were significantly less abundant under these conditions. Spectral analysis showed a clear 12-h cycle in the depth of the 25.0 isopycnal and a 24-h cycle in the catches of rockfish larvae, while Pacific hake catches and spiciness of the mixed layer appeared to have lower frequency cycles in excess of 48 h. © 2007 The Authors.","Article","Scopus",0.624344816843353,"0",NA,NA,15,NA,25,NA
"172","2-s2.0-34250773407",27,27,"Dawe E.G., Hendrickson L.C., Colbourne E.B., Drinkwater K.F., Showell M.A.","6701594614;7005216316;6701375462;7004512185;6602376742;","Ocean climate effects on the relative abundance of short-finned (Illex illecebrosus) and long-finned (Loligo ealeii) squid in the northwest Atlantic Ocean",2007,"Fisheries Oceanography","10.1111/j.1365-2419.2007.00431.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250773407&doi=10.1111%2fj.1365-2419.2007.00431.x&partnerID=40&md5=e3104529b1606377bcf48dd8c2eae365","An unusually high abundance of long-finned squid (Loligo pealeii) was observed around southern Newfoundland in August-September 2000. The prevalence of maturing females and mature males, along with the collection of a single viable egg mop, provide the first evidence of spawning of this species at the northern limit of its geographic range of distribution. Northward expansion of the long-finned squid population may be related to a general warming trend in Newfoundland near-shore waters. However, trends in size and abundance of short-finned squid (Illex illecebrosus) suggest that this expansion may also be related to reduced competition. We hypothesize that these two squid species share, to a large extent, a common niche on the eastern USA shelf and that opposing responses to ecosystem variation affect their relative abundance. We address this hypothesis by applying time-series analysis of species-specific fishery- and survey-based abundance indices with biologic and environmental input variables. Our models indicate that direct competition is not important, but that variation in atmospheric forcing, as well as latitudinal position of the Shelf-Slope Front (SSF), are closely related to direct oceanographic processes that exert opposing effects on these two species. While the direct oceanographic mechanisms that regulate year-class strength remain unknown, we present a hypothesis to account for opposing population responses to oceanographic variation that operates early in the life history of both species. For the oceanic and highly migratory short-finned squid, variation in the latitudinal position of the SSF is related to efficiency of downstream dispersal by the Gulf Stream and survival of young stages. For the neritic long-finned squid, variation in local inshore temperature affects the time exposed to intense predation through its effect on rates of embryonic development and growth. The expansion of long-finned squid population abundance in 2000 was associated with both warm local water temperatures and an unusual eastward displacement of the atmospheric features associated with the North Atlantic Oscillation (NAO). These conditions may have resulted in an unfavorable oceanic regime for short-finned squid but a favorable regime for long-finned squid on the continental shelf as far north as southern Newfoundland. © 2007 The Authors.","Article","Scopus",0.570049610734021,"0",NA,NA,15,NA,28,NA
"173","2-s2.0-34848897607",86,86,"White J.W.","36467191300;","Spatially correlated recruitment of a marine predator and its prey shapes the large-scale pattern of density-dependent prey mortality",2007,"Ecology Letters","10.1111/j.1461-0248.2007.01098.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34848897607&doi=10.1111%2fj.1461-0248.2007.01098.x&partnerID=40&md5=8beb4049415b41e80a73a428187f7b5b","Patterns of predator dispersal can be critical to the dynamics of prey metapopulations. In marine systems, oceanic currents may shape the dispersal of planktonic larvae of both predators and prey, producing spatial correlations in the recruitment of both species and distinctive geographic patterns of prey mortality. I examined the potential for this phenomenon in two fishes, a wrasse and its grouper predator, at a Caribbean island where the near-shore oceanographic regime produces a temporally consistent spatial pattern of fish recruitment. I found that recruitment and adult abundance of groupers were spatially correlated with recruitment of wrasse prey. Furthermore, the local abundance of predators strongly affected the nature of density-dependent prey mortality. At sites with few predators, wrasse mortality was inversely density-dependent, while mortality was positively density-dependent at sites with higher predator densities. This phenomenon could be important to the dynamics of any metacommunity in which physical forces produce correlated dispersal. © 2007 Blackwell Publishing Ltd/CNRS.","Article","Scopus",0.697869491478818,NA,NA,NA,NA,NA,87,NA
"174","2-s2.0-35348881483",385,385,"Pujolar J.M., Maes G.E., Volckaert F.A.M.","6602217478;7004572022;7004006972;","Genetic and morphometric heterogeneity among recruits of the European eel, Anguilla anguilla",2007,"Bulletin of Marine Science",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-35348881483&partnerID=40&md5=7045f3eff4addf125b63fce0504fe105","The recognition of the vulnerability of marine species to environmental conditions throughout their life-cycle has broadened the scope of investigations on factors influencing their population dynamics and demographics. The European eel Anguilla anguilla (Linnaeus, 1758) stock is declining rapidly due to overfishing, pollution, habitat degradation, diseases, and oceanic conditions. We analyzed arrival waves of glass eels collected in the Bay of Biscay and the western Mediterranean area during the period 2001-2003. We observed significant differences in length, weight, and condition between Atlantic and Mediterranean samples, and among arrival waves within sites. All samples were screened for genetic variation using ten allozyme and six microsatellite loci. We observed a pattern of genetic patchiness among arrival waves, namely a highly significant genetic differentiation without a temporal grouping of samples. Although natural selection and gene flow could also play a role, we suggest that the pattern observed results from the high variance in reproductive success in each spawning season. A low effective population size might have contributed to the current decline in the abundance of European eel. A precautionary approach to fisheries should be implemented in order to preserve maximal genetic potential to cope with changing anthropogenic and environment pressures. © 2007 Rosenstiel School of Marine and Atmospheric Science of the University of Miami.","Article","Scopus",0.530422972209372,NA,NA,NA,NA,NA,386,0
"175","2-s2.0-36849057037",14,14,"Fergusson I.K., Graham K.J., Compagno L.J.V.","6602095029;55432047900;6602682056;","Distribution, abundance and biology of the smalltooth sandtiger shark Odontaspis ferox (Risso, 1810) (Lamniformes: Odontaspididae)",2008,"Environmental Biology of Fishes","10.1007/s10641-007-9193-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36849057037&doi=10.1007%2fs10641-007-9193-x&partnerID=40&md5=90e5ae2658f0ca5fa54f655805c3f0a8","The smalltooth sandtiger shark, Odontaspis ferox, has a cosmopolitan distribution across warm temperate and tropical waters, and although essentially demersal, it has also been captured pelagically in mid-ocean. The species often occurs inshore at steeply shelving coastal and insular locations, and has now been identified by divers at eight widely separated shallow water sites. In the Southern Hemisphere, most O. ferox were caught by trawl on the continental slope, where its bathic range was extended to at least 880 m. Large specimens (>200 cm TL) were found across the whole depth range, but almost all juveniles were caught between 200 and 600 m. The largest recorded male was 344 cm TL, and female 450 cm TL. The few biological data suggest that size at maturity for males is around 200-250 cm TL, and for females 300-350 cm. No pregnant females were recorded but size at birth is probably about 100 cm TL. Nowhere has the species been found in large numbers. Survey and commercial catch data from south-east Australian trawl grounds suggest that numbers of O. ferox there have declined since the advent of deepwater commercial trawling in the 1970s. In areas of steep untrawlable terrain, increased gill-netting and longlining are likely to impact on local populations, with mature individuals being particularly vulnerable. Although O. ferox is not specifically targeted by commercial fishing activities, its likely very low fecundity make it susceptible to local extirpation, even at seemingly small capture rates. This species is protected off New South Wales and is considered "" vulnerable"" globally, by the World Conservation Union (IUCN). © 2007 Springer Science+Business Media, Inc.","Article","Scopus",0.752444771704538,"1",NA,NA,10,NA,15,NA
"176","2-s2.0-36849063857",199,199,"Hemery G., D'amico F., Castege I., Dupont B., D'elbee J., Lalanne Y., Mouches C.","6603435433;7005956127;6504005779;36881670000;6506955632;7801689043;7004216773;","Detecting the impact of oceano-climatic changes on marine ecosystems using a multivariate index: The case of the Bay of Biscay (North Atlantic-European Ocean)",2008,"Global Change Biology","10.1111/j.1365-2486.2007.01471.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36849063857&doi=10.1111%2fj.1365-2486.2007.01471.x&partnerID=40&md5=08a544ebe848e121d591abf73d9ea64e","Large-scale univariate climate indices (such as NAO) are thought to outperform local weather variables in the explanation of trends in animal numbers but are not always suitable to describe regional scale patterns. We advocate the use of a Multivariate Oceanic and Climatic index (MOCI), derived from 'synthetic' and independent variables from a linear combination of the total initial variables objectively obtained from Principal Component Analysis. We test the efficacy of the index using long-term data from marine animal populations. The study area is the southern half of the Bay of Biscay (43°-47°N; western Europe). Between 1974 and 2000 we monitored cetaceans and seabirds along 131000 standardized line transects from ships. Fish abundance was derived from commercial fishery landings. We used 44 initial variables describing the oceanic and atmospheric conditions and characterizing the four annual seasons in the Bay of Biscay. The first principal component of our MOCI is called the South Biscay Climate (SBC) index. The winter NAO index was correlated to this SBC index. Inter-annual fluctuations for most seabird, cetacean and fish populations were significant. Boreal species (e.g. gadiformes fish species, European storm petrel and Razorbill...) with affinities to cold temperate waters declined significantly over time while two (Puffin and Killer Whale) totally disappeared from the area during the study period. Meridional species with affinities to hotter waters increased in population size. Those medium-term demographic trends may reveal a regime shift for this part of the Atlantic Ocean. Most of the specific observed trends were highly correlated to the SBC index and not to the NAO. Between 40% and 60% of temporal variations in species abundance were explained by the multivariate SBC index suggesting that the whole marine ecosystem is strongly affected by a limited number of physical parameters revealed by the multivariate SBC index. Aside the statistical error of the field measurements, the remaining variation unexplained by the physical characteristics of the environment correspond to the impact of anthropogenic activities such overfishing and oil-spills. © 2007 Blackwell Publishing Ltd.","Article","Scopus",0.696468969733132,NA,NA,NA,NA,NA,200,NA
"177","2-s2.0-38349033155",219,219,"Sutton T.T., Porteiro F.M., Heino M., Byrkjedal I., Langhelle G., Anderson C.I.H., Horne J., Søiland H., Falkenhaug T., Godø O.R., Bergstad O.A.","7102027540;7801419205;7005292046;6701377051;6505970529;57194659663;7103005849;6507792207;6603266437;6701851477;6603868616;","Vertical structure, biomass and topographic association of deep-pelagic fishes in relation to a mid-ocean ridge system",2008,"Deep-Sea Research Part II: Topical Studies in Oceanography","10.1016/j.dsr2.2007.09.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38349033155&doi=10.1016%2fj.dsr2.2007.09.013&partnerID=40&md5=d99bad8d7317ebdb416a739faeb3ac07","The assemblage structure and vertical distribution of deep-pelagic fishes relative to a mid-ocean ridge system are described from an acoustic and discrete-depth trawling survey conducted as part of the international Census of Marine Life field project MAR-ECO 〈http://www.mar-eco.no〉. The 36-station, zig-zag survey along the northern Mid-Atlantic Ridge (MAR; Iceland to the Azores) covered the full depth range (0 to >3000 m), from the surface to near the bottom, using a combination of gear types to gain a more comprehensive understanding of the pelagic fauna. Abundance per volume of deep-pelagic fishes was highest in the epipelagic zone and within the benthic boundary layer (BBL; 0-200 m above the seafloor). Minimum fish abundance occurred at depths below 2300 m but above the BBL. Biomass per volume of deep-pelagic fishes over the MAR reached a maximum within the BBL, revealing a previously unknown topographic association of a bathypelagic fish assemblage with a mid-ocean ridge system. With the exception of the BBL, biomass per volume reached a water column maximum in the bathypelagic zone between 1500 and 2300 m. This stands in stark contrast to the general ""open-ocean"" paradigm that biomass decreases exponentially from the surface downwards. As much of the summit of the MAR extends into this depth layer, a likely explanation for this mid-water maximum is ridge association. Multivariate statistical analyses suggest that the dominant component of deep-pelagic fish biomass over the northern MAR was a wide-ranging bathypelagic assemblage that was remarkably consistent along the length of the ridge from Iceland to the Azores. Integrating these results with those of previous studies in oceanic ecosystems, there appears to be adequate evidence to conclude that special hydrodynamic and biotic features of mid-ocean ridge systems cause changes in the ecological structure of deep-pelagic fish assemblages relative to those at the same depths over abyssal plains. Lacking terrigenous input of allochthonous organic carbon, increased demersal fish diversity and biomass over the MAR relative to the abyssal plains may be maintained by increased bathypelagic food resources. The aggregation of bathypelagic fishes with MAR topographic features was primarily a large adult phenomenon. Considering the immense areal extent of mid-ocean ridge systems globally, this strategy may have significant trophic transfer and reproductive benefits for deep-pelagic fish populations. © 2007 Elsevier Ltd. All rights reserved.","Article","Scopus",0.583002427709079,NA,NA,NA,NA,NA,220,NA
"178","2-s2.0-38349070529",52,52,"Selkoe K.A., Vogel A., Gaines S.D.","8283926200;8283926000;35554794700;","Effects of ephemeral circulation on recruitment and connectivity of nearshore fish populations spanning Southern and Baja California",2007,"Marine Ecology Progress Series","10.3354/meps07157","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38349070529&doi=10.3354%2fmeps07157&partnerID=40&md5=9df65f65590b56a67b13b0022cab07f9","The California sheephead Semicossyphuspulcher and the kelp bass Paralabrax clathratus are members of a suite of nearshore reef species that have subtropical taxonomic affiliations and important fisheries in the Southern California Bight (SCB). This suite shows high interannual fluctuation in recruitment success in the SCB, with no known cause. One hypothesis gaining mention in management literature is the idea that recruitment booms in the SCB originate from larvae swept poleward from Mexico during El Niño flow-reversal events. If true, SCB stocks may be reliant on Mexican sources. We used 3 diverse sources of data to investigate the likelihood of El Niño-driven recruitment success and connectivity for S. pulcher and P. clathratus. Time series of larval abundance revealed that neither species shows synchrony with El Niño Southern Oscillation (ENSO) cycles that would suggest influx of Mexican larvae during El Niño flow reversals. P. clathratus age structure data show that recruitment strength is unrelated to ENSO cycles but correlates to spring sea surface temperature in the SCB, indicating that local environmental factors drive interannual variation in local production. Genetic analyses of 14 populations of P. clathratus with 7 microsatellite loci revealed distinct patterns of genetic structure in the SCB and Baja California that reflect localized connectivity patterns and contradict patterns that would be expected if dispersal primarily occurred during El Niño flow reversals. While these results support the importance of protecting local sources in the SCB, continued study of dispersal and recruitment at large scales will help characterize the causes of interannual variation and the exact scale of cross-border connectivity. © Inter-Research 2007.","Article","Scopus",0.521835759777824,NA,NA,NA,NA,NA,53,NA
"179","2-s2.0-42249087307",0,0,"Anderson C.N.K., Hsieh C.-H., Sandin S.A., Hewitt R., Hollowed A., Beddington J., May R.M., Sugihara G.","55453373000;26643124700;6602623660;7102286548;6603577655;7003349616;7202929369;7005912152;","Why fishing magnifies fluctuations in fish abundance",2008,"Nature","10.1038/nature06851","https://www.scopus.com/inward/record.uri?eid=2-s2.0-42249087307&doi=10.1038%2fnature06851&partnerID=40&md5=0421dc3d4da2477ddf175e0849c2e41b","It is now clear that fished populations can fluctuate more than unharvested stocks. However, it is not clear why. Here we distinguish among three major competing mechanisms for this phenomenon, by using the 50-year California Cooperative Oceanic Fisheries Investigations (CalCOFI) larval fish record. First, variable fishing pressure directly increases variability in exploited populations. Second, commercial fishing can decrease the average body size and age of a stock, causing the truncated population to track environmental fluctuations directly. Third, age-truncated or juvenescent populations have increasingly unstable population dynamics because of changing demographic parameters such as intrinsic growth rates. We find no evidence for the first hypothesis, limited evidence for the second and strong evidence for the third. Therefore, in California Current fisheries, increased temporal variability in the population does not arise from variable exploitation, nor does it reflect direct environmental tracking. More fundamentally, it arises from increased instability in dynamics. This finding has implications for resource management as an empirical example of how selective harvesting can alter the basic dynamics of exploited populations, and lead to unstable booms and busts that can precede systematic declines in stock levels. ©2008 Nature Publishing Group.","Article","Scopus",0.73524031294097,"?",NA,"larval record",5,NA,1,NA
"180","2-s2.0-42249110519",48,48,"Stenseth N.Chr., Rouyer T.","16040160500;24073314700;","Ecology: Destabilized fish stocks",2008,"Nature","10.1038/452825a","https://www.scopus.com/inward/record.uri?eid=2-s2.0-42249110519&doi=10.1038%2f452825a&partnerID=40&md5=0d107a6f1f8ef477699aa94d88ec7481","Fishing of natural populations increases the variability of fish abundance. A unique data set from the southern California Current has allowed an evaluation of three hypotheses for why that should be so. ©2008 Nature Publishing Group.","Short Survey","Scopus",0.607131357124888,NA,NA,NA,NA,NA,49,NA
"181","2-s2.0-42449133672",311,311,"Yonezaki S., Kiyota M., Baba N.","16026173600;11141639400;7202291121;","Decadal changes in the diet of northern fur seal (Callorhinus ursinus) migrating off the Pacific coast of northeastern Japan",2008,"Fisheries Oceanography","10.1111/j.1365-2419.2008.00475.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-42449133672&doi=10.1111%2fj.1365-2419.2008.00475.x&partnerID=40&md5=c809bd878a64573bdec0a07176173d57","Decadal changes in northern fur seal (Callorhinus ursinus) diet were examined based on the stomach contents data collected off the Pacific coast of northeastern Japan from January to April, 1953-1988. Seventeen families of fish and seven families of squid were identified from the stomach contents. Dominant prey species in terms of percentage of occurrence and wet weight were Japanese sardine (Sardinops melanostictus), chub mackerel (Scomber japonicus), and myctophid fishes. Demersal fishes, sparkling enope squid (Watasenia scintillans), and oceanic squids were also preyed on at low incidences. Decadal-scale diet composition of northern fur seals revealed shifts in the significance of Japanese sardine and chub mackerel in parallel with the decadal alternation in the dominance of these species within the pelagic fish community off the Pacific coast of northeastern Japan. These results suggest that northern fur seals can use a variety of prey resources in this wintering area by switching the diet according to the distribution and abundance of prey species. © 2008 The Authors.","Article","Scopus",0.63393450114347,NA,NA,NA,NA,NA,312,NA
"182","2-s2.0-42649136197",212,212,"Manent P., Abella-Gutiérrez J.","15822231100;15821808700;","Preliminary icthyofauna catalogue associated to differents habitats from shallow and protected bay on the marine reserve of the north of Menorca, western Mediterranean [Catálogo preliminar de la ictiofauna asociada a diferentes hábitats de una bahía somera y protegida en la Reserva Marina del Norte de Menorca, Mediterranáneo occidental]",2005,"Bolleti de la Societat d'Historia Natural de les Balears",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-42649136197&partnerID=40&md5=58453e03acb95d5d3971b8773f006c08","48 trawls with a gànguil were made to faithfully know the representativeness the populations of recruits, the bentic, and criptic species with the purpose of making a preliminary catalogue of ictiofauna from Fornells bay, considering the following meadows: Posidonia oceanica, pure Cymodocea nodosa, mixed C. nodosa and mud. The obtained captures suggested an own fish assemblage of the seagrasses studied, formed mainly by species of Labridae, Serranidae, Sygnathidae and Scorpaenidae; that they depend on the seagrass as food source and refuge. The substrate with vegetation mainly presented a greater diversity of species and a greater abundance than bare substrate. Therefore, the main ecological value of the bay is in its seagrasses. Consequently, Fornells bay, understood as zone of young and recruitment of numerous fish species, it plays a very important role so that the Reserve of the North of Menorca is effective.","Article","Scopus",0.631450467347699,NA,NA,NA,NA,NA,213,NA
