"","EID","X__1","Unnamed: 0","Authors","Author(s) ID","Title","Year","Source title","DOI","Link","Abstract","Document Type","Source","p","Relevance_std","Relevance_ranked","X__2","Timespan_std","Timespan_ranked","Scopus_index","Present_in_training_docs"
"28","2-s2.0-80051599328",26,26,"Cappelle J., Girard O., Fofana B., Gaidet N., Gilbert M.","24449355500;36489554900;36489580100;20435649600;7202762478;","Ecological modeling of the spatial distribution of wild waterbirds to identify the main areas where avian influenza viruses are circulating in the Inner Niger Delta, Mali",2010,"EcoHealth","10.1007/s10393-010-0347-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051599328&doi=10.1007%2fs10393-010-0347-5&partnerID=40&md5=1b7b454e9924eef940d9c085f393c7b7","Predicting areas of disease emergence when no epidemiological data is available is essential for the implementation of efficient surveillance programs. The Inner Niger Delta (IND) in Mali is a major African wetland where >1 million Palearctic and African waterbirds congregate. Waterbirds are the main reservoir of Avian Influenza Viruses (AIV). Our objective was to model their spatial distribution in order to predict where these viruses would be more likely to circulate. We developed a generalized linear model (GLM) and a boosted regression trees (BRT) model based on total aerial bird counts taken in winter over 6 years. We used remotely sensed environmental variables with a high temporal resolution (10 days) to predict the spatial distribution of four waterbird groups. The predicted waterbird abundances were weighted with an epidemiological indicator based on the prevalence of low pathogenic AIV reported in the literature. The BRT model had the best predictive power and allowed prediction of the high variability of waterbird distribution. Years with low flood levels showed areas with a higher risk of circulation and had better spatial distribution predictions. Each year, the model identified a few areas with a higher risk of AIV circulation. This model can be applied every 10 days to evaluate the risk of AIV emergence in wild waterbirds. By taking into account the IND's ecological variability, it allows better targeting of areas considered for surveillance. This could enhance the control of emerging diseases at a local and regional scale, especially when resources available for surveillance programs are scarce. © 2010 International Association for Ecology and Health.","Article","Scopus",0.413917252563156,NA,NA,NA,NA,NA,27,NA
"29","2-s2.0-80051769468",0,0,"Onmuş O., Siki M.","8357984500;6507453873;","Shorebirds in the Gediz Delta (İzmir, Turkey): Breeding and wintering abundances, distributions, and seasonal occurrences [Gediz Deltasi{dotless}'nda (İzmir-Türkiye) üreyen ve ki{dotless}şlayan Ki{dotless}yi{dotless} Kuşlari{dotless}ni{dotless}n (Yaǧmurcunlar) populasyon büyüklükleri, daǧi{dotless}li{dotless}mlari{dotless} ve mevsimsel deǧişimleri]",2011,"Turkish Journal of Zoology","10.3906/zoo-1002-14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051769468&doi=10.3906%2fzoo-1002-14&partnerID=40&md5=3f829cdb0734ee69dd9e84a994fbcc93","The present study describes breeding and wintering abundances, distributions, and seasonal occurrences of shorebirds (waders) in the Gediz Delta (İzmir-Turkey). Breeding abundance and distribution, and wintering abundance data were collected by carrying out breeding bird surveys in 2002 and 2006, and waterbird censuses between 1990 and 2007, respectively. Seasonal occurrences were determined using 432 different observations corresponding to 5043 different records between 1990 and 2007. Thirty-eight wader species were observed with a weekly average of 22.5 ± 4.0. Breeding evidence was obtained for 9 species in 2002 and 8 species in 2006. Average number of waders identified during yearly mid-winter waterbird census was 8731 ± 2530, corresponding to 42.2 ± 25.9% of the whole wintering wader population in Turkey. During the present study 11 species were encountered in internationally significant numbers. The Gediz Delta is one of the key sites in the Western Palearctic region for breeding, wintering, and migrating waders. © TÜBİTAK.","Article","Scopus",0.805797588861938,"1","1",NA,5,10,1,NA
"30","2-s2.0-84866437055",13,13,"Hulme M.F., Cresswell W.","54779813200;7003354067;","Density and behaviour of Whinchats Saxicola rubetra on African farmland suggest that winter habitat conditions do not limit European breeding populations",2012,"Ibis","10.1111/j.1474-919X.2012.01258.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866437055&doi=10.1111%2fj.1474-919X.2012.01258.x&partnerID=40&md5=f4f926e042ddb554721a546194b70060","The Whinchat Saxicola rubetra is an Afro-Palaearctic migrant undergoing widespread population decline. Whinchats winter in West Africa but there are almost no data on their habitat use and behaviour there that may help to explain the cause of this decline. We measured the density of Whinchats, the habitat characteristics associated with their occurrence on farmland, and the relationships between behavioural and habitat variation on farmland around Jos, central Nigeria, over three winters. Whinchats occurred in many fields harvested in the dry season, the density at three sites varying from 0.03 to 0.43 birds/ha, but they were absent at a fourth site. Whinchats were less likely to be found in farmland without particular crops (e.g. structural stem crops such as maize and millet), with more trees, lower amounts of short vegetation (grass, weeds, crops and crop stubble less than 10 cm in height), and higher amounts of medium vegetation (coverage of vegetation 10-100 cm in height) and litter (dead, unburned, vegetation on the ground). Whinchat abundance in areas of farmland where they were present was independent of most variables considered, but density was higher where there was more short vegetation cover. Foraging behaviour did not vary significantly between farmland habitats. All predictors were consistent between season, years and across sites. The presence/absence model was very poor at predicting presence and there were no strong predictors of abundance or foraging variation. This is consistent with a species well below carrying capacity within its environment so that many suitable areas do not have birds present and there is little aggregation at better sites. Overall, Whinchats were abundant and appeared to have plentiful habitat; densities have probably increased alongside the intensification of agriculture (presence of fallow farmland, short vegetation and structural crops). The results suggest that West African farmland in the dry season can support large numbers of Whinchats and that recent population declines in Europe are unlikely to be caused primarily by lack of suitable wintering habitat. © 2012 The Authors Ibis © 2012 British Ornithologists' Union.","Article","Scopus",0.774588737819955,"1","1",NA,10,10,14,NA
"31","2-s2.0-84867730412",42,42,"Kruckenberg H., Kondratyev A., Zöckler C., Zaynagutdinova E., Mooij J.H.","56058125100;8623099700;56070905000;55419638200;57198234488;","Breeding waders on Kolguev Island, Barents Sea, N Russia, 2006-2008",2012,"Wader Study Group Bulletin",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867730412&partnerID=40&md5=ed4138b0922354bb29b095b658b34b25","Kolguev Island in the Barents Sea, N Russia, has no rodents; as a consequence it has a relatively small predator population, which is most beneficial to the breeding success of birds. As a consequence it is an area of outstanding importance for waders, not only in the Western Palearctic but also across the entire Arctic region. Until recently, knowledge of the breeding birds of Kolguev was limited to the results of a small number of ornithological expeditions that took place mostly in the early 1900s. During the three summers 2006-2008, a Russian-German team undertook a series of expeditions to investigate the bird populations of the entire island. Here we present the results of these expeditions in respect the breeding status, abundance, distribution and population trends of waders, and report on some aspects of their breeding biology. We found 15 breeding wader species of which Dunlin Calidris alpina, Common Snipe Gallinago gallinago and Ruddy Turnstone Arenaria interpres showed a decline between 1994-1995 and 2006-2008 while numbers of Grey Plovers Pluvialis squatarola appeared to be stable. In contrast Eurasian Golden Plovers P. apricaria which were rare in 1994 are now breeding regularly. Eurasian Oystercatcher Haematopus ostralegus, Jack Snipe Lymnocryptes minimus and Eurasian Dotterel Eudromias morinellus were confirmed as breeding species, but these might have been overlooked in earlier years. For several species we discuss trends on Kolguev in the context of trends in the Wadden Sea and elsewhere.","Article","Scopus",0.813514688121218,NA,"1",NA,NA,5,43,NA
"32","2-s2.0-84872605345",22,22,"Özkan K., Svenning J.-C., Jeppesen E.","57197932745;55010991900;7005087752;","Environmental species sorting dominates forest-bird community assembly across scales",2013,"Journal of Animal Ecology","10.1111/j.1365-2656.2012.02019.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872605345&doi=10.1111%2fj.1365-2656.2012.02019.x&partnerID=40&md5=7436e2e0a9dbff751788182b8cfda027","Environmental species sorting and dispersal are seen as key factors in community assembly, but their relative importance and scale dependence remain uncertain, as the extent to which communities are consistently assembled throughout their biomes. To address these issues, we analysed bird metacommunity structure in a 1200-km2 forested landscape (Istranca Forests) in Turkish Thrace at the margin of the Western Palaearctic (WP) temperate-forest biome. First, we used spatial regressions and Mantel tests to assess the relative importance of environmental and spatial factors as drivers of local species richness and composition within the metacommunity. Second, we analysed species' abundance-occupancy relationship across the metacommunity and used null models to assess whether occupancy is determined by species' environmental niches. Third, we used generalized linear models to test for links between species' metacommunity-wide occupancy and their broader WP regional populations and assessed whether these links are consistent with environmental species sorting. There was strong environmental control on local species richness and composition patterns within the metacommunity, but non-environmental spatial factors had also an important joint role. Null model analyses on randomized communities showed that species' occupancy across the metacommunity was strongly determined by species' environmental niches, with occupancy being related to niche position marginality. Species' metacommunity-wide occupancy correlated with their local abundance as well as with their range size and total abundance for the whole WP, suggesting that the same assembly mechanisms act consistently across local to regional scales. A species specialization index that was estimated by bird species' habitat use across France, incorporating both niche position and breadth, was significantly related to species' occupancy and abundance at both metacommunity and WP regional scales. Hence, the same niche-related assembly mechanisms appear to act consistently across the WP region. Overall, our results suggest that the structure of the Istranca Forest' bird metacommunity was predominantly controlled by environmental species sorting in a manner consistent with the broader WP region. However, variability in local community structure was also linked to purely spatial factors, albeit more weakly. © 2012 The Authors. Journal of Animal Ecology © 2012 British Ecological Society.","Article","Scopus",0.373192606536053,NA,NA,NA,NA,NA,23,NA
"33","2-s2.0-84879849271",33,33,"Clouet M., Barrau C.","7004024835;6602366097;","Population status of raptors in Djibouti (Northeastern Africa) [Rapaces de Djibouti: Esquisse du peuplement]",2013,"Alauda",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879849271&partnerID=40&md5=5302fe2a8d1ab231f00e2ea81901e01d","Surveys were conducted during dry seasons (2011-2013) in three main mountain ranges (Goda and Aser-Log, Grand Gamarré) and along a transect in the neighbouring Ethiopian plateau (up to Harar). Global richness and abundance were low and increased from Djibouti to the Ethiopian plateau. A breeding colony of Rüppel's Vulture were found on the Gamarré plateau which may thus be considered as an important bird area. Among the sixteen raptor species recorded in Djibouti, only Egyptian Vulture and Bonelli's Eagle reached high densities in some restricted areas. Bonelli's Eagle as a top predator and only Palearctic species should be considered as a flag species of the regional avifauna.","Review","Scopus",0.695317355595339,NA,NA,NA,NA,NA,34,NA
"34","2-s2.0-84880062080",30,30,"Buij R., Croes B.M., Komdeur J.","6507324665;15845229100;7007129997;","Biogeographical and anthropogenic determinants of landscape-scale patterns of raptors in West African savannas",2013,"Biodiversity and Conservation","10.1007/s10531-013-0498-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880062080&doi=10.1007%2fs10531-013-0498-0&partnerID=40&md5=646ade8f3bc34281ab7185a27d9dd35a","Strong raptor population declines have recently been reported in sub-Saharan West Africa, where the pressure on wildlife and their supporting habitats is particularly high. This makes it imperative to understand the role of land-use on landscape-scale patterns of raptors and to define priority areas for conservation. We examine landscape-scale community patterns of raptors in biogeographical zones with different degrees of anthropogenic land-use and assess the role of protected areas in maintaining such patterns. We recorded raptors along road transects in Cameroon's savannas, covering four years and 7,340-7,700 km in wet and dry seasons, in three biogeographical zones: the relatively well-preserved Inundation and Guinea zones to the north and south of the heavily exploited Sudan zone. The Inundation zone had the largest species pool and Palearctic raptor richness and abundance. The Guinea zone had the largest Afrotropical raptor species pool, while raptor diversity and richness were higher there than in the Sudan zone. The abundance of only one species (Fox Kestrel) peaked in the Sudan zone and only one large-bodied raptor (Hooded Vulture) with a Sudan-centered distribution was more common there than in the other zones. Our results suggest that land-use as determined by protected areas and human exploitation may override the role of biogeographical zonation in shaping raptor assemblages. Comparable patterns of raptor richness and diversity inside and outside protected areas suggest that both protected areas and partly cultivated peripheral zones act as important foraging and source areas, ensuring the preservation of diverse raptor assemblages at the landscape scale. Finally, our data illustrate the comparatively high richness of Cameroon's and West Africa's savanna raptor communities on a continental and global scale, underlining their importance for raptor conservation. © 2013 Springer Science+Business Media Dordrecht.","Article","Scopus",0.531052473880962,NA,NA,NA,NA,NA,31,NA
"35","2-s2.0-84880132206",16,16,"Morrison C.A., Robinson R.A., Clark J.A., Risely K., Gill J.A.","36176283500;7403880221;7407829162;10038900500;7401976210;","Recent population declines in Afro-Palaearctic migratory birds: The influence of breeding and non-breeding seasons",2013,"Diversity and Distributions","10.1111/ddi.12084","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880132206&doi=10.1111%2fddi.12084&partnerID=40&md5=d1b3802ac6811bd35a5586a2331186ae","Aim: Recent, rapid population declines in many Afro-Palaearctic migratory bird species have focussed attention on changing conditions within Africa. However, processes influencing population change can operate throughout the annual cycle and throughout migratory ranges. Here, we explore the evidence for impacts of breeding and non-breeding conditions on population trends of British breeding birds of varying migratory status and wintering ecology. Location: Great Britain (England & Scotland). Methods: Within- and between-species variation in population trends is quantified for 46 bird species with differing migration strategies. Results: Between 1994 and 2007, rates of population change in Scotland and England differed significantly for 19 resident and 15 long-distance migrant species, but were similar for 12 short-distance migrant species. Of the six long-distance migrant species that winter in the arid zone of Africa, five are increasing in abundance throughout Britain. In contrast, the seven species wintering in the humid zone of Africa are all declining in England, but five of these are increasing in Scotland. Consequently, populations of both arid and humid zone species are increasing significantly faster in Scotland than England, and only the English breeding populations of species wintering in the humid zone are declining. Main conclusions: Population declines in long-distance migrants, especially those wintering in the humid zone, but not residents or short-distance migrants suggest an influence of non-breeding season conditions on population trends. However, the consistently less favourable population trends in England than Scotland of long-distance migrant and resident species strongly suggest that variation in the quality of breeding grounds is influencing recent population changes. The declines in humid zone species in England, but not Scotland, may result from poorer breeding conditions in England exacerbating the impacts of non-breeding conditions or the costs associated with a longer migration, while better conditions in Scotland may be buffering these impacts. © 2013 John Wiley & Sons Ltd.","Article","Scopus",0.81808939910071,"1","1",NA,15,5,17,NA
"36","2-s2.0-84897960320",49,49,"Li J.J., Han L.X., Cao H.F., Tian Y., Peng B.Y., Wang B., Hu H.J.","55752560400;56107986700;56107891800;56082323700;55752169700;55751968600;8608254200;","[The fauna and vertical distribution of birds in Mount Qomolangma National Nature Reserve].",2013,"Dong wu xue yan jiu = Zoological research / ""Dong wu xue yan jiu"" bian ji wei yuan hui bian ji",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897960320&partnerID=40&md5=1a4d2f03d8920b662ef6a3a85bf47bc9","From October 2010 to October 2012 (total 126 days), we used the line transect method combined with interviews applied during seven individual surveys to explore the bird resources of Qomolangma National Nature Reserve (QNNR). Based on the historical records and the present results, a total of 390 bird species belonging to 62 families and 18 orders, had been confirmed. Our results indicated that QNNR plays a vital and unique role in bird species preservation and scientific study, especially for endemic and endangered species. Species richness of both the Palearctic and Oriental realms were different, there was no overall significant difference (164 and 178, respectively). Species differences between the northern and southern slope of QNNR were especially remarkable. The northern slope was characterized with enriched endemic plateau species over small total number of bird species the southern flank held an abundance of bird species with complex composition. Moreover, on the southern slope, the peak of breeding birds richness occurred at 2,500~3,100 m a.s.l., supporting the mid-domain effect hypothesis. Meanwhile, as elevation increased, the richness of Oriental species decreased while that of Palearctic species increased. The percentages of Oriental and Palearctic species were similar at 3,100~4,000 m a.s.l.. Accordingly, we estimated that the boundary of Oriental realm and Palearctic realm was at 3,100~4,000 m a.s.l., and the species invasion from Palearctic to Oriental realm was more obvious. Perhaps most significantly, the specific distribution species along the vertical gradients also indicated their corresponding adaptation strategies.","Article","Scopus",0.605984249863716,NA,NA,NA,NA,NA,50,NA
"37","2-s2.0-84904707854",39,39,"De La Hera I., GóMez J., Andrés T., González-Ocio P., SalmóN P., Salvador M., Unanue A., Zufiaur F., Onrubia A.","56287288800;56288045000;56288133700;56287252000;55764147100;56288262100;56287915700;56287446900;36802539900;","Inferring the migratory status of woodland birds using ringing data: The case of a constant-effort site located in the iberian highlands",2014,"Ardeola","10.13157/aria.61.1.2014.77","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904707854&doi=10.13157%2faria.61.1.2014.77&partnerID=40&md5=1a435067ce7f184f26b10e9c0612f561","Understanding the spatiotemporal distribution of birds is crucial for effective manage-ment and conservation of their populations. However, we still have only limited knowledge not only of the wintering destinations of many Iberian breeding migrants but also of aspects as general as the mi-gratory behaviour of the populations of many common avian species that breed in the Iberian highlands. We used bird-ringing data to shed light on the migratory status (migratory, partially-migratory or seden-tary) of the breeding populations of 13 common species occurring year-round in a woodland located on an Iberian plateau (Garaio,Araba, Spain; 574 m.a.s.l.), where ringing activities have been carried out over the last 20 years. To assess the extent to which birds breeding on this site remain in the area during winter and/or are replaced by conspecifics coming from other areas, we analysed: (1) changes in relative abundance of birds between summer and winter, (2) the frequency of sedentary individuals (birds captured both in summer and winter period in the study area) in relation to the number of indi-viduals captured only in summer (summer visitors) or in winter (wintering birds), and (3) variation in wing length among summer, wintering and sedentary birds. Our results revealed great variation among species in the intensity of migratory behaviour, and a general arrival of foreign conspecifics during the winter for most of the species studied. Likewise, our study represents an illustrative example of how long-term ringing can be used to shed light on the migratory status of bird populations.","Article","Scopus",0.829280786801434,NA,"1","Indicates ringing data from 20 years and mentions changes in relative abundance between seasons, corrected ranked to 1",NA,5,40,NA
"38","2-s2.0-84905243565",6,6,"Burnham K.K., Sinnett D.R., Johnson J.A., Burnham J.L., Baroch J.A., Konkel B.W.","17343683000;56585589600;55645900300;57201251820;44161031600;55597480900;","New species records and changes in abundance of waterfowl in northwest Greenland",2014,"Polar Biology","10.1007/s00300-014-1520-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905243565&doi=10.1007%2fs00300-014-1520-z&partnerID=40&md5=16cd6a6ab5d63784a84e31a70f95f309","Breeding populations of Nearctic and Palearctic waterfowl have undergone significant changes in abundance and distribution over the past 50 years. The Avanersuaq District in northwest Greenland is home to an assemblage of waterfowl from both geographic areas; however, minimal historic or current information is available on species abundance. In 2008 and 2009, we conducted field surveys in Greenland from 76.00° to 77.35°N for breeding and non-breeding waterfowl and have collected anecdotal field notes of avian observations over a 20-year period (1993-2012). During these periods, we documented the first observation of a Ross's goose (Chen rossii) and the first confirmed breeding by lesser snow geese (Chen caerulescens caerulescens) in Greenland. Northern pintails (Anas acuta) were observed for the first time in northwest Greenland, and a previously unknown breeding location for brent geese (Branta bernicla hrota) was also identified. Local populations of greater snow (C. c.) and Canada geese (B. canadensis) have increased in size. The Booth Sound and Drown Bay wetland areas and many islands throughout the Avanersuaq District were identified as critical habitat for both breeding and non-breeding waterfowl. Further increases in waterfowl abundance, including more frequent rare and new visitors, are likely in the study area as breeding populations further south continue to increase and an ameliorating climate allows for a longer breeding season. These results will prove useful as a baseline for comparisons with future surveys. © 2014 Springer-Verlag Berlin Heidelberg.","Article","Scopus",0.81929198361741,"1","1","Field surveys from 2 years, rest is anecdotal",10,5,7,NA
"39","2-s2.0-84954453022",48,48,"Moreno-Opo R., Belamendia G., Vera P., Onrubia A., Monteagudo A., De La Puente J.","15755863800;55279838600;36802774300;36802539900;54684741200;7003400963;","Differential migration in the common chiffchaff Phylloscopus Collybita: Sub-saharan wintering grounds host more adults and females as well as birds of larger size and better physical condition",2015,"Ardeola","10.13157/arla.62.2.2015.237","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954453022&doi=10.13157%2farla.62.2.2015.237&partnerID=40&md5=15504fd8f048aec722efb3aa1e4c6c83","Avian migration strategies may include intra-specific variations, also known as differential migration. These migratory adaptations between conspecifics are particularly important given their implications for population dynamics. We aimed to examine the differential migration pattern as a function of age and sex, and whether this pattern also determines body morphology, in a passerine whose migration strategy includes movements to both pre-and sub-Saharan wintering areas. Thus, 1,100 common chiffchaffs Phylloscopus collybita were sampled during 2009-2012 at eight wintering locations within the Palearctic and Afrotropical regions. Biometric and body condition variables were studied for their relationship to geographical, climatic and productivity indexes. A higher proportion of adults and females were observed at lower latitudes. Common chiffichaffs were larger and in better body condition in sub-Saharan areas, coinciding with greater plant productivity and less annual rainfall. The selection of the southernmost areas by adults may be related to fidelity to more favourable sites. Southern and coastal locations offer better conditions for chiffichaffs, despite the challenges involved in crossing the Sahara Desert. Moreover, the greater skills of adults in finding abundant food resources may also drive greater relative abundance south of the Sahara. Greater body mass and fat deposits in birds wintering in sub-Saharan areas reflect higher resource availability and may imply that the birds are in better physical condition.","Article","Scopus",0.564258513250798,NA,NA,NA,NA,NA,49,NA
"40","2-s2.0-84976311625",21,21,"Xenophontos M., Cresswell W.","22942733900;7003354067;","Reproductive success and productivity of the Cyprus Wheatear Oenanthe cypriaca, a migratory, island endemic",2016,"Journal of Ornithology","10.1007/s10336-015-1322-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976311625&doi=10.1007%2fs10336-015-1322-2&partnerID=40&md5=c2f7319c724e0b370068cece9f352212","Population dynamics of annually breeding bird species depend crucially on productivity, and so this variation can help us understand the causes of declines in migrant birds. We investigated variation in annual productivity 2010–2012 in the Cyprus Wheatear Oenanthe cypriaca, a small endemic migrant passerine at the National Forest Park (NFP) of Troodos. Clutch size for first nests was usually five, although 0.40 eggs lower in 2011. Nest survival did not vary with year, nesting attempt, or clutch initiation date, but was significantly higher in the chick (0.96; 0.88–0.98, 95 % CI) versus the egg stage (0.74; 0.62–0.83, 95 % CI). The number of chicks fledged from a successful nest varied with nest type—with first nests and second nests after failure being similar producing ~3–4.5 chicks dependent on year, and with second nests after success producing ~2 chicks, independent of year. There were only weak positive or negative effects of clutch initiation date dependent on year, controlling for nest type, and no effects of male age on productivity. After fledging, chicks had a >95 % chance of surviving the first month, but with a greater probability of one or rarely two chicks per brood dying if fledged later in the season. Renesting rate was significantly different in all years (26, 48, and 78 % renesting): 2010 had a much lower renesting rate after success with very few second broods (29 versus 76 % and 73 % in 2011 and 2012, respectively). Overall productivity per territory did not vary with year with 3.96 ± 0.09 SE chicks alive 1 month after fledging. Cyprus Wheatears showed several unusual breeding parameters including a highly variable renesting probability, high nestling, and very high fledgling survival, resulting in exceptionally high productivity. This may be because renesting is constrained by high mid-summer temperatures and low abundance of chick predators. © 2016, The Author(s).","Article","Scopus",0.803895282650493,"0","0","Focused on reproductive performance.",15,10,22,NA
"41","2-s2.0-84982166255",37,37,"Vaugoyeau M., Adriaensen F., Artemyev A., Bańbura J., Barba E., Biard C., Blondel J., Bouslama Z., Bouvier J.-C., Camprodon J., Cecere F., Charmantier A., Charter M., Cichoń M., Cusimano C., Czeszczewik D., Demeyrier V., Doligez B., Doutrelant C., Dubiec A., Eens M., Eeva T., Faivre B., Ferns P.N., Forsman J.T., García-del-Rey E., Goldshtein A., Goodenough A.E., Gosler A.G., Grégoire A., Gustafsson L., Harnist I., Hartley I.R., Heeb P., Hinsley S.A., Isenmann P., Jacob S., Juškaitis R., Korpimäki E., Krams I., Laaksonen T., Lambrechts M.M., Leclercq B., Lehikoinen E., Loukola O., Lundberg A., Mainwaring M.C., Mänd R., Massa B., Mazgajski T.D., Merino S., Mitrus C., Mönkkönen M., Morin X., Nager R.G., Nilsson J.-Å., Nilsson S.G., Norte A.C., Orell M., Perret P., Perrins C.M., Pimentel C.S., Pinxten R., Richner H., Robles H., Rytkönen S., Senar J.C., Seppänen J.T., Pascoal da Silva L., Slagsvold T., Solonen T., Sorace A., Stenning M.J., Tryjanowski P., von Numers M., Walankiewicz W., Møller A.P.","57076500300;57193801356;55406403500;6701619620;6701621428;15729293300;7005073989;6504580375;7102489576;24780397600;56108611300;6603297335;8528556400;7003608374;54082880300;6602570562;55507404000;6701847987;6701743822;9243383500;7006388652;7004517940;7005408323;6603775085;7003920700;8630621400;56108790100;24467758300;7004569732;7005917775;55522974900;57190671999;7004006087;6701335937;7004179208;6701521730;54408714000;7006126094;7006409967;6603751230;6701550476;7005569882;56108585000;6603901611;54882791700;7102210773;15845951400;6603777717;6701584550;6603338767;56225311500;6602690912;7004228151;6603401772;6701653819;35510293200;7403049417;8227229100;56268332300;7006606083;7003813581;15760888800;7003418014;57204280410;22956288000;7003479891;7003964349;8908774800;56108705900;7005437840;6603821962;6603856315;6508137800;35606442700;6603166677;6603617201;55574503700;","Interspecific variation in the relationship between clutch size, laying date and intensity of urbanization in four species of hole-nesting birds",2016,"Ecology and Evolution","10.1002/ece3.2335","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982166255&doi=10.1002%2fece3.2335&partnerID=40&md5=3ab2d9eaf6ffa2a1600b3bf1c54e8463","The increase in size of human populations in urban and agricultural areas has resulted in considerable habitat conversion globally. Such anthropogenic areas have specific environmental characteristics, which influence the physiology, life history, and population dynamics of plants and animals. For example, the date of bud burst is advanced in urban compared to nearby natural areas. In some birds, breeding success is determined by synchrony between timing of breeding and peak food abundance. Pertinently, caterpillars are an important food source for the nestlings of many bird species, and their abundance is influenced by environmental factors such as temperature and date of bud burst. Higher temperatures and advanced date of bud burst in urban areas could advance peak caterpillar abundance and thus affect breeding phenology of birds. In order to test whether laying date advance and clutch sizes decrease with the intensity of urbanization, we analyzed the timing of breeding and clutch size in relation to intensity of urbanization as a measure of human impact in 199 nest box plots across Europe, North Africa, and the Middle East (i.e., the Western Palearctic) for four species of hole-nesters: blue tits (Cyanistes caeruleus), great tits (Parus major), collared flycatchers (Ficedula albicollis), and pied flycatchers (Ficedula hypoleuca). Meanwhile, we estimated the intensity of urbanization as the density of buildings surrounding study plots measured on orthophotographs. For the four study species, the intensity of urbanization was not correlated with laying date. Clutch size in blue and great tits does not seem affected by the intensity of urbanization, while in collared and pied flycatchers it decreased with increasing intensity of urbanization. This is the first large-scale study showing a species-specific major correlation between intensity of urbanization and the ecology of breeding. The underlying mechanisms for the relationships between life history and urbanization remain to be determined. We propose that effects of food abundance or quality, temperature, noise, pollution, or disturbance by humans may on their own or in combination affect laying date and/or clutch size. © 2016 The Authors. Ecology and Evolution published by John Wiley & Sons Ltd.","Article","Scopus",0.561921536807314,NA,NA,NA,NA,NA,38,NA
"42","2-s2.0-84990207672",45,45,"Hamza F., Hammouda A., Selmi S.","56258069700;54683977100;6701527954;","Wintering waterbird assemblages in the central part of the Gulf of Gabès in southern Tunisia",2016,"Ostrich","10.2989/00306525.2016.1207721","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990207672&doi=10.2989%2f00306525.2016.1207721&partnerID=40&md5=ec57c6150043e7930d8661eeb6188c4f","Although the Gulf of Gabès is recognised as an Important Bird Area, several aspects of the ecology of waterbirds inhabiting this area still need to be investigated. We observed how waterbird foraging guilds varied among habitats. In total, 49 species belonging to 16 families were recorded. Winter visitors accounted for 73% of counts. The avifauna was dominated by shorebirds (52% of records), followed by large wading birds (25%), open-water birds (18%) and waterfowl (5%). However, the structure of local waterbird communities and their composition in terms of foraging guilds varied according to habitat type. The bird communities of sandy beaches were dominated by open-water birds, whereas large mudflats were dominated by shorebirds, and wadi estuaries showed a more even representation of foraging guilds. Locally rare species had narrow distributions, whereas locally abundant species were found widely within the gulf. For four species the 1% population level criterion of the Ramsar Convention was exceeded. Overall, our results show that the Gulf of Gabès hosts important numbers of waterbirds with different ecological requirements, which confirms the importance of this gulf as a wintering area for Palearctic waterbirds. © 2016 NISC (Pty) Ltd.","Article","Scopus",0.619123967034003,NA,NA,NA,NA,NA,46,NA
