,EID,X__1,Unnamed: 0,Authors,Author(s) ID,Title,Year,Source title,DOI,Link,Abstract,Document Type,Source,p,Relevance_std,Relevance_ranked,X__2,Timespan_std,Timespan_ranked,Relevance_ranked_mod,Timespan_ranked_mod,Scopus_index,Present_in_training_docs
9,2-s2.0-0031758598,34,34,"Rodewald P.G., Smith K.G.",6602242680;57203272916;,Short-term effects of understory and overstory management on breeding birds in Arkansas oak-hickory forests,1998,Journal of Wildlife Management,10.2307/3802007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031758598&doi=10.2307%2f3802007&partnerID=40&md5=194f6ed5b86753d72e17c00a8b2019b1,"Relatively little is known about the effects of uneven-aged forest management practices on eastern forest birds, despite the fact that such methods are now commonly practiced. In 1993-94, we studied the short-term effects of uneven-aged forest management on bird communities in oak-hickory forests of north western Arkansas. We estimated bird abundance in mature forests and on managed plots receiving either a heavy cutting of understory vegetation (understory treatment) or a combination of both understory cutting and selective cutting in the forest overstory (full treatment). Two nesting guilds and 7 of 14 species with adequate sample size showed significant treatment effects. Ovenbirds (Seiurus aurocapillus), worm-eating warblers (Helmitheros vermivorus), Acadian flycatchers (Empidonax virescens), and the understory-nesting guild were most abundant in mature forest. Indigo buntings (Passerina cyanea), white-breasted nuthatches (Sitta carolinensis), and eastern wood-pewees (Contopus virens) were more abundant on full treatment plots. Tufted titmice (Baeolophus bicolor) were most abundant on mature forest and understory treatment plots. The canopy-nesting guild was most abundant on understory and full treatment plots. Our results suggest that if removal of understory vegetation was practiced widely in the Arkansas Ozarks as part of uneven-aged management, populations of some ground- and shrub-nesting forest interior species of birds could be negatively affected, whereas a few forest canopy and edge species may respond positively. Future research on this type of uneven-aged management should examine effects of removing varying amounts of understory vegetation on both forest interior bird populations and forest regeneration.",Article,Scopus,0.581565446,NA,NA,NA,NA,NA,,,35,NA
37,2-s2.0-84966600828,2,2,"Ray J.D., Wallace M.C., McCaffrey R.E.",7402379023;7401942357;7102055089;,Avian use of black-tailed prairie dog colonies in shortgrass prairie,2015,Great Plains Research,10.1353/gpr.2015.0005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966600828&doi=10.1353%2fgpr.2015.0005&partnerID=40&md5=60ba302cd2a31b93415b4fff254943dd,"Downward trends in populations of many grassland bird species are of conservation concern. Declines in black-tailed prairie dog (Cynomys ludovicianus) populations result in loss of habitat for birds and other species associated with their colonies. We measured abundance, diversity, and species composition of avian communities on prairie dog colonies and noncolony sites in the Texas Panhandle. More resident species (P < 0.001) occurred on prairie dog colonies than on noncolony areas whereas, more nearctic-neoptropical migrants (P = 0.003) and nearctic-temperate migrants (P < 0.001) occurred on noncolony sites. Total avian abundance was greater (P < 0.001) on noncolony sites than at prairie dog colonies, and differed by season (P < 0.001). Barn swallows (Hirundo rustica), red-winged blackbirds (Agelaius phoeniceus), horned larks (Eremophila alpestris), and chipping sparrows (Spizella passerina) were more abundant on noncolony sites than on prairie dog colonies. Burrowing owl (Athene cunicularia), Cassin's sparrow (Peucaea cassinnii), and lark bunting (Calamospiza melanocorys) abundances were greater on prairie dog colonies. Vegetative alterations made by prairie dogs may not influence bird populations as much in these shortgrass prairies as has been reported in mixed-grass prairies. Copyright © 2015 by the Center for Great Plains Studies, University of Nebraska-Lincoln.",Article,Scopus,0.580366438,0,NA,NA,5,NA,,,3,NA
38,2-s2.0-84978974485,21,21,"Townsend J.M., Rimmer C.C., McFarland K.P., Goetz J.E.",14036496200;6701388227;7006764907;7005283887;,"Site-specific variation in food resources, sex ratios, and body condition of an overwintering migrant songbird",2012,Auk,10.1525/auk.2012.12043,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978974485&doi=10.1525%2fauk.2012.12043&partnerID=40&md5=773ea2b2f41ee8bd99baab7cd706075f,"Territorial social behavior of wintering Nearctic-Neotropic migrant songbirds places males and females in direct conflict over access to winter space and resources. Outcomes of this intersexual competition can vary by species and habitat, but information has been collected for only a small subset of migrant species. We investigated the available food resources, sex ratios, and body condition of territorial Bicknell's Thrushes (Catharus bicknelli) wintering in the Dominican Republic between 1999 and 2008 at two ecologically distinct wet-forest sites, one in high-elevation cloud forest and the other in mid-elevation rainforest. Arthropod abundance was greater in cloud forest habitat, which was occupied by proportionally more males, the larger-bodied sex (74% male). By contrast, both sexes occurred at parity in rainforest habitat (53% male), where soft-bodied fruit was the predominant dietary resource. Body condition of cloud forest males was comparable to that of rainforest males, but cloud forest females were in poorer body condition than rainforest females. Females at the cloud forest site may face a greater likelihood of agonistic interactions with larger-bodied males and the thermoregulatory demands of roosting in colder night temperatures (0-12°C). We suggest that there are sex-specific advantages of wintering in these two habitats and that both are critical to supporting the full demographic structure of Bicknell's Thrush populations. Rainforest habitats, which are highly vulnerable to agricultural development in the Dominican Republic, may be particularly important to female survival during the winter period. © The American Ornithologists' Union, 2012.",Article,Scopus,0.574590996,1,NA,NA,15,NA,,,22,NA
16,2-s2.0-0036765436,4,4,"Conner R.N., Shackelford C.E., Schaefer R.R., Saenz D., Rudolph D.C.",7102473311;7006665413;7202364579;7003784591;7101736082;,Avian community response to southern pine ecosystem restoration for Red-cockaded Woodpeckers,2002,Wilson Bulletin,10.1676/0043-5643(2002)114[0324:ACRTSP]2.0.CO;2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036765436&doi=10.1676%2f0043-5643%282002%29114%5b0324%3aACRTSP%5d2.0.CO%3b2&partnerID=40&md5=61d9bb2c59e5002d4dde8b3460ee9a53,"The effects of Red-cockaded Woodpecker (Picoides borealis) management on nontarget birds is not widely known. Intensive management for pine specialists such as the Red-cockaded Woodpecker may negatively impact both Nearctic-Neotropical and Temperate Zone migrants associated with hardwood vegetation. To evaluate possible positive and negative associations, we surveyed avian communities from 1995-1997 using point counts within managed Red-cockaded Woodpecker cavity tree clusters and mature forest control sites in longleaf pine (Pinus palustris) and loblolly (P. taeda)-shortleaf (P. echinata) pine habitats. In general, sites managed for Red-cockaded Woodpeckers supported more diverse and numerous bird populations than mature forest control sites. During the breeding season in loblolly-shortleaf and longleaf pine habitats, respectively, species richness was 47% and 23% greater, avian abundance was 57% and 65% greater, and bird species diversity was 25% and 21% greater within managed Red-cockaded Woodpecker cluster sites than within control sites. During winter, species richness and avian abundance each were 52% higher within managed Red-cockaded Woodpecker cluster sites than control sites in loblolly-shortleaf pine habitat.",Article,Scopus,0.572247251,1,NA,interventions,5,NA,,,5,NA
36,2-s2.0-84939221994,26,26,"O'Donnell S., Kumar A., Logan C.J.",7103100397;35783045500;23094621900;,Do nearctic migrant birds compete with residents at army ant raids? A geographic and seasonal analysis,2014,Wilson Journal of Ornithology,10.1676/13-109.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939221994&doi=10.1676%2f13-109.1&partnerID=40&md5=72650225c49562339240960a8cd161b2,"Army ant swarm raids in Neotropical montane forest are attended by diverse flocks of foraging birds that can include residents year-round and overwintering Nearctic migrants. We asked whether migrants and residents affect each other's ability to forage at army ant raids. We quantified variation in raid attendance by three guilds of birds: wintering migrants, regular and obligate raid attending residents (ant-following residents), and facultative raid attending residents. To test whether wintering migrants and residents were negatively associated at raids, we collected data on raid attendance in four adjacent life zones in the Tilarán Mountains of Costa Rica and in different seasons (when migrants were present and absent). We first compared the guilds' raid attendance among life zones. There was little geographic overlap of migrants and ant-following residents at raids, and raid attendance frequencies were strongly correlated with the estimated local abundances of these bird guilds in each life zone. We then analyzed resident bird flock size and species makeup in the life zones where migrants attended raids most often (Premontane and Lower Montane Wet forests). If migrants affected raid attendance by facultative resident birds, we expected resident numbers or species richness at raids to decrease with migrant presence. Resident flock size and species richness did not differ between times of year with and without migrants, and species identities differed little between seasons. Furthermore, resident flock composition in migrant presence season was similar at raids with and without migrants. We conclude migrants had no measurable effect on resident bird army ant exploitation. Migrants were smaller on average and less likely than residents to capture prey from the ground at raids. These body size and foraging substrate differences between residents and migrants may mitigate inter-guild competition for food at raids. © 2014 by the Wilson Ornithological Society.",Article,Scopus,0.563846102,NA,NA,NA,NA,NA,,,27,NA
14,2-s2.0-0035683927,0,0,Spielman A.,7102820879;,Structure and seasonality of nearctic Culex pipiens populations,2001,Annals of the New York Academy of Sciences,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035683927&partnerID=40&md5=3ec0ebe3943789a1488315af8c162213,"The abundance and structure of urban autogenous and anautogenous populations of Culex pipiens mosquitoes were documented systematically in Boston, MA, during three successive years. Autogenous larvae become abundant mainly in enclosed sites and anautogenous larvae in sites that provide free access and egress. Both populations begin to proliferate when the water temperature exceeds 15°C during June. Larval anautogenous mosquitoes increase in abundance 10-fold in two weeks and autogenous in three weeks. Although anautogenous larvae rapidly disappear after mid-August when winter diapause commences, the abundance of autogenous larvae continues to increase until mid-October. The forms generally are reproductively isolated in nature but occasionally hybridize during August and thereafter. Anautogenous females feed mainly on birds; autogenous females generally never feed on blood; and hybrid females appear to feed indiscriminately on avian or mammalian hosts. Such northern C. p. pipiens mosquitoes range as far south as 33°N. Taken together, these observations suggest that C. p. pipiens-borne pathogens may proliferate in the northern United States until mid-August and affect human hosts thereafter. Intensity of transmission decreases toward the south.",Conference Paper,Scopus,0.56042673,0,NA,NA,5,NA,,,1,NA
23,2-s2.0-53249140669,15,15,"González Oreja J.A., Bonache Regidor C., Buzo Franco D., De La Fuente Díaz Ordaz A.A., Hernández Satín L.",6602241088;25221400100;25221086400;25221188200;25221263300;,Ecological characterization of the avifauna of the urban parks of the City of Puebla (México) [Caracterización ecológica de la avifauna de los parques urbanos de la Ciudad de Puebla (México)],2007,Ardeola,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-53249140669&partnerID=40&md5=aa32c0b26e59051fbda13e8476775f70,"Aims: Urbanization can cause the disorganization of local biotas, especially in tropical, biodiversity-rich latitudes, although some native species can continue inhabiting urban green areas. The main purpose of this paper was to advance into the knowledge of the ecological features that allow those species to survive in urban environments and to identify which sets of characters enhance the risk of local extinction. Location: Puebla-Cholula Conurbation (PCC), in México, a developing country between the Nearctic and Neotropical Regions. Methods: First, 355 qualitative point counts (Echantillonnage Frecuentiels Progressifs) were performed in 21 green areas of the PCC to determine the regional distribution and local abundance of 51 species. Then, groups of species were formed through multivariate cluster analysis as a function of their similarity in distribution and abundance. Finally, bird species were characterized (body length, body mass, type of diet and migration status) and multivariate clusters were analyzed to look for differences between groups (through Kruskall-Wallis ANOVA), and also with the avifauna from evergreen oak forest communities described in the literature. Results: Regional distribution of great-tailed grackle, house finch and house sparrow were maximal, since they were found in all the 21 study areas; local abundances of these species, plus those of inca dove and rock dove, were also high (incidence > 50 %). Regional distribution of seven species (like acorn woodpecker, townsend's warbler or rose-breasted grosbeak) was minimal, since they were located in just one site; and six species exhibited very low local abundances (incidence < 5 %). Cluster analysis formed 3 groups. The abovementioned 5 species with the largest distribution and abundance were included in Group #1, typically urban: thus, the most common species, urban exploiters, were mainly granivorous, resident and had a body size larger than all the remaining species. Urban avoiders (Group #3: ""rare"" species, with a small regional distribution and local abundance) were mainly insectivorous, included resident, wintering and transient species, and had the smallest body size. Conclusions: Classification analysis formed three groups of species, similar to those described in the literature of developed countries in temperate latitudes. Ecological features of urban exploiters are not the same than those of ""rare"" species, neither than those of the bird fauna from natural forest communities. If urban growth keeps provoking the conversion of natural forest habitats into urban environments, green urban areas most likely could not maintain viable populations of many of these bird species.",Article,Scopus,0.544789559,0,NA,NA,10,NA,,,16,NA
28,2-s2.0-79957474771,19,19,"Carpenter J.P., Wang Y., Schweitzer C., Hamel P.B.",38361044300;36072381800;7004309262;7006780462;,Avian community and microhabitat associations of cerulean warblers in Alabama,2011,Wilson Journal of Ornithology,10.1676/10-038.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957474771&doi=10.1676%2f10-038.1&partnerID=40&md5=c16bde34c9d5d035decca9c190790f9a,"Cerulean Warblers (Dendroica cerulea) have experienced one of the highest population declines of any neotropical-Nearctic migratory species in North America. We performed point counts and habitat assessments in areas used and unused by Cerulean Warblers in northern Alabama during the 2005 and 2006 breeding seasons to examine their avian associations and identify microhabitat features that best explained their occurrence. We detected on average ∼50 Cerulean Warbler males (total) in three disjunct populations during each breeding season. Areas used by Cerulean Warblers were characterized by avian communities with significantly higher species richness, diversity, and abundance compared to areas where they were not detected. Correspondence analysis related Cerulean Warblers to inhabitants of riparian, bottomland deciduous forests (e.g., Kentucky Warbler [Oporornis formosus], Acadian Flycatcher [Empidonax virescens], and Northern Parula [Parula americana]) and two edge specialists (Blue-winged Warbler [Vermivora cyanoptera] and Indigo Bunting [Passerina cyanea]) suggesting Cerulean Warblers in our study areas may be tolerant of some habitat disturbance within an otherwise largely forested landscape. Information theoretic criteria and canonical correspondence analysis indicated Cerulean Warblers preferred bottomland forests containing tall (&gt; 29 m), large diameter, well-spaced (&gt; 27 m2/ha) deciduous trees with greater canopy cover (≥90%), closer (&lt; 20 m) canopy gaps, fewer snags (≤ 25/ha), and a moderately complex canopy structure. © 2011 by the Wilson Ornithological Society.",Article,Scopus,0.535554934,1,NA,NA,15,NA,,,20,NA
4,2-s2.0-0028984203,39,39,Keast A.,6603781432;,The nearctic-neotropical bird migration system,1995,Israel Journal of Zoology,10.1080/00212210.1995.10688814,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028984203&doi=10.1080%2f00212210.1995.10688814&partnerID=40&md5=d871b9a5ea394bffbc2517f7c27fe80a,"A review of the Nearctic-Neotropical migration system reveals that: (1) 90% of breeding land and fresh-water species in the sub-Arctic are migrants, 80% in southern Ontario, and 50-60% in Florida and Arizona. (2) Insectivorous Parulinae winter from 30°N to 10°S; seed-eating Emberizinae from 40° to 15°N; aerial feeding Tyrannidae and diurnal birds-of-prey trans-equatorially; and ducks from 50° to 5°N. (3) Co-occurrence of migrant species is facilitated by geographic and habitat allopatry, varying levels of ecological distinctness, sparse dispersal, and, sometimes, intraspecific spatial separation of sexes and age-groups. (4) Migrant-resident co-occurrence is facilitated by high proportions of the two belonging to different taxonomic and ecological groups and, within families, partial feeding zone and habitat segregation. All, however, draw on a common food pool. Too little is known about the winter food support base, differential habitat utilizations, species abundances, and biological needs, either to gauge whether interspecific competition has been a major evolutionary factor, or to differentially predict the efforts of future deleterious habitat change. In two appendixes, the Nearctic-Neotropical, Palearctic-African, and Asian migration systems are compared, and data pertaining to current population trends in Neotropical migrants are compiled. © 1995 Taylor & Francis Group, LLC.",Article,Scopus,0.535370733,NA,NA,NA,NA,NA,,,40,NA
2,2-s2.0-0000798006,33,33,"Poulin B., Lefebvre G.",7003681915;7102889628;,Dietary relationships of migrant and resident birds from a humid forest in central Panama,1996,Auk,10.2307/4088894,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000798006&doi=10.2307%2f4088894&partnerID=40&md5=6219540ef10facb7683e52b60e14e041,"This study reports on food selection by Nearctic migrants, especially thrushes (Catharus), wood-warblers (Oporornis, Seiurus, Wilsonia), and tyrant flycatchers (Empidonax) in a humid forest of central Panama. We attempt to determine how these migrants integrate into the resident bird community based on local food abundance and diet comparison between resident and migrant species. At our study site, migrants are most numerous during migration periods, especially in October when abundance of arthropods is low and fruits are plentiful. Migrants feed equally on fruits during both migrations, but overall depend more on an invertebrate diet. Actually, migrants feed extensively on a few invertebrate taxa that are mostly of two types: (1) small hard-bodied foliage-dwelling insects such as beetles and ants, which are of low nutritional value; and (2) invertebrates well known for producing distasteful or toxic chemicals, such as nonflying termites, millipedes, and centipedes. In contrast, the resident species feed more extensively on invertebrates of higher nutritional value (spiders, insect pupae, alate ants) and on large prey that are plentiful at tropical latitudes (orthopterans, lizards). Dietary relationships among species show that diet of migrants overlap little with that of resident species, even those with which they share a similar foraging substrate. However, unlike residents, migrants belonging to the same foraging guild have a highly similar diet. These results suggest that past competitive interactions between migrants and residents were more important than the ones among migratory species in determining food - selection by migrants. Whether the resulting high potential for competition among migrants is related to the short stay of most species at our study site or is a characteristic of several migrant populations at tropical latitudes needs further investigation.",Article,Scopus,0.526792037,NA,NA,NA,NA,NA,,,34,NA
32,2-s2.0-84900334304,36,36,"Wolfe J.D., Johnson M.D., Ralph C.J.",26435643200;55547121943;7005600533;,Do birds select habitat or food resources? Nearctic-neotropic migrants in northeastern Costa Rica,2014,PLoS ONE,10.1371/journal.pone.0086221,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900334304&doi=10.1371%2fjournal.pone.0086221&partnerID=40&md5=dfecc1b0d19763444cc154cd4ffa5573,"Nearctic-neotropic migrant birds need to replenish energy reserves during stopover periods to successfully complete their semiannual movements. In this study we used linear models to examine the habitat use of 11 migrant species in northeastern Costa Rica to better understand the influence of food and structural resources on the presence of birds during stopover periods. Our models indicated that frugivorous migrants primarily used food abundance, while insectivorous migrants chiefly used vegetation structure as cues for habitat use during stopover. In addition to habitat use models, we documented fruiting plant phenology and found a general relationship between migrant arrival and the timing of ripe fruit availability. Our results suggest that insectivorous migrants probably rely on structural features when using habitat because it may be inherently difficult to assess cryptic-arthropod availability during a short period of time in a novel habitat, such as stopover periods.",Article,Scopus,0.520383093,NA,NA,NA,NA,NA,,,37,NA
13,2-s2.0-0033825393,25,25,"Pérez-Poncede León G., García-Prieto L., León-Règagnon V., Choudhury A.",7004342420;6604051789;6701847420;7201420494;,"Helminth communities of native and introduced fishes in Lake Patzcuaro, Michoacan, Mexico",2000,Journal of Fish Biology,10.1006/jfbi.2000.1325,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033825393&doi=10.1006%2fjfbi.2000.1325&partnerID=40&md5=de7900d4873c7cca696b639e1eed6857,"In Lake Patzcuaro in the Mesa Central of Mexico, a total of 19 species of helminths was found in 598 fishes and comprised five digeneans, two monogeneans, four cestodes, one acanthocephalan and seven nematodes, of which ten species were represented by larval or immature states. The richest and most diverse helminth communities were found in the native carnivorous goodeid Alloophorus robustus. In general, the helminth communities in the different fish species were not particularly species rich and the parasite assemblages were numerically dominated by larvae of the bird trematode, Posthodiplostomum minimum. Patterns of helminth community richness and diversity were similar to those previously observed in north-temperate freshwater fishes. Most enteric helminths occurred with low abundance and only a small proportion of the gut helminth communities was numerically dominated by any one species. Helminths dominating their enteric communities showed some level of host specificity. Helminth communities in carnivorous fish species were generally richer than those in herbivores and detritivores, with the exception of the predominantly herbivorous Goodea atripinnis. The helminth fauna of introduced fishes, Cyprinus carpio, Micropterus salmoides and Oreochromis niloticus, consisted of either few or no host-specific adult helminth(s) translocated from their original geographical areas and by larval stages of helminths of piscivorous birds. Based on the geological history of the area and the biogeography of the endemic fish fauna, it is hypothesized that host-switching and relationships with the nearctic fauna have been fundamental in determining the helminth fauna of the endemic fish hosts. (C) 2000 The Fisheries Society of the British Isles.",Article,Scopus,0.491847978,NA,NA,NA,NA,NA,,,26,NA
10,2-s2.0-0032870765,37,37,"Greenberg R., Pravosudov V., Sterling J., Kozlenko A., Kontorschikov V.",7402059515;7004086788;7004867286;6505868169;6505752045;,Divergence in foraging behavior of foliage-gleaning birds of Canadian and Russian boreal forests,1999,Oecologia,10.1007/s004420050878,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032870765&doi=10.1007%2fs004420050878&partnerID=40&md5=9996c5a72af1c1713fcf90848017fef4,"We compared foraging behavior of foliage-gleaning birds of the boreal forest of two Palaearctic (central Siberia and European Russia) and two Nearctic (Mackenzie and Ontario, Canada) sites. Using discriminant function analysis on paired sites we were able to distinguish foliage-gleaning species from the Nearctic and Palaearctic with few misclassifications. The two variables that most consistently distinguished species of the two avifaunas were the percentage use of conifer foliage and the percentage use of all foliage. Nearctic foliage-gleaner assemblages had more species that foraged predominantly from coniferous foliage and displayed a greater tendency to forage from foliage, both coniferous and broad-leafed, rather than twigs, branches, or other substrates. The greater specialization on foliage and, in particular, conifer foliage by New World canopy foliage insectivores is consistent with previously proposed hypotheses regarding the role of Pleistocene vegetation history on ecological generalization of Eurasian species. Boreal forest, composed primarily of spruce and pine, was widespread in eastern North America, whereas pockets of forest were scattered in Eurasia (mostly the mountains of southern Europe and Asia). This may have affected the populations of birds directly or indirectly through reduction in the diversity and abundance of defoliating outbreak insects. Loss of habitat and resources may have selected against ecological specialization on these habitats and resources.",Article,Scopus,0.460861398,NA,NA,NA,NA,NA,,,38,NA
1,2-s2.0-0000063181,32,32,"Greenberg R., Bichier P., Sterling J.",7402059515;6603003623;7004867286;,"Bird populations in rustic and planted shade coffee plantations of eastern Chiapas, México",1997,Biotropica,10.1111/j.1744-7429.1997.tb00044.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000063181&doi=10.1111%2fj.1744-7429.1997.tb00044.x&partnerID=40&md5=423aad170978fb0cf14654285c5a99f7,"Much of the remaining ""forest"" vegetation in eastern Chiapas, Mexico is managed for coffee production. In this region coffee is grown under either the canopy of natural forest or under a planted canopy dominated by Inga spp. Despite the large differences in diversity of dominant plant species, both planted and rustic shade coffee plantations support a high overall diversity of bird species; we recorded approximately 105 species in each plantation type on fixed radius point counts. We accumulated a combined species list of 180 species on repeatedly surveyed transects through both coffee plantation types. These values are exceeded regionally only by moist tropical forest. Of the habitats surveyed, shade coffee was second only to acacia groves in the abundance and diversity of Nearctic migrants. The two plantation types have similar bird species lists and both are similar in composition to the dominant woodland - mixed pine-oak. Both types of shade coffee plantation habitats differ from other local habitats in supporting highly seasonal bird populations. Survey numbers almost double during the dry season - an increase that is found in omnivorous migrants and omnivorous, frugivorous, and nectarivorous resident species. Particularly large influxes were found for Tennessee warblers (Vermivora peregrina) and northern orioles (Icterus galbula) in Inga dominated plantations.",Article,Scopus,0.456437785,NA,NA,NA,NA,NA,,,33,NA
11,2-s2.0-0033377556,17,17,"Hendrix P.F., Callaham Jr. M.A., Lachnicht S.L., Blair J.M., James S.W., Zou X.",7005639760;7006317652;6603183122;7203040256;7402533122;7203047486;,"Stable isotopic studies of resource utilization by nearctic earthworms (Diplocardia, Oligochaeta) in subtropical savanna and forest ecosystems",1999,Pedobiologia,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033377556&partnerID=40&md5=2eab6550e72b2e4d36665aafde784127,"Feeding strategies of earthworms and their influence on soil processes are often inferred from morphological, behavioral and physiological traits. We used 13C and 15N natural abundance in earthworms, soils and plants to delineate resource utilization by earthworms in subtropical ecosystems of Apalachicola National Forest in north Florida, USA, where populations of native Diplocardia mississippiensis were prevalent in flatwood savannas dominated by longleaf pine (Pinus palustris) and wiregrass (Aristida stricta), and D. floridana were abundant in upland oak ridge forests dominated by turkey oak (Quercus laevis). In the flatwood savanna, D. mississippiensis populations showed a wide range in δ13C (-21.7 to -14.9‰ but an enriched and narrow δ15N (8.1 to 9.3‰), suggesting generalist, endogeic feeding on soil organic matter (SOM) rather than specialization in the rhizosphere of wiregrass, as previously hypothesized. In contrast, D. floridana populations in the oak ridge sites were narrowly clustered around -22.0‰ to -21.2‰ δ13C and 2.8 to 3.8‰ δ15N, which was consistent with epiendogeic to epigeic feeding on shallow SOM or surface residues from C<inf>3</inf> plants.",Article,Scopus,0.394430239,0,NA,NA,15,NA,,,18,NA
42,2-s2.0-85054072948,20,20,"Capasso S., D'Amico V.L., Diaz J.I.",57189902924;7004023046;8662716500;,"A new species of Maritrema (Trematoda: Microphallidae) parasitizing the Baird's sandpiper Calidris bairdii, and comments about diversity of Microphallidae in two Nearctic shorebirds at Patagonian sites in Argentina",2019,Acta Tropica,10.1016/j.actatropica.2018.09.018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054072948&doi=10.1016%2fj.actatropica.2018.09.018&partnerID=40&md5=c1a3a2b1cd3b7ae55054d35bf5d1d03c,"Birds are hosts of a wide diversity of trematodes. Between them, the Microphallidae is a common family with a cosmopolitan distribution. Nevertheless, only 10 Maritrema species have been recorded previously in South America. The aim of the present paper is to describe a new species of Maritrema parasitizing the Nearctic Baird's sandpiper, Calidris bairdii in its wintering areas in Patagonia, Argentina. We also analyze and compare the microphallid diversity in two host species. We collected 44 C. bairdii and 50 Calidris fuscicollis in search of helminths. Trematodes were found only in C. bairdii. A total of 694 trematodes belonging to 4 microphallid species were found parasitizing the intestine and caeca. Four microphallid species were found: Maritrema formicae, Odhneria odhneri, Levinseniella cruzi and Maritrema pichi n. sp. M. formicae showed the highest prevalence, while M. pichi n. sp. was the species with the highest mean intensity and mean abundance. The new species M. pichi n. sp. differs from congeners by the position of the acetabulum that is included within the vitellarium ring, the ovary is anterior to the acetabulum, and the testes are lateral to it. We discuss the parasitological results in relation with the biological and ecological characteristics of both different host species. © 2018 Elsevier B.V.",Article,Scopus,0.393176351,0,NA,NA,15,NA,,,21,NA
