,EID,X__1,Unnamed: 0,Authors,Author(s) ID,Title,Year,Source title,DOI,Link,Abstract,Document Type,Source,p,Relevance_std,Relevance_ranked,X__2,Timespan_std,Timespan_ranked,Relevance_std_mod,Timespan_std_mod,Scopus_index,Present_in_training_docs
142,2-s2.0-84939895377,107,107,"Saunders R.A., Collins M.A., Ward P., Stowasser G., Shreeve R., Tarling G.A.",36723452800;7404083794;7402102122;57203673125;7004148142;6603871534;,"Distribution, population structure and trophodynamics of Southern Ocean Gymnoscopelus (Myctophidae) in the Scotia Sea",2015,Polar Biology,10.1007/s00300-014-1584-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939895377&doi=10.1007%2fs00300-014-1584-9&partnerID=40&md5=d8b24424a9c294f95ef6f4861dbfe6ef,"Gymnoscopelus braueri, Gymnoscopelus fraseri and Gymnoscopelus nicholsi are common in the Southern Ocean mesopelagic fish community. However, their ecology is poorly understood in the region. This study investigated spatial and temporal patterns in their abundance, population structure and diets at different times of year within the Scotia Sea to ascertain their functional role in the pelagic food web. G. braueri was the most abundant species (0.07–0.17 ind. 1,000 m−3) throughout the Scotia Sea. G. fraseri was absent from the sea-ice sectors and occurred mostly around the Antarctic Polar Front (APF), comprising densities of 0.01–0.04 ind. 1,000 m−3. G. nicholsi occurred in low abundance (&lt;0.01 ind. 1,000 m−3) throughout the region. G. braueri and G. fraseri had a lifespan of ~4 and 3 years, respectively, but spatial variation in their population structures was evident and recruitment appeared to occur only around the APF. G. nicholsi had a lifespan of &gt;4 years. There was evidence of seasonal variation in depth distribution, size-related sexual dimorphism and vertical segregation in size classes for each species. Overall, diets were dominated by copepods (Metridia spp., Rhincalanus gigas, Pleuromamma robusta) and euphausiids (Thysanoessa spp. and Euphausia superba), although G. fraseri did not predate E. superba. Regional, seasonal and ontogenetic patterns in diet were evident for all species. This study provides new insight into the ecology of these Gymnoscopelus species in the Scotia Sea. Such details contribute towards resolving how pelagic food webs are structured in the Southern Ocean and their sensitivity to ongoing environmental change. © 2014, Springer-Verlag Berlin Heidelberg.",Article,Scopus,0.639716552,NA,NA,NA,NA,NA,,,108,NA
2,2-s2.0-0000566818,71,71,"Nicol S., Constable A.J., Pauly T.",7103154776;7006372744;7005251792;,Estimates of circumpolar abundance of Antarctic krill based on recent acoustic density measurements,2000,CCAMLR Science,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000566818&partnerID=40&md5=343f0ae8d24df9f36a76df7507d1e9ac,"The total circumpolar abundance of Antarctic krill (Euphausia superba) is estimated using recent measurements of krill density from acoustic surveys and historical information on the overall range of krill. The biomass estimates fall between 60 and 155 million tonnes -at the low end of values that have been suggested in the past. The differences between our estimates and others can be explained by a number of factors such as: an underestimation of the range or the acoustic biomass estimates; the possibility of a large, undetected krill population; and the overestimation of the demand for krill by predators. Even if these low krill biomass estimates are correct, regional and total precautionary limits are still likely to rise as a result of new surveys because the method used to calculate precautionary limits uses a value of 11% of the estimated pre-exploitation biomass. Additionally, the current precautionary catch limits in the South Atlantic are set using a superseded acoustic target strength which has effectively underestimated the krill biomass by a factor of three, so the new survey of the South Atlantic in January 2000 may result in an effective biomass which is greater than the value used in the past. The seasonal and local consequences of large catch limits will have to be taken into account when managing an expanded krill fishery, and the appropriateness of using the existing statistical divisions as management areas will have to be considered.",Article,Scopus,0.63748677,NA,NA,NA,NA,NA,,,72,NA
130,2-s2.0-84907344017,169,169,"Leitch T.N., Dann P., Arnould J.P.Y.",56367183700;7003858583;7007039027;,The diet of Pacific gulls (Larus pacificus) breeding at Seal Island in northern Bass Strait,2014,Australian Journal of Zoology,10.1071/ZO13066,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907344017&doi=10.1071%2fZO13066&partnerID=40&md5=acc9493df4609b659c3cba128a56d78c,"The endemic Pacific gull (Larus pacificus) is Australia's largest larid, and though little is currently known of its foraging ecology, its size and wide distribution suggest that it may play an important role within the marine environment. In the present study, regurgitate pellets collected from Seal Island in northern Bass Strait were used to compare intra- and interannual trends in diet composition. The main taxa identified in pellets were the common diving-petrel (Pelecanoides urinatrix), leatherjacket species (Family Monacanthidae), short-tailed shearwater (Puffinus tenuirostris) and mirror bush (Coprosma repens). Analysis of similarity (ANOSIM) identified no significant differences in numerical abundance of the dominant prey species between years, suggesting that the prey base in this region is temporally consistent or that the gulls consume low enough numbers to be unaffected by fluctuation in prey populations. Diving-petrels were consumed in consistently high numbers, suggesting the gulls may be an important predator of this species, or that the gulls are particularly skilled at foraging for them. © CSIRO 2014.",Article,Scopus,0.634959845,NA,NA,NA,NA,NA,,,170,NA
93,2-s2.0-80051607439,47,47,"Wiedenmann J., Cresswell K.A., Goldbogen J., Potvin J., Mangel M.",12769083000;20733656100;8206638400;7005182070;7006742732;,Exploring the effects of reductions in krill biomass in the Southern Ocean on blue whales using a state-dependent foraging model,2011,Ecological Modelling,10.1016/j.ecolmodel.2011.07.013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051607439&doi=10.1016%2fj.ecolmodel.2011.07.013&partnerID=40&md5=4751953043d1602d1f0254c903dd0749,"Many species of baleen whales were hunted to near extinction in the Southern Hemisphere. The recovery of these populations will be affected by the availability of krill, a major dietary component, in the Southern Ocean. We combine a novel energetics model for baleen whales with a state dependent foraging model to explore the impacts of an expanding krill fishery on baleen whales. We parameterize the model for blue whales, but with simple modifications it could be applied to most baleen whales. We predict that an expanding fishery will have a small but significant impact on the blue whale population through decreased birth rates. However, spreading the catch limit throughout the range of krill can reduce these effects. In addition, whales may be able to reduce these impacts through adaptive changes in foraging behavior. The relationship between krill abundance and blue whale foraging and reproductive success is nonlinear, such that larger reductions in krill biomass, potentially following a loss of sea ice due to climate change, could have a much larger negative impact on the recovery of blue whales. © 2011 Elsevier B.V.",Article,Scopus,0.632375205,NA,NA,NA,NA,NA,,,48,NA
16,2-s2.0-0027084665,134,134,Zdzitowiecki K.,55955071700;,Acanthocephalan infection of inshore fish in two fjords at South Georgia,1992,Antarctic Science,10.1017/S0954102092000300,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027084665&doi=10.1017%2fS0954102092000300&partnerID=40&md5=daa0d93f9e13307677b235dcf2cbf01a,"An examination of 111 fish of eight species, including 92 immature Notothenia rossii Richardson revealed nine acanthocephalan species, including four Echinorhynchida occurring in the alimentary tract and five Polymorphida in the body cavity. Echinorhynchida were much more numerous (87% specimens of 4855 collected), especially Metacanthocephalus johnstoni Zdzitowiecki (the dominant species) and Aspersentis megarhynchus (Linstow). The Polymorphida parasites of seals (three species) were more abundant than species parasitic in birds (two species). Association of most of species, (except Corynosoma bullosum (Linstow) and Echinorhynchus spp.), with the inshore (fjord) environment was confirmed. The species diversity, prevalence and density of infection increased with the size of immature N. rossii. Differences in acanthocephalan occurrence and changes with time are related to differences in host distribution and abundance. For example, the occurrence of C. arctocephali in N. rossii at South Georgia is related to the increase of the für seal population. A list of acanthocephalans in fish at South Georgia and the South Shetland Islands (14 species in total) is included. © 1992, Antarctic Science Ltd. All rights reserved.",Article,Scopus,0.631593901,NA,NA,NA,NA,NA,,,135,NA
78,2-s2.0-77951978586,59,59,"Fujioka K., Hobday A.J., Kawabe R., Miyashita K., Honda K., Itoh T., Takao Y.",35745949900;6701910294;9336370200;7202708298;36145811700;7404746666;7101878181;,Interannual variation in summer habitat utilization by juvenile southern bluefin tuna (Thunnus maccoyii) in southern Western Australia,2010,Fisheries Oceanography,10.1111/j.1365-2419.2010.00536.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951978586&doi=10.1111%2fj.1365-2419.2010.00536.x&partnerID=40&md5=ae2e42d468b6f3a3e77e46d25efe858b,"The spatial habitat utilization of juvenile southern bluefin tuna in southern Western Australia was investigated using automated acoustic receivers with acoustic transmitters implanted in tagged fish during three austral summers (2004/2005, N = 79 fish, 2005/2006, N = 81, 2006/2007, N = 84). Seventy acoustic receivers were deployed at three cross-shelf lines and three coastal topographic features (lumps) between December and May. We observed markedly different patterns of habitat utilization between the three seasons: (i) aggregation at lumps in 2004/2005 and 2006/2007, and (ii) wide distribution over the continental shelf (i.e., few occurring at lumps) in 2005/2006. Vertical profile by conductivity-temperature-depth casts showed these spatial shifts were caused by interannual changes in the presence of sub-Antarctic water. The sub-Antarctic water was present in the subsurface layer close to the continental slope only during 2005/2006, and the area had higher chlorophyll-. a concentrations than the coastal areas, including at the lumps. These environmental characters, related to the nutrient rich sub-Antarctic water, appear to have a strong influence on fish distributions in 2005/2006, and may occur generally during La Niña events. Interannual fluctuations in habitat utilization will influence detection of fish in recruitment monitoring surveys and thus bias the resulting juvenile abundance indices. © 2010 Blackwell Publishing Ltd.",Article,Scopus,0.630135129,NA,NA,NA,NA,NA,,,60,NA
102,2-s2.0-84856355168,100,100,"Taki K., Kiyota M., Ichii T., Iwami T.",22636323700;11141639400;54929909700;7004403663;,"Distribution and population structure of Dissostichus eleginoides and D. mawsoni on BANZARE Bank (CCAMLR division 58.4.3b), Indian Ocean",2011,CCAMLR Science,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856355168&partnerID=40&md5=98637a301b428a7e81f2b8ec82013311,"The distribution, size composition, sex ratio and sexual maturity of Dissostichus eleginoides and D. mawsoni from BANZARE Bank were investigated using biological data collected by a Japanese commercial fishing vessel during the austral summer fishing seasons (December-February) from 2006/07 to 2008/09. Dissostichus eleginoides was mainly caught on shallower banks (<1 000 m), while D. mawsoni was caught on deeper slopes (>1 500 m). Separation of the two species by depth may be related to physical intolerance to cooler temperatures because of the lack of antifreeze in the former species. Dissostichus eleginoides showed a resting stage in sexual maturity, while D. mawsoni was in developing condition. In D. mawsoni, small fish contributed a very low proportion to abundance, suggesting that no substantial recruitment takes place on BANZARE Bank and the populations consist primarily of adults migrating from adjacent Antarctic coastal areas. The life cycle of D. mawsoni on BANZARE Bank is similar to that hypothesised for the Ross Sea population with analogous latitudinal patterns in sexual maturity and size composition. The study indicates that the management of Dissostichus spp. on BANZARE Bank and adjacent waters needs to consider species-specific distribution and possible migration.",Note,Scopus,0.629387858,NA,NA,NA,NA,NA,,,101,NA
137,2-s2.0-84928966778,61,61,"Söffker M., Trathan P., Clark J., Collins M.A., Belchier M., Scott R.",36129874300;7003343692;9432875500;7404083794;6603317757;55224460400;,The impact of predation by marine mammals on Patagonian toothfish longline fisheries,2015,PLoS ONE,10.1371/journal.pone.0118113,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928966778&doi=10.1371%2fjournal.pone.0118113&partnerID=40&md5=a16a474df7a44004cdf4e05bc5575e07,"Predatory interaction of marine mammals with longline fisheries is observed globally, leading to partial or complete loss of the catch and in some parts of the world to considerable financial loss. Depredation can also create additional unrecorded fishing mortality of a stock and has the potential to introduce bias to stock assessments. Here we aim to characterise depredation in the Patagonian toothfish (Dissostichus eleginoides) fishery around South Georgia focusing on the spatio-temporal component of these interactions. Antarctic fur seals (Arctocephalus gazella), sperm whales (Physeter macrocephalus), and orcas (Orcinus orca ) frequently feed on fish hooked on longlines around South Georgia. A third of longlines encounter sperm whales, but loss of catch due to sperm whales is insignificant when compared to that due to orcas, which interact with only 5% of longlines but can take more than half of the catch in some cases. Orca depredation around South Georgia is spatially limited and focused in areas of putative migration routes, and the impact is compounded as a result of the fishery also concentrating in those areas at those times. Understanding the seasonal behaviour of orcas and the spatial and temporal distribution of ""depredation hot spots"" can reduce marine mammal interactions, will improve assessment and management of the stock and contribute to increased operational efficiency of the fishery. Such information is valuable in the effort to resolve the human-mammal conflict for resources. © 2015 Söffker et al.",Article,Scopus,0.628680309,NA,NA,NA,NA,NA,,,62,NA
157,2-s2.0-84976400534,33,33,"Cleary A.C., Durbin E.G., Casas M.C., Zhou M.",55241522400;7004197809;7101965093;57202997717;,Winter distribution and size structure of Antarctic krill Euphausia superba populations in-shore along the West Antarctic Peninsula,2016,Marine Ecology Progress Series,10.3354/meps11772,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976400534&doi=10.3354%2fmeps11772&partnerID=40&md5=063103496d64e24430b8116f8ff82d95,"Antarctic krill Euphausia superba are a key component of food webs in the maritime West Antarctic Peninsula, and their life history is tied to the seasonal cycles of sea ice and primary production in the region. Previous work has shown a general in-shore migration of krill in winter in this region; however, the very near-shore has not often been sampled as part of these surveys. We investigated distribution, abundance, and size structure of krill in 3 fjordic bays along the peninsula, and in the adjacent Gerlache Strait area using vertically stratified MOCNESS net tows and ADCP acoustic biomass estimates. Krill abundance was high within bays, with net estimated densities exceeding 60 krill m-3, while acoustic estimates were an order of magnitude higher. Krill within bays were larger than krill in the Gerlache Strait. Within bays, krill aggregations were observed near the seafloor during the day with aggregations extending to the sediment interface, and exhibited diel vertical migration higher into the water column at night. We suggest these high winter krill abundances within fjords are indicative of an active seasonal migration by krill in the peninsula region. Potential drivers for such a migration include reduced advective losses and costs, and availability of sediment food resources within fjords. Seasonally near-shore krill may also affect stock and recruitment assessments and may have implications for managing the krill fishery in this area. © 2016 Inter-Research.",Article,Scopus,0.627041873,0,NA,NA,15,NA,0,15,34,NA
55,2-s2.0-38349069748,38,38,"Ashford J.R., Jones C.M., Hofmann E.E., Everson I., Moreno C.A., Duhamel G., Williams R.",7004993798;7408261454;7102346496;7004076172;7202594229;7102858141;56140901600;,Otolith chemistry indicates population structuring by the Antarctic Circumpolar Current,2008,Canadian Journal of Fisheries and Aquatic Sciences,10.1139/F07-158,https://www.scopus.com/inward/record.uri?eid=2-s2.0-38349069748&doi=10.1139%2fF07-158&partnerID=40&md5=0f9d25b89fc7182869a5b8a02dd19bb8,"Large-scale transport of seawater in ocean currents may generate spatially complex population structure through the advection of life stages of marine fish species. To test this, we compared the chemistry of otolith nuclei from Patagonian toothfish (Dissostichus eleginoides), presently managed as spatially discrete populations corresponding to fishing management areas along the Antarctic Circumpolar Current (ACC), which transports water eastward around the Southern Ocean. The chemistry of otolith nuclei, laid down during early life, differed significantly between fishing areas off South America and the Antarctic and between some Antarctic areas. However, we found significant discrepancies from expectation for a population structure corresponding to fishing areas. We also found evidence of four groups of fish with different early life chemistry: one associated with South America and three Antarctic groups showing mixing consistent with advective transport along the ACC. These results suggest that toothfish populations are structured by their physical environment; population abundance and persistence may rely on a restricted number of breeding members with access to spawning grounds, whereas fisheries may rely substantially on nonbreeding vagrants transported from fishing areas upstream. © 2008 NRC.",Article,Scopus,0.625724543,NA,NA,NA,NA,NA,,,39,NA
104,2-s2.0-84859784685,42,42,"Arkhipkin A., Brickle P., Laptikhovsky V., Pompert J., Winter A.",7005344316;6602972233;7003430203;6507159484;7202642852;,"Skate assemblage on the eastern Patagonian Shelf and Slope: Structure, diversity and abundance",2012,Journal of Fish Biology,10.1111/j.1095-8649.2012.03260.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859784685&doi=10.1111%2fj.1095-8649.2012.03260.x&partnerID=40&md5=864bc50dfbd3dcb6e11e8a37a8fc39e7,"The eastern Patagonian Shelf and continental slope of the south-west Atlantic Ocean support a high biodiversity and abundance of skates. In this study, meso-scale differences in the assemblages, spatial and seasonal distributions of skates are revealed among six habitat zones of the eastern Patagonian Shelf characterized by distinctive oceanographic conditions. Most skates belonged to temperate fauna, and their abundance was much greater in habitats occupied by temperate waters (north-western outer shelf) or mixed waters (northern slope) than in habitats occupied by sub-Antarctic waters (SASW) (south-eastern outer shelf and southern slope). Sub-Antarctic skates were not abundant on the shelf even in habitats occupied by SASW, occurring mainly in deep areas of the lower continental slope. The majority of temperate skates migrated seasonally, shifting northward in winter and spreading southward with warming waters in summer. Most temperate species had two peaks in female maturity (mainly spring and autumn) and spawned in the same habitats where they fed. It is hypothesized that the high biodiversity and abundance of skates on the Patagonian Shelf and Slope are due to the practical absence of their natural competitors, flatfishes, which occupy similar eco-niches elsewhere. © 2012 The Authors. Journal of Fish Biology © 2012 The Fisheries Society of the British Isles.",Article,Scopus,0.625284733,NA,NA,NA,NA,NA,,,43,NA
80,2-s2.0-77955551859,120,120,"Hofmeyr G.J.G., Bester M.N., Kirkman S.P., Lydersen C., Kovacs K.M.",15765167800;7005684769;7003751787;7006299804;7401481138;,"Intraspecific differences in the diet of Antarctic fur seals at Nyrøysa, Bouvetøya",2010,Polar Biology,10.1007/s00300-010-0805-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955551859&doi=10.1007%2fs00300-010-0805-0&partnerID=40&md5=32f8997d5f7dd7cb79e48db853e860a7,"Intraspecific differences in the diets of many species of pinnipeds are to be expected in view of the great differences in morphology, life history and foraging behaviour between the sexes of many species. We examined the diet of the Antarctic fur seal population at Bouvetøya, Southern Ocean, to assess intersexual differences. This was made possible by the analysis of prey remains extracted from scats and regurgitations collected in areas used primarily by one or the other sex. The results indicate that both males and females feed primarily on Antarctic krill Euphausia superba with several species of fish and squid being taken, likely opportunistically given their prevalence. Significant differences were identified in the frequency of occurrence of otoliths in scats and the percentage numerical abundance of the major fish prey species in the diet. Adult males ate a smaller quantity of fish overall, but ate significantly more of the larger fish species. The greater diving capabilities of males and the fact that they are not limited in the extent of their foraging area by having to return regularly to feed dependant offspring may play a role in the differences found between the diets of males and females. Additionally, females might be more selective, favouring myctophids because they are richer in energy than krill. The absence of major differences in the diet between the sexes at this location is likely due to the high overall abundance of prey at Bouvetøya. © 2010 Springer-Verlag.",Article,Scopus,0.624828357,NA,NA,NA,NA,NA,,,121,NA
100,2-s2.0-84855966526,20,20,"Collins M.A., Stowasser G., Fielding S., Shreeve R., Xavier J.C., Venables H.J., Enderlein P., Cherel Y., Van de Putte A.",7404083794;57203673125;57189229179;7004148142;7007007279;22836719000;6507330091;7006288139;6504658325;,Latitudinal and bathymetric patterns in the distribution and abundance of mesopelagic fish in the Scotia Sea,2012,Deep-Sea Research Part II: Topical Studies in Oceanography,10.1016/j.dsr2.2011.07.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855966526&doi=10.1016%2fj.dsr2.2011.07.003&partnerID=40&md5=b729f638f3e4cbe7aee506f778fd9c2d,"Mesopelagic fish are a key component of the pelagic ecosystem throughout the world's oceans. Opening and closing nets were used to investigate patterns in the distribution and abundance of mesopelagic fish from the surface to 1000. m on a series of transects across the Scotia Sea from the ice-edge to the Antarctic Polar Front. A total of 141 non-target net hauls were undertaken during three cruises (Nov 2006, Jan 2008 and Mar 2009), with 7852 teleost fish captured, representing 43 species in 17 families. A further 1517 fish were caught in targeted net hauls. The dominant families were the Myctophidae (6961 specimens; 21 species) and Bathylagidae (1467 specimens; 4 species). Few fish were caught in the upper 400. m during daylight, which was attributed to a combination of net avoidance and diurnal vertical migration. Species composition was linked to depth and location and was closely associated with oceanographic features. Diversity was lowest in cold water at the most southerly stations, which were dominated by Electrona antarctica, Gymnoscopelus braueri and Bathylagus antarcticus. Further north, diversity increased with the addition of species such as Krefftichthys anderssoni, Protomyctophum bolini and Electrona carlsbergi. The depth integrated biomass of myctophids was similar across the latitudinal transect and produced an estimate of 4.5 million tonnes in the Scotia Sea. Bathylagids were patchily distributed, but were abundant in the lower mesopelagic zone (>400. m) and are potentially significant zooplankton consumers. Given the biomass of the myctophids and bathylagids coupled with the vertical migrations of many species, these fish are likely to play a significant role in carbon export from the surface waters to the deep ocean. © 2011 Elsevier Ltd.",Article,Scopus,0.623902672,1,NA,NA,10,NA,1,10,21,NA
64,2-s2.0-53949084457,3,3,"Flores H., Van De Putte A.P., Siegel V., Pakhomov E.A., Van Franeker J.A., Meesters H.W.G., Volckaert F.A.M.",7004945086;6504658325;56264114500;7006796484;6602084064;25230401000;7004006972;,"Distribution, abundance and ecological relevance of pelagic fishes in the Lazarev Sea, Southern Ocean",2008,Marine Ecology Progress Series,10.3354/meps07530,https://www.scopus.com/inward/record.uri?eid=2-s2.0-53949084457&doi=10.3354%2fmeps07530&partnerID=40&md5=03e87886cf974ff745de0a157d4324b9,"The distribution and abundance of larval and postlarval fishes was investigated in the Lazarev Sea, Southern Ocean, in March and April 2004. The upper 200 m of the water column were sampled with an 8 m2 rectangular midwater trawl at 93 stations. The larval species community clustered in a diverse coastal community with high densities of Antarctic silverfish Pleuragramma antarcticum larvae and a less diverse offshore community dominated by Antarctic jonasfish Notolepis coatsi and the lanternfish Electrona antarctica. No postlarval fish were caught in coastal areas. The offshore community of postlarval fishes consisted of the deep-sea smelt Bathylagus antarcticus, and the lanternfishes Gymnoscopelus braueri, C. nicholsi and E. antarctica. The latter species clearly dominated, occurring at mean individual and wet mass densities of 0.17 individuals nr2 and 0.26 g m-2, respectively. A generalized additive model significantly related the density of postlarval E. antarctica to the abundance of Antarctic krill Euphausia superba, ocean depth and sea surface temperature. The diet of E. antarctica was dominated by copepods and euphausiid larvae. Mean energy density of E. antarctica in the upper 200 m was 2.8 kJ m-2, which is equivalent to 36% of the energy stored in Antarctic krill stocks and probably would be considerably higher if a greater depth range were considered. This suggests that E. antarctica is a major energy transmitter in the food web of the Lazarev Sea, challenging the classical krill-dominated food web paradigm of the Southern Ocean. © Inter-Research 2008.",Article,Scopus,0.617769187,0,NA,NA,5,NA,0,5,4,NA
165,2-s2.0-85041069265,108,108,"Brooks C.M., Caccavo J.A., Ashford J., Dunbar R., Goetz K., La Mesa M., Zane L.",36536540600;49361186600;7004993798;7101720549;55567547400;6701474004;6602780742;,Early life history connectivity of Antarctic silverfish (Pleuragramma antarctica) in the Ross Sea,2018,Fisheries Oceanography,10.1111/fog.12251,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041069265&doi=10.1111%2ffog.12251&partnerID=40&md5=9a9531e9d426dede563c60ff2d5544bd,"A recent population hypothesis for Antarctic silverfish (Pleuragramma antarctica), a critical forage species, argued that interactions between life history and circulation associated with glacial trough systems drive circumpolar distributions over the continental shelf. In the Ross Sea, aggregations of eggs and larvae occur under fast ice in Terra Nova Bay, and the hypothesis predicted that dispersing larvae encounter outflow along the western side of Drygalski Trough. The outflow advects larvae towards the shelf-break, and mixing with trough inflow facilitates return toward the inner shelf. To examine the hypothesis, we compared samples of P. antarctica collected near Coulman Island in the outflow, along Crary Bank in the inflow, and a third set taken over the rest of the Ross Sea. We ruled out misidentification using an innovative genetic validation. Silverfish larvae comprised 99.5% of the catch, and the highest population densities were found in Drygalski Trough. The results provided no evidence to reject the population hypothesis. Abundance indices, back-calculated hatching dates, length distributions and growth were congruent with a unified early life history in the western Ross Sea, constrained by cryopelagic early stages in Terra Nova Bay. By contrast, a sample in the Bay of Whales revealed much smaller larvae, suggesting either a geographically separate population in the eastern Ross Sea, or westward connectivity with larvae spawned nearby by fish sourced from troughs upstream in the Amundsen Sea. These results illustrate how hypotheses that integrate population structure with life history can provide precise spatial predictions for subsequent testing. © 2018 John Wiley & Sons Ltd",Article,Scopus,0.612514127,NA,NA,NA,NA,NA,,,109,NA
96,2-s2.0-80455158338,15,15,"Huang T., Sun L., Stark J., Wang Y., Cheng Z., Yang Q., Sun S.",57087624700;7403957370;7403024757;15049955800;7401815155;36088360600;55674953600;,Relative changes in krill abundance inferred from antarctic fur seal,2011,PLoS ONE,10.1371/journal.pone.0027331,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80455158338&doi=10.1371%2fjournal.pone.0027331&partnerID=40&md5=cc09f80e8f1c33ffdd6978ab6170b332,"Antarctic krill Euphausia superba is a predominant species in the Southern Ocean, it is very sensitive to climate change, and it supports large stocks of fishes, seabirds, seals and whales in Antarctic marine ecosystems. Modern krill stocks have been estimated directly by net hauls and acoustic surveys; the historical krill density especially the long-term one in the Southern Ocean, however, is unknown. Here we inferred the relative krill population changes along the West Antarctic Peninsula (WAP) over the 20th century from the trophic level change of Antarctic fur seal Arctocephalus gazella using stable carbon (δ 13C) and nitrogen (δ 15N) isotopes of archival seal hairs. Since Antarctic fur seals feed preferentially on krill, the variation of δ 15N in seal hair indicates a change in the proportion of krill in the seal's diets and thus the krill availability in local seawater. For the past century, enriching fur seal δ 15N values indicated decreasing krill availability. This is agreement with direct observation for the past ~30 years and suggests that the recently documented decline in krill populations began in the early parts of the 20th century. This novel method makes it possible to infer past krill population changes from ancient tissues of krill predators. © 2011 Huang et al.",Article,Scopus,0.610512212,0,NA,NA,10,NA,0,10,16,NA
49,2-s2.0-3042810268,143,143,"Waluda C.M., Trathan P.N., Rodhouse P.G.",6603101750;7003343692;7004479396;,Synchronicity in southern hemisphere squid stocks and the influence of the Southern Oscillation and Trans Polar Index,2004,Fisheries Oceanography,10.1111/j.1365-2419.2004.00288.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-3042810268&doi=10.1111%2fj.1365-2419.2004.00288.x&partnerID=40&md5=58f721502c1ecb9cea826a50bead9dfd,"Squid are short lived, with highly labile populations that respond rapidly to changes in environmental conditions. This makes them a good model for studying the response of recruitment processes to environmental signals. This study examines the influence of the Southern Oscillation Index (SOI) and Trans Polar Index (TPI) on the environment and abundance of six species of commercially important squid from the southern hemisphere, all linked to major current systems connected by the Antarctic Circumpolar Current: Dosidicus gigas (Southeast Pacific), Loligo vulgaris reynaudii (Southeast Atlantic), Nototodarus sloanii, N. gouldi (Southwest Pacific), Illex argentinus and L. gahi (Southwest Atlantic). All fisheries displayed a high level of inter-annual variability and a degree of synchronicity was seen to occur in the abundance of the three Pacific species. The SOI signal was reflected in the environment of each fishery, particularly in Pacific regions. Both indices are correlated with squid abundance, particularly during the early life history stages (SOI) and adult stages (TPI), suggesting some degree of latitudinal separation, with juveniles potentially influenced by environmental variability at lower latitudes and adults at higher latitudes.",Article,Scopus,0.60570809,NA,NA,NA,NA,NA,,,144,NA
42,2-s2.0-0347369467,153,153,"Constable A.J., Nicol S.",7006372744;7103154776;,Defining smaller-scale management units to further develop the ecosystem approach in managing large-scale pelagic krill fisheries in Antarctica,2002,CCAMLR Science,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0347369467&partnerID=40&md5=06366d97a3d4b96661bb8a467ba2c416,"This paper discusses the principles and approach required for developing small-scale management units to take account of predators' needs when managing the fishery for Antarctic krill. It provides a theoretical foundation for considering the scales of management units involving the integration of local populations of harvested species, foraging areas of predators, fishing grounds and the potential influences of the environment, including oceanography and metapopulation structure of the harvested species. The integration of these components involves two different types of unit: the 'harvesting unit', which is at the scale of the metapopulation of the harvested species, and the 'predator unit', which does not have to be a relatively self-contained ecosystem but should be sufficiently independent for fishing in that unit not to inadvertently affect predators being monitored in other units. The South Atlantic region (Area 48) is used to illustrate how to define predator units. The derived conceptual model is then used to formulate an approach for developing fisheries on prey species, notably krill, in other harvesting units. The manner in which predator units can be used to help the CCAMLR Ecosystem Monitoring Program (CEMP) provide strategic advice on the effects of fishing is discussed. In general, the early acquisition of information on the distribution of local populations of krill and the potential foraging densities of predators from within a harvesting unit (i.e. abundance of predators, distribution of colonies and foraging range) will provide a means of circumscribing predator units as well as undertaking an assessment of long-term annual yield. It is proposed that the early development of the fishery could be concentrated in a small number of units in such a way that the relative fishing intensities in those units are equivalent, although not necessarily equal, to the intensity expected across all units once the catch limit had been reached. Other units in which fishing was not occurring could be monitored as well. This process could help determine whether or not the catch limit is likely to cause undesirable effects on predators in any of the predator units. In this way, it is possible to determine, well in advance of the catch limit being reached, whether or not local restrictions on harvesting are necessary, as well as the overall requirements for the monitoring program.",Article,Scopus,0.605224906,NA,NA,NA,NA,NA,,,154,NA
