"","EID","X__1","Authors","Author(s) ID","Title","Year","Source title","DOI","Link","Abstract","Document Type","Access Type","Source","p","Relevance_std","Relevance_ranked","X__2","Timespan_std","Timespan_ranked","Scopus_index","Present_in_training_docs"
"28","2-s2.0-75149164484",32,"Andreazzi C.S., Pires A.S., Fernandez F.A.S.","35329320300;8648522000;35565949100;","Interactions of mammals and palms in fragmented neotropical landscapes [Mamíferos e palmeiras neotropicais: Interações em paisagens fragmentadas]",2009,"Oecologia Brasiliensis","10.4257/oeco.2009.1304.02","https://www.scopus.com/inward/record.uri?eid=2-s2.0-75149164484&doi=10.4257%2foeco.2009.1304.02&partnerID=40&md5=8d3260f0375c354cf64e9891cec752cc","Human-induced forest fragmentation and hunting create so-called ""empty forests"", wherein the loss of major vertebrates results in the disruption of many animal-plant interactions, including seed dispersal and predation. Such disturbances affect recruitment of seedlings and ultimately the abundance and diversity of plants. Palm trees are one of the most abundant food resources in tropical forests and are therefore considered necessary for the survival of many mammal species. The present paper analysed the results of 74 studies in the Neotropical region (published until 2008) dealing with palm tree seed dispersal and predation by mammals. The most important seed dispersers were ungulates, primates and rodents. Most studies discussing the reduced participation of mammals in palm tree seed dispersal and recruitment found that the amount and distance of removed/carried seeds were smaller inside fragmented or impoverished forests, resulting in accumulation of seeds around the mother trees. In most cases this accumulation was followed by increased predation by bruchid beetles, pathogenic microorganisms, and small mammals. Given the complexity of the ecological interactions and processes leading to the establishment of new plants in the areas, the palm tree populations were affected in different ways by defaunation, with some species becoming scarcer in the forest fragments while others increased in abundance. There are clear morphological and ecological traits which enable sets of palm tree species to be prioritized with respect to their vulnerability to extinction. Effective recognition of vulnerable species, along with reliable predictions of the resulting scenarios of forest impoverishment and fragmentation can aid the implementation of more effective management strategies.","Article",NA,"Scopus",0.422971720209689,NA,NA,NA,NA,NA,33,NA
"29","2-s2.0-77649231659",30,"Tassino B., Passos C.A.","8906116600;35760421500;","Reproductive biology of Río Negro tuco-tuco, Ctenomys rionegrensis (Rodentia: Octodontidae)",2010,"Mammalian Biology","10.1016/j.mambio.2009.03.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77649231659&doi=10.1016%2fj.mambio.2009.03.002&partnerID=40&md5=ec55a017d31bf83cd5c5fe92e05b6db8","Reproductive success depends on a precise synchronization of organisms' activities with the environment, determining the evolution of mechanisms controlling reproductive behaviour. In temperate zones mammals exhibit pronounced seasonal reproduction because of thermoregulation costs imposed by low winter temperatures and limited food availability. Even occupying burrows that buffer external ambient conditions, these restrictions also affect subterranean rodents inhabiting these latitudes. Tuco-tucos (genus Ctenomys) are subterranean herbivorous rodents that have a Neotropical distribution between 17 and 54° of latitude S. Ctenomys rionegrensis is one of the three species occurring in Uruguay and generated interest due to chromatic polymorphism in a restricted area (50×60 km). Here we describe the timing of breeding in C. rionegrensis based on the reproductive status of free-living females and the proportion of juveniles in the population, and describe the characteristics of the estrous cycle of the species using cytological techniques. As expected, the data showed a clear seasonality in female breeding and provided evidence of the occurrence of post-partum estrous. The reproductive activity began in late austral autumn and the highest proportion of pregnant females was observed in winter. At the beginning of the austral spring, the prevalence of lactating females increased as a consequence of the first births and remained high until early summer. This pattern of breeding seasonality was clearly correlated with the annual temperature variation. The estrous cycle showed four phases characterized by both different cellular types and the abundance and appearance of mucus, which allows a clear determination of female's reproductive status. © 2009 Deutsche Gesellschaft für Säugetierkunde.","Article",NA,"Scopus",0.595901952144399,NA,NA,NA,NA,NA,31,NA
"30","2-s2.0-77952111107",29,"Bicknell J., Peres C.A.","8238557400;7005085103;","Vertebrate population responses to reduced-impact logging in a neotropical forest",2010,"Forest Ecology and Management","10.1016/j.foreco.2010.02.027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952111107&doi=10.1016%2fj.foreco.2010.02.027&partnerID=40&md5=2870fb29e3b9d2aa7390fcce833c630f","Vertebrate population densities were quantified in lowland central Guyana using line-transect censuses at three forest sites subjected to reduced-impact logging (RIL), and three adjacent unlogged sites. We censused a range of forest vertebrate species including large canopy-dwelling and terrestrial birds, three primates, one rodent and one tortoise. Two 4 km transects at each site were repeatedly surveyed during the wet season of 2008 to derive population density estimates on the basis of a cumulative survey effort of 416 km. RIL had ended within 16 months, and sites had been subjected to a mean extraction rate of 3.9 m3 ha-1, equivalent to only 1.1 trees ha-1. Three of the 15 vertebrate species examined here exhibited significantly different abundances at forest RIL sites, two of which were negative. Large frugivores such as primates were less abundant in sites subject to RIL, whereas smaller frugivores, granivores, folivores and insectivores were more common in logged sites. We are unable to reliably distinguish between responses of different taxonomic groups, since robust abundance metrics could only be estimated for four mammal species. Despite this, species traits including dietary guild, body mass, home range size and vertical stratification of forest use are used to explain varying responses. Our findings suggest that responsible reduced-impact logging practices in neotropical forests can be considered as a relatively benign form of forest management that can coexist with the requirements of both local economies and biodiversity conservation. However, our study sites experienced comparably low extraction rates, and detrimental effects such as hunting were low. Our results therefore provide an opportunity to scrutinise the effects of best practice logging systems, though do not necessarily represent typical circumstances across tropical forests. © 2010 Elsevier B.V. All rights reserved.","Article",NA,"Scopus",0.66639599580534,NA,"0",NA,NA,15,30,NA
"31","2-s2.0-77954029726",28,"Sampaio R., Lima A.P., Magnusson W.E., Peres C.A.","7006071181;7202634665;7003951105;7005085103;","Long-term persistence of midsized to large-bodied mammals in Amazonian landscapes under varying contexts of forest cover",2010,"Biodiversity and Conservation","10.1007/s10531-010-9848-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954029726&doi=10.1007%2fs10531-010-9848-3&partnerID=40&md5=ae2f1e24abe248e65039f315a17692a2","Both forest fragmentation and overhunting have profound effects on the structure of large-vertebrate assemblages in neotropical forests. However, the long-term value of habitat fragments for forest mammals remains poorly understood and few regional scale studies have replicated sampling across spatially independent landscapes. Here, we assess the species occupancy and abundance of midsized to large-bodied mammals within three neighbouring Amazonian forest landscapes varying widely in extent of forest cover. One of these consisted of forest fragments surrounded by semi-natural scrub savannahs that had been occupied by paleoindian populations for at least 7,000 years, whereas forest cover in the other two landscapes was either variegated or continuous. Data on species occurrence and abundance from diurnal and nocturnal line-transect surveys and local interviews in each landscape were used to examine the effects of forest cover and hunting pressure on mammal persistence within forest patches. The extent of forest cover was a key determinant of species persistence across the three landscapes, but populations of large-bodied species were either reduced or driven to local extinction by hunting even in the most forested and least fragmented landscape. Many game and non-game species persisted in forest isolates, even though, individually, these were likely too small to support viable populations. This study indicates that even small, long-term forest fragments may retain significant conservation value if they can be managed within the context of enhanced connectivity across wider fragmented landscapes. © 2010 Springer Science+Business Media B.V.","Article",NA,"Scopus",0.641290670546269,NA,NA,NA,NA,NA,29,NA
"32","2-s2.0-77956876153",31,"Meyer C.F.J., Aguiar L.M.S., Aguirre L.F., Baumgarten J., Clarke F.M., Cosson J.-F., Villegas S.E., Fahr J., Faria D., Furey N., Henry M., Hodgkison R., Jenkins R.K.B., Jung K.G., Kingston T., Kunz T.H., MacSwiney Gonzalez M.C., Moya I., Pons J.-M., Racey P.A., Rex K., Sampaio E.M., Stoner K.E., Voigt C.C., Staden D.V., Weise C.D., Kalko E.K.V.","8596626500;55400985200;7005475779;15842854400;7102959165;7005908632;55539102200;6603381427;23105657600;23501217700;16642785300;6507510242;7402400220;35622078300;7003408980;7005472327;30567532100;36546687500;57203032164;35495215800;23467876600;7007186092;7004618587;35586042400;36338116000;36547035700;7003967440;","Long-term monitoring of tropical bats for anthropogenic impact assessment: Gauging the statistical power to detect population change",2010,"Biological Conservation","10.1016/j.biocon.2010.07.029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956876153&doi=10.1016%2fj.biocon.2010.07.029&partnerID=40&md5=bf6a7645c375e8d8efa1087521b6a093","Bats are ecologically important mammals in tropical ecosystems; however, their populations face numerous environmental threats related to climate change, habitat loss, fragmentation, hunting, and emerging diseases. Thus, there is a pressing need to develop and implement large-scale networks to monitor trends in bat populations over extended time periods. Using data from a range of Neotropical and Paleotropical bat assemblages, we assessed the ability for long-term monitoring programs to reliably detect temporal trends in species abundance. We explored the magnitude of within-site temporal variation in abundance and evaluated the statistical power of a suite of different sampling designs for several different bat species and ensembles. Despite pronounced temporal variation in abundance of most tropical bat species, power simulations suggest that long-term monitoring programs (≥20. years) can detect population trends of 5% per year or more with adequate statistical power (≥0.9). However, shorter monitoring programs (≤10. years) have insufficient power for trend detection. Overall, our analyses demonstrate that a monitoring program extending over 20. years with four surveys conducted biennially on five plots per monitoring site would have the potential for detecting a 5% annual change in abundance for a suite of bat species from different ensembles. The likelihood of reaching adequate statistical power was sensitive to initial species abundance and the magnitude of count variation, stressing that only the most abundant species in an assemblage and those with generally low variation in abundance should be considered for detailed population monitoring. © 2010 Elsevier Ltd.","Article",NA,"Scopus",0.738252732818643,NA,"1",NA,NA,5,32,NA
"33","2-s2.0-78149367798",27,"Vanthomme H., Bellé B., Forget P.-M.","26030136500;37021249800;7103229832;","Bushmeat hunting alters recruitment of large-seeded plant species in Central Africa",2010,"Biotropica","10.1111/j.1744-7429.2010.00630.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78149367798&doi=10.1111%2fj.1744-7429.2010.00630.x&partnerID=40&md5=1ce4f43d797bccda0cf820fefc43d5b1","We investigated the effect of local hunting on plant recruitment at the community level in the Ngotto Forest, Central African Republic. It is the first study of this kind in the afrotropics. To compare our results with previous studies conducted in the neotropics, we used the protocol proposed by Nuñez-Iturri and Howe. We compared animal relative abundances and seed length, density and diversity of seedlings at two sites with contrasting anthropogenic pressures: one with low hunting pressure (LH) and one with high hunting pressure (HH). Furthermore, we investigated how density and diversity of recruitment vary with seed length in the two sites. Both sites exhibit similar soil, climate and tree species composition, and have never been logged. Large mammals (frugivores and herbivores) were extirpated from HH and relative abundance of medium-sized frugivores drastically decreased in HH compared with LH. In HH, diversity of seedlings was reduced compared with LH, especially for large-seeded plant species dispersed by large game mammals. The approach used in this study shows promising perspectives to investigate the effects of human disturbances on the regeneration of tropical forests. Furthermore, in the afrotropical context of a lack of data on plant-animal ecological relationships, seed length appears to be a good predictor of the strength of the deficit of plant recruitment due to large mammal extirpation because of hunting. Thus, more efforts are needed to study the ecological roles of large-seeded plants in order to better understand the effects of their disappearance on tropical forest resilience. Abstract in French is available at © 2010 The Author(s). Journal compilation © 2010 by The Association for Tropical Biology and Conservation.","Article",NA,"Scopus",0.421120004563591,NA,NA,NA,NA,NA,28,NA
"34","2-s2.0-80051962943",26,"Thornton D.H., Branch L.C., Sunquist M.E.","55293672000;7005281939;6603424014;","The relative influence of habitat loss and fragmentation: Do tropical mammals meet the temperate paradigm?",2011,"Ecological Applications","10.1890/10-2124.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051962943&doi=10.1890%2f10-2124.1&partnerID=40&md5=7a32e5298a05d7be5ef560e6c51e61dd","The relative influence of habitat loss vs. habitat fragmentation per se (the breaking apart of habitat) on species distribution and abundance is a topic of debate. Although some theoretical studies predict a strong negative effect of fragmentation, consensus from empirical studies is that habitat fragmentation has weak effects compared with habitat loss and that these effects are as likely to be positive as negative. However, few empirical investigations of this issue have been conducted on tropical or wide-ranging species that may be strongly influenced by changes in patch size and edge that occur with increasing fragmentation. We tested the relative influence of habitat loss and fragmentation by examining occupancy of forest patches by 20 mid- and large-sized Neotropical mammal species in a fragmented landscape of northern Guatemala. We related patch occupancy of mammals to measures of habitat loss and fragmentation and compared the influence of these two factors while controlling for patch-level variables. Species responded strongly to both fragmentation and loss, and response to fragmentation generally was negative. Our findings support previous assumptions that conservation of large mammals in the tropics will require conservation strategies that go beyond prevention of habitat loss to also consider forest cohesion or other aspects of landscape configuration. © 2011 by the Ecological Society of America.","Review",NA,"Scopus",0.496946509493244,NA,NA,NA,NA,NA,27,NA
"35","2-s2.0-8144227182",48,"DeMattia E.A., Curran L.M., Rathcke B.J.","6507018664;7006188966;6602137728;","Effects of small rodents and large mammals on neotropical seeds",2004,"Ecology","10.1890/03-0254","https://www.scopus.com/inward/record.uri?eid=2-s2.0-8144227182&doi=10.1890%2f03-0254&partnerID=40&md5=d1072463348bf46bfed4ff3ef1c19aa1","The direct and indirect effects of seed predation by a Neotropical community of small rodents and large mammals were examined in a 1.5-year exclosure experiment in Corcovado National Park, Costa Rica. This park has an intact terrestrial mammalian community, including small rodents and large mammalian seed predators, an essential condition to quantify the dynamics of seed predation. To measure seed predation, three exclosure treatments (1.2 m radius X 1.5 m tall) in two forest types (primary vs. secondary forest) were monitored: (1) fenced exclosures that excluded large mammals, (2) fenced exclosures that excluded both large and small mammals, and (3) open controls. Tethered seeds were added from nine common species of canopy trees and lianas (seven families), and seed removal was measured from February 2001 to July 2002. Small rodents had significant negative effects on four of the nine seed species tested, and the effects of small rodents on seed predation differed significantly from the effects of large mammals and insect/fungal pathogens. Small-rodent seed predation (both rates and total proportion destroyed) did not differ between secondary and primary forest habitats. Throughout the exclosure study, small-rodent populations were marked and recaptured to document their community composition and densities. Small-rodent population fluctuations were observed, and shifts in composition directly affected species-specific and community-wide seed predation. Fewer seeds were destroyed when small-rodent abundance was low. Small-rodent population fluctuations also had an indirect effect, reversing the relative importance of small rodents and large mammals and resulting in large mammals becoming the primary seed predators. This change did not only decrease total seed predation for some species; it had the additional effect of moving from a primarily negative interaction (seed predation from the small rodents) to the varied interactions of seed predation and seed dispersal (scatter-hoarding). This research illustrated that small-rodent community fluctuations are a mechanism responsible for variability in the process of Neotropical seedling regeneration.","Article",NA,"Scopus",0.498326924044934,NA,NA,NA,NA,NA,49,NA
"36","2-s2.0-83755177886",25,"González-Fischer C.M., Codesido M., Teta P., Bilenca D.","16047603800;6507845037;23006733500;6602848972;","Seasonal and geographic variation in the diet of barn owls (Tyto Alba) in temperate agroecosystems of Argentina",2011,"Ornitologia Neotropical",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-83755177886&partnerID=40&md5=38ca146a527861678f8905e93e0a035b","We studied the dietary niche of the Barn Owl (Tyto alba) in temperate agroecosystems of central Argentina by describing seasonal and geographic variation in the food habits of this owl in four districts of the Pampean region (Flooding, Inland, Rolling, and Southern Pampas). We identified 21,925 prey items from samples of fresh pellets collected in summer (n = 23) and winter (n = 26). Mammals,' mostly sigmodontine rodents, were the main prey items (91.9%), followed by amphibians (6.5%) and birds (1.6%). Arthropods were also a common prey item (found in 45% of the samples). The consumption of arthropods and amphibians was higher in summer than in winter, indicating that seasonal changes in prey abundances are reflected in the Barn Owl diet. We found no differences in food-niche breadth among the four study districts, but food-niche breadth varied between seasons, being higher during summer. Six rodent species were common to all districts: Calomys spp., Akodon azarae, Oligoryzomys flavescens, Mus musculus, Rattus spp., and Holochilus brasiliensis. Calomys spp. was numerically dominant in 46 of the 49 samples, and together with A. azarae and O. flavescens comprised the bulk of the diet (> 80%). Predation on rodents may reflect population dynamics of the prey species with high predation rates when peaks in abundance of sigmodontine rodents occurred (autumn-winter). © The Neotropical Ornithological Society.","Article",NA,"Scopus",0.619345581194497,NA,NA,NA,NA,NA,26,NA
"37","2-s2.0-84861393123",24,"Gheler-Costa C., Vettorazzi C.A., Pardini R., Verdade L.M.","33567698100;6602484783;8579728300;6603317627;","The distribution and abundance of small mammals in agroecosystems of southeastern Brazil",2012,"Mammalia","10.1515/mammalia-2011-0109","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861393123&doi=10.1515%2fmammalia-2011-0109&partnerID=40&md5=8c66df14c25b4edf7faf00adb6a50e90","The conservation of biodiversity in agricultural landscapes depends on information about the ways in which species are affected by the conversion of native habitats into novel anthropogenic environments and the strategies that the species use to persist in these altered ecosystems. Here, we investigate how small mammals occupy the different agroecosystems of an agricultural landscape in the state of São Paulo, Brazil. From August 2003 through January 2005, we surveyed small mammals using Sherman traps at 16 sampling sites in each of the four predominant environments of the local agricultural landscape: remnant fragments of semideciduous forest, Eucalyptus plantations, sugarcane plantations, and pastures. With a total effort of 23,040 trap-nights and a capture success of 0.8%, we captured 177 rodents and marsupials belonging to eight species. The assemblage represented by these mammals is essentially composed of generalist species, which are common in degraded areas. Sugarcane plantations had the highest abundance, whereas pastures had the lowest species richness. Our results suggest that the loss of forest species can be related to the loss of native forest. The results also indicate that to improve the conservation value of agricultural landscapes, native forest fragments should be conserved, extensive monocultures should be avoided and agricultural impacts should be mitigated. © 2012 by Walter de Gruyter.Berlin.Boston.","Article",NA,"Scopus",0.571504386061136,NA,NA,NA,NA,NA,25,NA
"38","2-s2.0-84864018677",23,"Lumpkin H.A., Pearson S.M., Turner M.G.","34768802400;7201386507;7403215651;","Effects of Climate and Exurban Development on Nest Predation and Predator Presence in the southern Appalachian Mountains (U.S.A.)",2012,"Conservation Biology","10.1111/j.1523-1739.2012.01851.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864018677&doi=10.1111%2fj.1523-1739.2012.01851.x&partnerID=40&md5=0d905157fa1390df3448af683d05fee0","In the eastern United States, land-use and climate change have likely contributed to declines in the abundance of Neotropical migrant birds that occupy forest interiors, but the mechanisms are not well understood. We conducted a nest-predation experiment in southern Appalachian Mountain forests (North Carolina, U.S.A.) during the 2009 and 2010 breeding seasons to determine the effects of exurban development and temperature on predator presence and the average number of days until eggs in an artificial nest were disturbed by predators. We baited artificial nests with quail (Excalfactoria chinensi) eggs and monitored them for 18 days. We used clay eggs, track plates, and motion-triggered cameras to detect and identify nest predators. The average number of days a nest was undisturbed decreased as mean temperature increased and, to a lesser extent, as the density of buildings increased. Nests on the ground were more often depredated than those in trees, likely due to increased predation by opossum (Didelphis virginiana) and other carnivores. Raccoons (Procyon lotor), opossums, corvids (Corvus brachyrhynchos and Cyanocitta cristata), chipmunks (Tamias striatus), black bears (Ursus americanus), and domestic cats (Felis catus) were the most commonly detected predators. Presence of these predators did not vary as a function of mean temperature. Domestic cats and corvids were detected more frequently in plots with high rather than low densities of buildings. Forest-interior specialists and Neotropical migrants often nest in cool, high-elevation areas with low housing density. These bird species, especially those that nest on the ground, may be most vulnerable to increased nest predation if temperature and exurban development increase at higher elevations as anticipated. © 2012 Society for Conservation Biology.","Article",NA,"Scopus",0.737607224941597,"0","0",NA,15,5,24,NA
"39","2-s2.0-84873996551",21,"Linardi P.M., Krasnov B.R.","7004158838;7005730748;","Patterns of diversity and abundance of fleas and mites in the Neotropics: Host-related, parasite-related and environment-related factors",2013,"Medical and Veterinary Entomology","10.1111/j.1365-2915.2012.01025.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873996551&doi=10.1111%2fj.1365-2915.2012.01025.x&partnerID=40&md5=b673158bedc450a602a976b9abe4a028","The effects of host-related, parasite-related and environmental factors on the diversity and abundance of two ectoparasite taxa, fleas (Insecta: Siphonaptera) and mites (Acari: Mesostigmata), parasitic on small mammals (rodents and marsupials), were studied in different localities across Brazil. A stronger effect of host-related factors on flea than on mite assemblages, and a stronger effect of environmental factors on mite than on flea assemblages were predicted. In addition, the effects of parasite-related factors on flea and mite diversity and abundance were predicted to manifest mainly at the scale of infracommunities, whereas the effects of host-related and environmental factors were predicted to manifest mainly at the scale of component and compound communities. This study found that, in general, diversity and abundance of flea and mite assemblages at two lower hierarchical levels (infracommunities and component communities) were affected by host-related, parasite-related and environmental factors, and compound communities were affected mainly by host-related and environmental factors. The effects of factors differed between fleas and mites: in fleas, community structure and abundance depended on host diversity to a greater extent than in mites. In addition, the effects of factors differed among parasite assemblages harboured by different host species. © 2012 The Royal Entomological Society.","Article",NA,"Scopus",0.334570293772455,"0",NA,NA,15,NA,22,NA
"40","2-s2.0-84878148025",22,"Bovendorp R.S., Neves C.L., Galetti M.","16062979700;55745863400;7004205870;","Phenotypic changes and small mammal impoverishment on a Brazilian Atlantic Forest Island",2013,"Mammalia","10.1515/mammalia-2011-0099","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878148025&doi=10.1515%2fmammalia-2011-0099&partnerID=40&md5=2244b355750e74bc15ef2f4b7acfbfc1","Faunal impoverishment and distorted species compositions are common phenomena in oceanic islands; however, many land-bridge islands are poorly inventoried, especially in the Neotropics. We sampled a small mammal community on a land-bridge island (Anchieta Island) along the Brazilian coast. We found only one marsupial Didelphis aurita (Wied-Neuwied, 1826) and two rodent species Oligoryzomys nigripes (Olfers, 1818) and Trinomys iheringi (Thomas, 1911) during 12 months of live trapping and 9195 trap-nights. The diversity of rodents and marsupials was not explained by species-area relations, indicating possible past extinctions. The abundance of D. aurita and O. nigripes was approximately three times higher, while the abundance of T. iheringi was approximately four times lower than abundances reported from other Brazilian Atlantic Forest sites. The population of D. aurita exhibited many phenotypic changes; males were on average 8 % smaller and females produced 30 % less litters than those from the mainland and other land-bridge islands. The long history of forest disturbance, habitat loss, reduction in forest productivity, and the recent introduction of mesopredators may be the major drivers that explain the small mammal community composition on this island. © 2013 Walter de Gruyter GmbH, Berlin/Boston.","Article",NA,"Scopus",0.732423941722677,"0","0",NA,15,5,23,NA
"41","2-s2.0-84879901777",20,"Úbeda B., Di Giacomo A.S., Neiff J.J., Loiselle S.A., Guadalupe Poi A.S., Gálvez J.A., Casco S., Cózar A.","45061255000;24449139500;6602624470;55917010600;56052891800;7102940758;6504392224;56045346000;","Potential Effects of Climate Change on the Water Level, Flora and Macro-fauna of a Large Neotropical Wetland",2013,"PLoS ONE","10.1371/journal.pone.0067787","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879901777&doi=10.1371%2fjournal.pone.0067787&partnerID=40&md5=7be6f19cb8226bfced63d38de10905c8","Possible consequences of climate change in one of the world's largest wetlands (Ibera, Argentina) were analysed using a multi-scale approach. Climate projections coupled to hydrological models were used to analyse variability in wetland water level throughout the current century. Two potential scenarios of greenhouse gas emissions were explored, both resulting in an increase in the inter-annual fluctuations of the water level. In the scenario with higher emissions, projections also showed a long-term negative trend in water-level. To explore the possible response of biota to such water-level changes, species-area relationships of flora and aerial censuses of macro-fauna were analysed during an extraordinary dry period. Plant species richness at the basin scale was found to be highly resistant to hydrological changes, as the large dimension of the wetland acts to buffer against the water-level variations. However, local diversity decreased significantly with low water levels, leading to the loss of ecosystem resilience to additional stressors. The analysis of macro-fauna populations suggested that wetland provides refuge, in low water periods, for the animals with high dispersal ability (aquatic and migratory birds). On the contrary, the abundance of animals with low dispersal ability (mainly herbivorous species) was negatively impacted in low water periods, probably because they are required to search for alternative resources beyond the wetland borders. This period of resource scarcity was also related to increased mortality of large mammals (e.g. marsh deer) around water bodies with high anthropogenic enrichment and cyanobacteria dominance. The synergy between recurrent climatic fluctuations and additional stressors (i.e. biological invasions, eutrophication) presents an important challenge to the conservation of neotropical wetlands in the coming decades. © 2013 Úbeda et al.","Article","Open Access","Scopus",0.514039019660432,"1",NA,NA,15,NA,21,NA
"42","2-s2.0-84882377861",19,"Romero A., O'Neill B.J., Timm R.M., Gerow K.G., McClearn D.","7202648601;35760477200;7004924180;6603851205;56847606800;","Group dynamics, behavior, and current and historical abundance of peccaries in Costa Rica's Caribbean lowlands",2013,"Journal of Mammalogy","10.1644/12-MAMM-A-266.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882377861&doi=10.1644%2f12-MAMM-A-266.1&partnerID=40&md5=b2baa376dcd7bcd334af00d3a737a75a","The abundances and habitat preferences of peccaries in Neotropical forests are important to understand because these keystone species influence many aspects of the ecosystem. In the Caribbean lowlands of Costa Rica, we conducted walking surveys for ∼2 years to study the behavior and population trends of collared peccaries (Pecari tajacu), and found that peccaries are abundant at La Selva Biological Station and overall, detection rates were relatively constant through time. A stable estimate of detection rates was achieved only after 7-9 months of surveying. We found no habitat preferences between primary and secondary forest, yet there were some differences in group dynamics - group radius was larger and sighting distance was greater in primary forest, whereas the number of singletons was higher in secondary forest. More peccaries were seen closer to the laboratory clearing than at greater distances, for a variety of probable reasons: habituation to humans, lower predation and hunting pressure, and various environmental and habitat factors. Peccary groups had spatially clumped distributions across the landscape and were more active diurnally than nocturnally. Collared peccary densities are relatively high at La Selva compared to other Neotropical sites, with the exception of Barro Colorado Island. We combined our data with a review of the historical literature to assess changes in the populations of peccaries in the Caribbean lowlands. We found that collared peccaries have likely increased in abundance at La Selva, seemingly a few years after the extirpation of white-lipped peccaries (Tayassu pecari), which were abundant in the area 40-50 years ago. An understanding of the group dynamics, behavior, and habitat preference of collared peccaries is essential for management decisions and conservation efforts. Additionally, assessment of population changes should be carefully considered in a historical context, with a particular focus on how the populations of the 2 peccary species have changed, and how these species might differentially affect their environment. © 2013 American Society of Mammalogists.","Article","Open Access","Scopus",0.688357458253128,"1","1","corrected unranked to 1",15,10,20,NA
"43","2-s2.0-84885937390",18,"Klinger R., Rejmánek M.","7006755789;7003286849;","Experimental Seed Predator Removal Reveals Shifting Importance of Predation and Dispersal Limitation in Early Life History Stages of Tropical Forest Trees",2013,"Folia Geobotanica","10.1007/s12224-013-9178-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885937390&doi=10.1007%2fs12224-013-9178-9&partnerID=40&md5=6edbc6fe64ce75e7ab776a1f3c4d9864","Recruitment limitation of trees in tropical forests can occur because of high rates of seed predation or low rates of seed dispersal, but the degree to which limitation is influenced by variation in seed predator abundance, and hence variation in seed predation and dispersal, is not well understood. We experimentally reduced the density of a granivorous small mammal (Heteromys desmarestianus) by 90 % to assess the degree to which its rates of seed predation and dispersal limit seed to seedling survival of nine species of trees in a Neotropical lowland forest. Overall, the proportion of seeds that germinated was influenced more by high rates of predation than by limited dispersal. Reduction in density of H. desmarestianus resulted in an order of magnitude decrease in fruit removal rates and an order of magnitude increase in both the absolute and relative numbers of seeds that germinated. However, the proportion of seeds that were cached remained relatively constant across all periods and between control grids and removal plots. In removal plots, H. desmarestianus dispersed and cached about 10 % of the fruits they handled, of which approximately 25 % germinated. This was 2 to 3 times greater than the germination rates of undispersed seeds, and for two species dispersed seeds were the only ones that germinated. The results suggest the simultaneous occurrence of both seed predation and dispersal limitation for trees with animal-dispersed seeds, but there may also be a hierarchy of importance in the relative strength of these two mechanisms that is determined by the dynamics of seed predator populations. © 2013 Institute of Botany, Academy of Sciences of the Czech Republic.","Article",NA,"Scopus",0.430290048144069,"0",NA,NA,15,NA,19,NA
