,EID,X__1,Unnamed: 0,Authors,Author(s) ID,Title,Year,Source title,DOI,Link,Abstract,Document Type,Source,p,Relevance_std,Relevance_ranked,X__2,Timespan_std,Timespan_ranked,Relevance_std_mod,Timespan_std_mod,Scopus_index,Present_in_training_docs
126,2-s2.0-70450222540,53,53,"McLeay L.J., Page B., Goldsworthy S.D., Ward T.M., Paton D.C.",7004906283;7103258031;7003484431;7402100144;7103157939;,Size matters: Variation in the diet of chick and adult crested terns,2009,Marine Biology,10.1007/s00227-009-1211-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450222540&doi=10.1007%2fs00227-009-1211-4&partnerID=40&md5=06a0f1d2d41e0d1e134507230aff8fde,"We investigated ontogenetic, temporal and spatial patterns in the composition and size of prey in the diet of crested terns, Sterna bergii. Diet analyses indicated that crested terns are a generalist predator on surface-schooling clupeids (Australian anchovy Engraulis australis, sardine Sardinops sagax and blue sprat Spratelloides robustus), Degens leatherjacket Thamnaconus degeni, southern sea garfish Hyporhamphus melanochir, Australian herring Arripis georgianus, slender bullseye Parapriacanthus elongatus and barracouta Thyrsites atun. Ontogenetic differences in prey size indicated that adults are constrained in their foraging behaviour during the early chick-provisioning period by the need to self feed and select smaller prey that can be ingested by their chicks. Chicks consumed significantly higher proportions of clupeids than adults, which consumed mainly Degens leatherjackets and barracouta, suggesting that adults may select higher quality prey for their chicks compared to what they consume themselves. Spatial differences in prey composition were driven by differing proportions of sardine, Australian anchovy and Degens leatherjacket and could reflect local differences in the abundances of these prey. The size of prey taxa consumed by adults also reflected a North-South gradient in prey size. The large component of juvenile sardine in the diet of crested terns suggests future dietary measures may inform fisheries managers about changes in local juvenile sardine abundance. These data could assist in highlighting any fishery-related decreases in sardine recruitment and help ensure commercial fishing practices address principals of Ecologically Sustainable Development developed for Australian fisheries. © Springer-Verlag 2009.",Article,Scopus,0.629538606,NA,NA,NA,NA,NA,,,54,0
27,2-s2.0-27744570718,86,86,"Jellyman D.J., Graynoth E.",7004236176;6603552709;,The use of fyke nets as a quantitative capture technique for freshwater eels (Anguilla spp.) in rivers,2005,Fisheries Management and Ecology,10.1111/j.1365-2400.2005.00445.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-27744570718&doi=10.1111%2fj.1365-2400.2005.00445.x&partnerID=40&md5=a21611020a8015229b57c55b002c3cac,"Fyke netting is a convenient and effective technique for capturing freshwater eels, and catch-per-unit-effort is usually assumed to be an index of eel abundance. The present study investigated the potential of depletion fishing using baited fyke nets to obtain population estimates of longfin eels Anguilla dieffenbachii Gray, in a river in the South Island of New Zealand. The probability of capture (capture efficiency) of a single night's fishing increased with increasing size of eel, and ranged from 0.2 to 0.9 for eels < 400 mm, to 0.7-0.9 for eels ≥500 mm. The capture efficiency of baited vs unbaited nets was assessed in a small stream that was electric fished after netting trials were completed. Baited nets proved to be an effective method of assessing abundance of longfin eels (> 400 mm) but not shortfins (A. australis Richardson); capture efficiency of the population of longfins (the sum of fyke caught and electric fished eels) was 0.4 for a single night's fyke netting, increasing to 0.8 over four nights. Comparable efficiencies for shortfins were <0.1 and 0.3 respectively. Unbaited nets were markedly less efficient for both species. © 2005 Blackwell Publishing Ltd.",Article,Scopus,0.625568693,NA,NA,NA,NA,NA,,,87,NA
28,2-s2.0-27944450128,67,67,"Brown P., Sivakumaran K.P., Stoessel D., Giles A.",23065794000;7004502309;6505813010;7102187123;,"Population biology of carp (Cyprinus carpio L.) in the mid-Murray River and Barmah Forest Wetlands, Australia",2005,Marine and Freshwater Research,10.1071/MF05023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-27944450128&doi=10.1071%2fMF05023&partnerID=40&md5=268bcf9a22439ee5b41fd900824ef9ad,"The present study quantitatively describes a significant stock of carp (Cyprinus carpio L.), an exotic pest species, in a temperate riverine floodplain wetland. Intensity and duration of flooding influenced relative abundance, distribution and recruitment. Average growth (mm) in length was described with the von Bertalanffy growth model for males (L∞ = 489, k = 0.249, t0 = -0.519), and females (L∞ = 594, k = 0.177, t0 = -0.609) to age 28. Variation in growth was described with a lognormal distribution of k. Total mortality (Z year-1) was 0.268-0.407 for males, 0.311-0.422 for females, 3.24 for age-0 juveniles and 1.80 for age-1 juveniles. Natural mortality (M year-1) was 0.199 for males and 0.262 for females. Fishing mortality (F year-1) was &lt;0.05 for males and 0.11-0.30 for females. Gonadal changes indicated extended spawning seasons peaking in September 1999 and October 2000. Median sizes and ages at initial maturation were 307 mm, 584 g and 1.1 years for males and 328 mm, 688 g and 2.7 years for females. Sex ratio varied significantly with age from equal as juveniles to a significant male-bias as adults. This description will enable better stock assessment and development of simulations that evaluate potential pest management strategies. © CSIRO 2005.",Article,Scopus,0.620926781,NA,NA,NA,NA,NA,,,68,NA
84,2-s2.0-4444334450,106,106,"Halford A., Cheal A.J., Ryan D., Williams D.McB.",6602085146;6508307986;15221020300;55737561300;,Resilience to large-scale disturbance in coral and fish assemblages on the great barrier reef,2004,Ecology,10.1890/03-4017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-4444334450&doi=10.1890%2f03-4017&partnerID=40&md5=6732efad2e650c2bff832d78561f39e1,"Recognition of the complex spatial and temporal variability of abundance and diversity found in many populations has led to a greater focus on the roles of heterogeneity, stochasticity, and disturbance in the structure and persistence of communities. This focus is directly relevant to coral reef communities that are characterized by very high species diversity in a spatially heterogeneous environment, display stochastic variability in community structure at small spatial and temporal scales, and are subject to major disturbances. We monitored coral and fish assemblages over 14 years on fixed sites spread over 80 km of the southern Great Barrier Reef (GBR), Australia, and found evidence of large-scale resilience and predictable recovery of these assemblages. Sometime between November 1987 and October 1989, live coral cover on the shallow northeast flanks of some reefs in the southern GBR decreased from >80% to <10%, probably as a result of storm damage. We compared the fish and benthic communities present in these areas prior to the disturbance (1983-1984) with those present in 1992 and the subsequent changes through to 1998. Hard coral cover increased slowly from 1992 to 1994, then accelerated to be indistinguishable from pre-impact levels by 1998. The response of the coral assemblages was largely due to the predominance of tabulate Acropora species and their characteristics of rapid growth and competitive dominance. Patterns of species richness of the fish families Acanthuridae, Chaetodontidae, Scaridae, and Pomacentridae mirrored that of hard coral, except the Pomacentridae had not recovered to pre-impact levels by 1998. Of the 26 fish species analyzed for changes in abundance, 88% decreased after the disturbance, then subsequently increased, with all but two recovering to pre-impact levels by 1998. Although processes such as settlement and immigration are ultimately responsible for replenishment of local populations, our data suggested that habitat plays a strong role in modifying fish assemblages. Thus, both coral and fish assemblages demonstrated resilience to large-scale natural disturbance and predictability in the structure of the assemblages, with most taxa approaching the asymptote of abundance and species richness that existed prior to the disturbance.",Article,Scopus,0.62034168,NA,NA,NA,NA,NA,,,107,NA
93,2-s2.0-47949116192,26,26,"Wernberg T., White M., Vanderklift M.A.",8657683700;55472896300;6602080870;,"Population structure of turbinid gastropods on wave-exposed subtidal reefs: Effects of density, body size and algae on grazing behaviour",2008,Marine Ecology Progress Series,10.3354/meps07416,https://www.scopus.com/inward/record.uri?eid=2-s2.0-47949116192&doi=10.3354%2fmeps07416&partnerID=40&md5=f0209dfef67f8849628d9a61d5e3b0c9,"Knowledge of the population structure and feeding capabilities of herbivores is critical to evaluate their influence on energy flow and community structure in their habitats. We tested for patterns in abundance (24 reefs) and size (12 reefs) of turbinid gastropods across 4 locations spanning &gt;6° latitude (∼1000 km) in Western Australia, and we tested the effect of density (1 to 5 individuals) and size (38.8 to 747.1 g wet wt) of Turbo torquatus on consumption of macroalgae with different thal-lus structure (Functional Groups 3 to 5). Turbinid gastropods were found at all locations (up to 2.4 ind. m-2); 82.4% of all individuals were T. torquatus. One location (Marmion, Perth) had considerably higher abundances than all other locations. Populations of T. torquatus at the 2 southern locations had a broad range of sizes (9 to 119 mm total shell length [TSL]), although 1 location was dominated by small, and the other, by large, individuals. In contrast, both northern locations were strongly dominated by 1 size class (40 to 60 mm TSL). T. torquatus consumed Ulva lactuca, Hypnea valentiae, Hennedya crispa and juvenile Ecklonia radiata at rates of 150 to 450 mg blotted fresh weight d-1, depending on density of gastropods and species of algae. There was a positive relationship between the rate of consumption and size of T. torquatus when fed U. lactuca and H. valentiae. The present study has produced 3 main insights: (1) densities of turbinids on offshore, wave-exposed, subtidal reefs are similar to those in other coastal habitats; (2) patterns of abundances and sizes are consistent with broad-scale processes, such as ocean climate, fishing pressure and eutrophication; and (3) T. torquatus can consume a variety of macroalgae at rates that suggest it has the potential to exert top-down control of macroalgae, although low densities of gastropods preclude strong effects. © Inter-Research 2008.",Article,Scopus,0.618478529,NA,NA,NA,NA,NA,0,15,27,NA
109,2-s2.0-60749136080,9,9,"Balcombe S.R., Arthington A.H.",6508188988;7004602212;,Temporal changes in fish abundance in response to hydrological variability in a dryland floodplain river,2009,Marine and Freshwater Research,10.1071/MF08118,https://www.scopus.com/inward/record.uri?eid=2-s2.0-60749136080&doi=10.1071%2fMF08118&partnerID=40&md5=59ba3da76da3fc26197b73268b2e3c03,"Riverine fish living in unpredictable flow environments tend to be ecological generalists with traits that allow them to persist under highly variable and often harsh conditions associated with hydrological variation. Cooper Creek, an Australian dryland river, is characterised by extreme flow variability, especially in the magnitude, timing and duration of channel flows and floods, which, if they occur, do so mainly in summer. The present study examined the influence of hydrological variability on fish assemblages and abundance in four waterholes in the Windorah reach of Cooper Creek over eight occasions between 2001 and 2004. Antecedent flows had marked influences on fish species richness and assemblage structure. Following high summer flows, all waterholes supported a rich and abundant fish fauna, whereas fewer species and lower numbers were recorded following periods of zero channel flow. Recruitment of three of the four most common and abundant species was enhanced when intermittent flows inundated backwater and floodplain habitats that provide a food-rich environment. Opportunistic responses to rising channel flows and occasional large floods in Cooper Creek help to explain the prominent 'boom' patterns of fish production in this arid-zone river, whereas low-level recruitment during periods of low or no flow maintains populations of some species through the 'bust'. © CSIRO 2009.",Article,Scopus,0.612289588,1,NA,NA,5,NA,1,5,10,NA
29,2-s2.0-27944453138,117,117,"Matveev V.F., Matveeva L.K.",7203051555;7103161272;,Seasonal succession and long-term stability of pelagic community in a productive reservoir,2005,Marine and Freshwater Research,10.1071/MF04289,https://www.scopus.com/inward/record.uri?eid=2-s2.0-27944453138&doi=10.1071%2fMF04289&partnerID=40&md5=3c0a9235338118dff27624a340581738,"In Lake Hume, a reservoir located in an active agricultural zone of the Murray River catchment, Australia, time series for the abundances of phytoplankton and zooplankton taxa, monitored from 1991 through to 1996, were stationary (without trends), and plankton taxonomic composition did not change. This indicated ecosystem resilience to strong fluctuations in reservoir water level, and to other potential agricultural impacts, for example eutrophication and pollution. Although biological stressors such as introduced fish and invertebrate predators are known to affect planktonic communities and reduce biodiversity in lakes, high densities of planktivorous stages of alien European perch (Perca fluviatilis) and the presence of carp (Cyprinus carpio) did not translate into non-stationary time series or declining trends for plankton in Lake Hume. However, the seasonal successions observed in the reservoir in different years did not conform well to the Plankton Ecology Group (PEG) model. Significant deviations of the Lake Hume successional pattern from the PEG model included maxima for phytoplankton abundance being in winter and the presence of a clear water phase without large zooplankton grazers. The instability of the water level in Lake Hume probably causes the dynamics of most planktonic populations to be less predictable, but did not initiate the declining trends that have been observed in some other Australian reservoirs. Both the PEG model and the present study suggest that hydrology is one of the major drivers of seasonal succession. © CSIRO 2005.",Article,Scopus,0.6113449,NA,NA,NA,NA,NA,,,118,NA
21,2-s2.0-22144496151,116,116,"Doupé R.G., Morgan D.L., Gill H.S.",6602144700;7403985358;7102377044;,"Prospects for a restorative fishery enhancement of Lake Kununurra: A high-level tropical impoundment on the Ord River, Western Australia",2005,Pacific Conservation Biology,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-22144496151&partnerID=40&md5=17c947ade2aa2c2603636726c7525035,"The high-level irrigation water supply dams of the Ord River in tropical Western Australia impede the movement of Barramundi Lates calcarifer and other tropical fish species. A recreational Barramundi fishery enhancement of Lake Kununurra using a fishway has been widely promoted as advancing fishery conservation and the reformation of land and water management practices within the greater Ord River region. Of the fishways considered here, none have been found to admit Barramundi in the numbers and size classes necessary to establish or maintain the recreational fishery. Reasons for this include an inadequate understanding of fish behaviour and/or fishway design faults. The seemingly reluctant use of fishways by Barramundi might also be confounded by some observations being made on rivers where Barramundi populations are either comparatively small or non-existent. The alternative to a fishway is hatchery stocking. This option, like a dedicated Barramundi fishway, represents a single-species approach to fishery enhancement and is the least legitimate attempt to restore the ecological integrity of the fish communities of either Lake Kununurra or the Ord River. We argue that progress toward the restoration of the lake should continue, though a fishery enhancement programme that incorporates the broader fish community and not just a single species, would better rebuild the presently degraded Ord River system. Of the available options, we recommend testing an experimental model that incorporates aspects of the vertical-slot and bypass fishway designs, with the objectives being to learn migratory fish behaviour, abundance, and patterns and cues for fish movement. This approach can incorporate Barramundi as the target species to better understand entrance design constraints, minimum slot widths for larger fish, and operation under low flows during peak irrigation water demands, but still accommodate the movement of tropical fishes during these periods.",Article,Scopus,0.60998219,NA,NA,NA,NA,NA,,,117,NA
53,2-s2.0-33750119976,76,76,"Ihde T.F., Frusher S.D., Hoenig J.M.",6506374139;6602861497;7005097376;,Do large rock lobsters inhibit smaller ones from entering traps? A field experiment,2006,Marine and Freshwater Research,10.1071/MF05238,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750119976&doi=10.1071%2fMF05238&partnerID=40&md5=a1479bf09cc4e860249198765976fdff,"Indices of recruitment are often derived from trap surveys. If legal-sized lobsters inhibit smaller ones from entering traps, the overall catch-rate may depend on population composition and not just on overall abundance, and recruitment strength can be overestimated as average length decreases in a population. A controlled field experiment was used to examine whether trapping inhibition of Jasus edwardsii occurred during spring (November) or summer (February) in south-eastern Tasmania. Four treatments were applied. Baited traps were seeded with either: one large female, one large male or two sublegal-sized female lobsters. Baited traps with no seed were used as a control. Seeded traps always caught fewer sublegal-sized lobsters than control traps. When catches in both seasons were examined by sex of entrants, seeded traps caught fewer small lobsters than control traps in 11 of 12 comparisons. However, a strong inhibitory effect was observed only for female-seeded traps during summer. The data obtained in the present study suggest that sublegal-sized indices of recruitment are likely to be influenced in summer by the number of large females present. Spring trials suggest that corrections to a sublegal-catch index may be unnecessary during this season, but more work is required in order to better understand the complex, sex-specific and seasonal patterns of interactions of this species. © CSIRO 2006.",Article,Scopus,0.609842729,NA,NA,NA,NA,NA,,,77,NA
79,2-s2.0-37849029820,54,54,"Malcolm H.A., Gladstone W., Lindfield S., Wraith J., Lynch T.P.",23134913200;6603780117;23135023300;23135530300;7203057767;,"Spatial and temporal variation in reef fish assemblages of marine parks in New South Wales, Australia - Baited video observations",2007,Marine Ecology Progress Series,10.3354/meps07195,https://www.scopus.com/inward/record.uri?eid=2-s2.0-37849029820&doi=10.3354%2fmeps07195&partnerID=40&md5=70c5e638dad4d6651cefe29ba53f5a98,"Baited remote underwater video stations (BRUVS) were used to examine variation in assemblages of reef fishes at scales of 100s of kilometres (between 3 marine parks in New South Wales, Australia) and kilometres (between 4 sites within each park). Temporal variation over 5 yr was also examined in 1 park (Solitary Islands). BRUVS were able to sample the relative abundance and distribution of species from a wide range of trophic groups, and were particularly effective for detecting cryptic predators. Significant variability in the fish assemblages occurred between each park consistent with the latitudinal distribution of the parks. Fish assemblages also varied significantly between sites within each park. Contrary to expectations, total species richness did not follow the expected latitudinal gradient. However, observed geographical patterns in species richness of certain families such as Labridae (greater richness in the most northern park) and Monacanthidae (greater species richness in southern parks) followed expectations. Abundant schooling species, common to all 3 parks, were important contributors to variation between sites. Temporal variation over 5 yr at 1 park was relatively minor compared to the spatial variation among the 3 parks. This suggests large-scale spatial separation is more important for structuring fish assemblages than time. A network of marine parks will therefore be required to represent variation in reef fish assemblages over this latitudinal scale. © Inter-Research 2007.",Article,Scopus,0.609321947,NA,NA,NA,NA,NA,,,55,NA
64,2-s2.0-33846987228,96,96,"Kelly D.J., Jellyman D.J.",56393066600;7004236176;,"Changes in trophic linkages to shortfin eels (Anguilla australis) since the collapse of submerged macrophytes in Lake Ellesmere, New Zealand",2007,Hydrobiologia,10.1007/s10750-006-0400-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846987228&doi=10.1007%2fs10750-006-0400-0&partnerID=40&md5=ebdf4a6dd3a0162523b0de284b4e4a29,"Lake Ellesmere (Te Waihora) is a nationally important coastal brackish lake in New Zealand, however degradation in water quality and loss of submerged macrophytes over past decades have raised concerns in regards to the declining status of the lake's commercial and customary fisheries, predominantly targeted at shortfin eels (Anguilla australis). We investigated foodweb dynamics and trophic linkages to shortfin eels in Lake Ellesmere using a combination of abundance assessments, dietary studies, and stable isotope analyses. Data from our study are compared with historical data sets on benthic invertebrate community composition and shortfin eel diets to trace changes in the trophic linkages to top predators that have occurred since the late 1960s. Stable isotope analyses indicate that the foodweb is predominantly driven by epipelic and phytoplankton derived carbon sources, although it was difficult to discriminate between these two carbon pools because of wind-driven resuspension of lake sediments. Comparison of our survey results with historical data sets indicates a clear shift in benthic biota from being dominated by phytofaunal species such as Potamopyrgus antipodarum (comprising 90% of total invertebrate biomass) during the 1960s, to now being almost entirely comprised of subterranean species such as Chironomus zealandicus and oligochaetes (together comprising 82% of total invertebrate biomass). This shift in benthic communities has resulted in significant changes in the size-specific diet of juvenile shortfin eels (&lt;400 mm) from those reported for Lake Ellesmere during the mid 1970s, with Chironomus larvae now comprising 65% of the diets of juvenile eels, whereas historically P. antipodarum was the dominant food item (&gt;30% of total biomass). This shift towards foraging on smaller sediment-dwelling species could have implications for juvenile eel bioenergetics, and may help explain why juvenile shortfin growth rates have significantly decreased in past decades. Juvenile shortfins now appear to switch to foraging on preyfish (mainly common bullies, Gobiomorphus cotidianus) at a smaller size (≈400 mm) than historically recorded (&gt;500 mm). Dietary and stable isotope signatures indicated that small shortfins (100-299 mm) have considerable overlap in trophic position (δ13C = -20.4‰, δ15N = 13.6‰) with common bullies (δ13C = -20.5‰, δ15N = 13.7‰), the dominant fish in Lake Ellesmere (92% of total abundance CPUE), potentially indicating that these two species may directly compete for food resources. These findings again highlighted the importance of C. zealandicus in sustaining the fish populations of the lake. © 2007 Springer Science+Business Media B.V.",Article,Scopus,0.601956213,NA,NA,NA,NA,NA,,,97,NA
38,2-s2.0-33645103942,90,90,"Jenkins G.P., King D.",7201484880;36983602000;,"Variation in larval growth can predict the recruitment of a temperate, seagrass-associated fish",2006,Oecologia,10.1007/s00442-005-0336-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645103942&doi=10.1007%2fs00442-005-0336-5&partnerID=40&md5=e8c62a83cb77db186446c912925407eb,"Understanding the factors leading to inter-annual variation in recruitment of animals with complex life cycles is a key goal for ecology and the sustainable management of animal resources, such as fisheries. We used otolith microstructure to determine larval growth rates of post-larval King George whiting, Sillaginodes punctata, in seagrass beds of Port Phillip Bay, Australia. Inter-annual variation in growth determined early in the pelagic, offshore larval-stage was highly correlated with post-larval abundance (a predictor of fishery recruitment). Sea surface temperature measured near the presumed spawning area off Western Victoria was significantly correlated with larval growth, and was also significantly correlated with post-larval abundance in Port Phillip Bay. Increased water temperature would have had the direct effect of increasing larval growth and therefore contributing to larval survival, but may also have been indicative of enhanced physical transport and/ or plankton productivity. Overall, larval growth rate of King George whiting is a very strong predictor of post-larval abundance, which in turn will influence fishery recruitment in 3-5 years' time. © Springer-Verlag 2006.",Article,Scopus,0.601756096,NA,NA,NA,NA,NA,,,91,NA
20,2-s2.0-20344365840,72,72,"Skilleter G.A., Zharikov Y., Cameron B., McPhee D.P.",6701495399;6602972189;8563710100;7007102784;,Effects of harvesting callianassid (ghost) shrimps on subtropical benthic communities,2005,Journal of Experimental Marine Biology and Ecology,10.1016/j.jembe.2004.12.033,https://www.scopus.com/inward/record.uri?eid=2-s2.0-20344365840&doi=10.1016%2fj.jembe.2004.12.033&partnerID=40&md5=7993b3f5e3b23c6133ed6a26ffa46ead,"The effects of harvesting of callianassid shrimp (Trypaea australiensis) on the abundance and composition of macrobenthic assemblages in unvegetated sediments of a subtropical coastal embayment in Queensland, Australia were examined using a combination of sampling and manipulative experiments. First, the abundance and composition of the benthic infauna in an area regularly used for the collection of shrimp for bait by recreational anglers was compared with multiple reference areas. Second, a BACI design, with multiple reference areas, was used to examine the short-term effects of harvesting on the benthic assemblages from an intensive commercialised fishing competition. Third, a large-scale, controlled manipulative experiment, where shrimp were harvested from 10,000 m2 plots at intensities commensurate with those from recreational and commercial operators, was done to determine the impacts on different components of the infaunal assemblage. Only a few benthic taxa showed significant declines in abundance in response to the removal of ghost shrimp from the unvegetated sediments. There was evidence, however, of more subtle effects with changes in the degree of spatial variation (patchiness) of several taxa as a result of harvesting. Groups such as capitellid polychaetes, gammarid amphipods and some bivalves were significantly more patchy in their distribution in areas subjected to harvesting than reference areas, at a scale of tens of metres. This scale corresponds to the patterns of movement and activity of recreational harvesters working in these areas. In contrast, patchiness in the abundance of ghost shrimp decreased significantly under harvesting at scales of hundreds of metres, in response to harvesters focussing their efforts on areas with greater numbers of burrow entrances, leading to a more even distribution of the animals. Controlled experimental harvesting caused declines in the abundance of soldier crabs (Mictyris longicarpus), polychaetes and amphipods and an increase in the spatial patchiness of polychaetes. Populations of ghost shrimp were, however, resilient to harvesting over extended periods of time. In conclusion, harvesting of ghost shrimp for bait by recreational and commercial fishers causes significant but localised impacts on a limited range of benthic fauna in unvegetated sediments, including changes in the degree of spatial patchiness in their distribution. © 2005 Elsevier B.V. All rights reserved.",Article,Scopus,0.601493477,NA,NA,NA,NA,NA,,,73,NA
131,2-s2.0-9744281935,83,83,"Maunder M.N., Langley A.D.",7004226859;7006761997;,Integrating the standardization of catch-per-unit-of-effort into stock assessment models: Testing a population dynamics model and using multiple data types,2004,Fisheries Research,10.1016/j.fishres.2004.08.015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-9744281935&doi=10.1016%2fj.fishres.2004.08.015&partnerID=40&md5=0bd3c63dd30e712499835753100ffc96,"Standardization of catch-per-unit-of-effort (CPUE) data can be integrated into stock assessment methods. We apply this method to the stock of trevally (Pseudocaranx dentex) off the west coast of New Zealand to address: (1) whether the stock assessment model explains all of the annual variation in the CPUE data, and (2) the impact on the assessment results of how the catch-at-age data are weighted. If not all of annual variation in CPUE is explained by the stock assessment model, the assessment may be statistically inadequate. The inadequacy may be in the representation of the population dynamics, in the relationship between CPUE and abundance, or due to additional variation in CPUE left unexplained by the independent variables. Catch-at-age data often have too much influence on the estimated abundance trajectory, so the sample size used in the catch-at-age likelihood function is often reduced when applying age-structured stock assessment methods. The integrated approach automatically places more weight on the CPUE data compared to the catch-at-age data, and may therefore provide an alternative to arbitrarily downweighting catch-at-age data. © 2004 Elsevier B.V. All rights reserved.",Article,Scopus,0.599378965,NA,NA,NA,NA,NA,,,84,NA
10,2-s2.0-11144251739,108,108,"Growns I., Wooden I., Schiller C.",6603682358;8047497300;8047497400;,Use of instream wood habitat by Trout Cod Maccullochella macquariensis (Cuvier) in the Murrumbidgee River,2004,Pacific Conservation Biology,10.1071/PC040261,https://www.scopus.com/inward/record.uri?eid=2-s2.0-11144251739&doi=10.1071%2fPC040261&partnerID=40&md5=a346d326208876fbe8a92102e89f64a0,"Microhabitat use of instream wood habitat by Trout Cod Maccullochella macquariensis (Cuvier), a critically endangered species with a restricted distribution, was examined in the Murrumbidgee River in New South Wales, Australia. Habitat variables were scored or measured at 100 m intervals along the river or wherever Trout Cod were captured using electrofishing. The occurrence of Trout Cod was significantly dependent on the presence of instream woody habitat and 95% of samples where trout cod were caught were associated with the presence of woody habitat. Trout Cod were more likely to be found on simply-structured woody habitats, away from the river-bank and their abundance showed no relationship with water velocity. The low abundance of other fish species at the sampling sites suggests that the relationships demonstrated are not due to inter-species interactions. The results will assist with specific management actions to restore and protect populations of this endangered species.",Article,Scopus,0.599369104,NA,NA,NA,NA,NA,,,109,NA
76,2-s2.0-36249007856,47,47,"Kennard M.J., Olden J.D., Arthington A.H., Pusey B.J., Poff N.L.",7004342328;6701652168;7004602212;6701838536;6603966446;,Multiscale effects of flow regime and habitat and their interaction on fish assemblage structure in eastern Australia,2007,Canadian Journal of Fisheries and Aquatic Sciences,10.1139/F07-108,https://www.scopus.com/inward/record.uri?eid=2-s2.0-36249007856&doi=10.1139%2fF07-108&partnerID=40&md5=99bc58567db953810f2d80377ff5be91,"We examine the multiscale influence of environmental and hydrological features of the riverine landscape on spatial and temporal variation in fish assemblages in eastern Australia. Multiresponse artificial neural network models provided accurate predictions of fish assemblages in the Mary River based on species presence-absence data (mean Bray-Curtis similarity between predicted and observed composition = 84%) but were less accurate when based on species relative abundance or biomass (mean similarity = 62% and 59%, respectively). Landscape- and local-scale habitat variables (e.g., catchment area and riparian canopy cover) and characteristics of the long-term flow regime (e.g., variability and predictability of flows) were more important predictors of fish assemblages than variables describing the short-term history of hydrological events. The relative importance of these variables was broadly similar for predicting species occurrence, relative abundance, or biomass. The transferability of the Mary River predictive models to the nearby Albert River was high for species presence-absence (i.e., closer match between predicted and observed data) compared with species abundances or biomass. This suggests that the same landscape-scale features are important determinants of distribution of individual species in both rivers but that interactions between landscape, hydrology, and local habitat features that collectively determine abundance and biomass may differ. © 2007 NRC.",Article,Scopus,0.596699327,NA,NA,NA,NA,NA,,,48,NA
6,2-s2.0-0348252283,126,126,"Inglis G.J., Gust N.",7006082582;6603203540;,Potential indirect effects of shellfish culture on the reproductive success of benthic predators,2003,Journal of Applied Ecology,10.1111/j.1365-2664.2003.00860.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0348252283&doi=10.1111%2fj.1365-2664.2003.00860.x&partnerID=40&md5=7af6aca6d90db498604801da837e7437,"1. Environmental assessments of coastal aquaculture are concerned mostly with direct impacts on natural assemblages in the vicinity of shellfish or fin-fish farms. As the size and density of farmed sea space increases, there is greater potential for indirect effects on food webs beyond the immediate culture area. 2. We investigated the potential indirect effects of long-line mussel Perna canaliculus farms on the demography of an important benthic predator, the sea star Coscinasterias muricata. Surveys beneath four active farms, an abandoned farm and three unfarmed areas of seabed in Pelorus Sound, New Zealand, described the direct effects of mussel culture on the distribution and abundance of sea stars and other benthic consumers. These data were used to calibrate a model that simulated the fertilization success of sea star populations in farmed and unfarmed areas of the bays. 3. Deposits of living mussels and mussel shells covered up to 55% of the seafloor beneath farm sites, but were absent from soft sediments at unfarmed sites. Mean densities of sea stars were up to 39 times larger at active farm sites than in unfarmed areas and were correlated with the abundance of living mussels on the seafloor. 4. Within individual farms, the distribution of sea stars was highly aggregated at small spatial scales, with most (63%) individuals occurring within 2 m of their nearest neighbour. In unfarmed areas, sea stars were widely dispersed (&lt; 1 80 m-2). 5. Our simulations indicate that, because of the extremely clumped distributions of sea stars, spawning individuals at farm sites would on average have substantially greater fertilization success (c. 90% of eggs) than those foraging in areas where farms are absent (&lt;&lt; 2% of eggs), and total zygote production could be as much as 1500 times greater than in unfarmed areas. 6. Synthesis and applications. This study demonstrates the potential for significant bottom-up effects of aquaculture on surrounding ecological assemblages. If, as has been suggested, sperm limitation is a major constraint on recruitment of asteroids and other invertebrate predators, supplemental provisioning from increased farm development could result in occasional outbreaks of populations, over a broader area than the farmed location. Without appropriate monitoring such events are likely to be dismissed as rare, natural phenomena rather than a consequence of shellfish culture.",Article,Scopus,0.596361127,NA,NA,NA,NA,NA,,,127,NA
