,EID,X__1,Authors,Author(s) ID,Title,Year,Source title,DOI,Link,Abstract,Document Type,Access Type,Source,p,Relevance_std,Relevance_ranked,X__2,Timespan_std,Timespan_ranked,Scopus_index,Present_in_training_docs
41,2-s2.0-34548490948,26,"Soderquist T., Gibbons D.",6603097693;21233451600;,Home-range of the Powerful Owl (Ninox strenua) in dry sclerophyll forest,2007,Emu,10.1071/MU06055,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548490948&doi=10.1071%2fMU06055&partnerID=40&md5=358fe9bb08b8844d925d44d99321e725,"Since European settlement of Australia, the dry open forests and woodlands of central Victoria have been extensively cleared and most large trees harvested, resulting in a decline of arboreal mammal populations. The Powerful Owl, which was formerly reliant on these prey species, still persists in the region but at very low densities and uncertain viability. Previous research has shown that Powerful Owls select home-ranges with more large trees and hollows than the forest at large, but the amount of such habitat that is required remained undefined. Four adult Powerful Owls (two males and two females) from four pairs occupying geographically separate territories in box-ironbark forest were radio-tracked over 1-6 months. Home-range size was much greater than previously assumed for this species (minimum convex polygon of 4774, 2896, 1770 and 1382 ha). Range-length was 5.7-8.9 km, and on average 5-12% of each home-range was used during a single night. Core foraging areas comprised many, typically small, patches scattered across the entire home-range. Selection of roosting sites was flexible and did not constrain spatial use of home-range, with 96% of roosts in very small to medium-sized trees, which are widely distributed. The finding of unexpectedly large foraging ranges suggests that enhancement of habitat quality and mammalian prey abundance in currently occupied home-ranges is the foremost goal for forest managers if a viable population is to be sustained. © Royal Australasian Ornithologists Union 2007.",Article,NA,Scopus,0.689892986,NA,NA,NA,NA,NA,27,NA
40,2-s2.0-34548414173,27,"Dawson J.P., Claridge A.W., Triggs B., Paull D.J.",56209429600;6701688847;7004489309;7004331155;,"Diet of a native carnivore, the spotted-tailed quoll (Dasyurus maculatus), before and after an intense wildfire",2007,Wildlife Research,10.1071/WR05101,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548414173&doi=10.1071%2fWR05101&partnerID=40&md5=7bae96221991834f4eca4a2ce2b6befe,"The relationship between the diet of the spotted-tailed quoll (Dasyurus maculatus) and the abundance of its prey was investigated in rain-shadow woodland habitat in southern New South Wales for one year before and two years after a high-intensity, broad-scale wildfire. Scats were variously collected from quoll latrines and live-trapped animals during winter for each of the three years and analysed to determine prey items. Estimates of abundance of key ground-dwelling and arboreal medium-sized mammals were simultaneously obtained using plot-based survey techniques and spotlighting. Over the duration of the study, quoll diet was dominated by medium-sized mammals, particularly brushtail possums (Trichosurus spp.) and lagomorphs (rabbit and hare), followed by small and large-sized mammals. After the fire there was a shift in utilisation of food resources in response to significant changes in prey availability. Monitoring revealed that brushtail possums, lagomorphs and bandicoots were all significantly less abundant in the winter following the fire, and populations of lagomorphs, but not possums, then increased in the second winter after the fire. Quolls adapted to this by taking significantly more lagomorphs in each of the two years after the fire and by taking advantage of a short-term increase in the availability of carrion. The results of this study reaffirm that the spotted-tailed quoll is adaptable in its utilisation of available food, and that fires are not necessarily detrimental to the species and its prey base. © CSIRO 2007.",Article,NA,Scopus,0.70287297,NA,NA,NA,NA,NA,28,NA
57,2-s2.0-48249140174,28,"Hoare J.M., Adams L.K., Bull L.S., Towns D.R.",14060174600;24480486200;12647183100;6603727004;,Attempting to manage complex predator-prey interactions fails to avert imminent extinction of a threatened New Zealand skink population,2007,Journal of Wildlife Management,10.2193/2006-488,https://www.scopus.com/inward/record.uri?eid=2-s2.0-48249140174&doi=10.2193%2f2006-488&partnerID=40&md5=69ac652b50d4151992eb4eac58562468,"The current primary threats to biodiversity on a global scale are species invasions and habitat modification. Management of vulnerable populations often involves a lengthy sequence of 1) research to identify threats and recommend management strategies, 2) active management, and 3) results monitoring to assess effectiveness of management. The last mainland population of the large, endemic New Zealand skink (Whitaker's skink [Cyclodina whitakeri]) provides an opportunity to test this process in a system where the synergistic effects between invasive species (introduced rodents and grasses) have predicted outcomes. A low abundance of Whitaker's skink at the Pukerua Bay Scientific Reserve in the 1980s prompted management recommendations to remove grazing stock and revegetate the site to simultaneously restore habitat and provide protection against introduced mammalian predators. Since Whitaker's skink have low detectability, it was recommended that sympatric copper skink (C. aenea) be used an indicator species of management effectiveness. Grazing stock were removed in 1987, but efforts to revegetate the site were ineffective. Long-term monitoring (1984-2006) of the Whitaker's skink population and 4 other sympatric lizard species within a 336-m area at the site resulted in 1,693 lizard captures over 7,597 trap days. Whitaker's skink represented 2.8% of all captures in 1984-1988, but declined relative to other species to represent only 0.2% of captures in 2000-2006 (representing 2 individuals). Congeneric copper skink showed a similar decline with capture rates also approaching zero by 2006. Removing grazing stock did not result in an increased abundance of Whitaker's skink or copper skink through improved habitat quality, as was intended by the management recommendation. Instead, reduced grazing has allowed introduced seeding grasses to proliferate, which may have led to periodic rodent irruptions, supporting a guild of introduced mammalian predators and depleting populations of Whitaker's skink and copper skink. In this instance, attempted protection may have driven a vulnerable population towards extinction. We recommend investigating the feasibility of constructing a mammal-proof fence around the core Whitaker's skink habitat, as the last remaining management option to salvage the population.",Article,NA,Scopus,0.783080545,NA,1,Population trends are discussed but these are in the context of human interventions to aid conservation,NA,10,29,NA
43,2-s2.0-36248949718,29,"De Tores P.J., Hayward M.W., Dillon M.J., Brazell R.I.",6506178990;7102577443;57196693159;23003257900;,"Review of the distribution, causes for the decline and recommendations for management of the quokka, setonix brachyurus (Macropodidae: Marsupialia), an endemic macropolid marsupial from South-West Western Australia",2007,Conservation Science Western Australia,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-36248949718&partnerID=40&md5=e91f58db553660d9c640e6facd691493,"The former and current distribution of the quokka, Setonix brachyurus, was mapped from published and all available unpublished records. At the time of European settlement the quokka was widespread and abundant and its distribution encompassed an area of approximately 41 200 km2 of south-west Western Australia inclusive of two offshore islands, Bald Island and Rottnest Island. Historical reports indicated an extensive population decline occurred in the 1930s. The decline continued, with a previously undocumented decline apparent in the period from 1980 to 1992. However, this decline may be an artefact of the time scales used for mapping and may well equate with a previously reported decline for a suite of south-west mammals in the 1970s. By 1992 the quokka's distribution had been reduced to an area of approximately 17 800 km2. An increased awareness of the presence of the quokka on the mainland has resulted in numerous rcportings of quokka presence since 1992, has confirmed the existence of several populations at the northern extent of the quokka's known geographic range and indicated the current, 2005, distribution to be similar to that in 1992. However, survey and population estimates at six of these mainland locations from the northern jarrah forest indicated low abundance. There have been no population estimates elsewhere on the mainland. Two populations have been reported from the Swan Coastal Plain, but neither has been confirmed extant. Predation by the introduced fox, Vulpes vulpes, is implicated as a major cause of the quokka's initial decline, while ongoing predation, habitat destruction and modification through altered fire regimes have contributed to the continued decline. Specific conservation management actions are recommended, namely: (i) Implementing an active adaptive management program in the northern jarrah forest to determine quokka population response to habitat manipulation through the use of fire, fox baiting and pig control; (ii) Surveying the Stirling Range and Green Range populations with emphasis placed on determining population size and population genetic structure; (iii) Surveying the reported occurrences from the Swan Coastal Plain, with emphasis on unambiguously determining presence. If confirmed, priority should be directed to assessing population size and determining the management requirements to ensure persistence of the population; (iv) Surveying southern forest and south coast populations to assess quokka population size, the extent of movement between subpopulations and assessment of the range of habitat types used by quokkas. The latter should be combined with spatial analyses of known extant populations and suitable and potentially suitable habitat; (v) Determining the role of fire in establishing and maintaining preferred habitat of southern forest and south coast populations; and (vi) Establishing a program to assess the potential effects from management operations.",Review,NA,Scopus,0.898420484,NA,1,Historical records used,NA,5,30,NA
38,2-s2.0-33847366669,30,"Jacob J., Hinds L.A., Singleton G.R., Sutherland D.R., Ylönen H.",56962770000;7007092676;7004925104;7401515262;7004389247;,Is the reproductive potential of wild house mice regulated by extrinsic or intrinsic factors?,2007,Austral Ecology,10.1111/j.1442-9993.2007.01680.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847366669&doi=10.1111%2fj.1442-9993.2007.01680.x&partnerID=40&md5=d9e11ae9b226044fb5f8335e4f87219c,"The regulation of reproductive performance in small mammals may be determined by extrinsic or intrinsic parameters. In a large-scale, replicated field experiment we monitored the seasonal fluctuation in food availability and tested the effects of food addition on the reproductive performance of wild house mice (Mus domesticus) in south-eastern Australia. Ovulation rates and litter size increased during spring and peaked in October/November. Ovulation rate was consistently higher than litter size by approximately 1.2 embryos (19%). None of the extrinsic parameters measured (food quality and quantity, mouse abundance) had an impact on reproductive performance. The addition of food did not prevent the mid summer decrease in ovulation rates nor did it alter the difference between ovulation rates and litter size. While the number of previous pregnancies did not affect reproductive performance, the age of mice did: older mice tended to have higher ovulation rates than younger mice. The effect of age-dependent changes in ovulation rates on population growth rates of house mice seemed to be of limited importance. We conclude that the reproductive output in wild house mice is determined by ovulation rates and not by litter size. The regulation of ovulation rates through an intrinsic factor (age) seems evident but the importance of food availability and house mouse abundance for ovulation rates is low. © 2007 Ecological Society of Australia.",Article,NA,Scopus,0.609892371,NA,NA,NA,NA,NA,31,NA
37,2-s2.0-33845289818,31,"Lada H., Thomson J.R., Mac Nally R., Horrocks G., Taylor A.C.",6508055117;7402682287;7004168810;6603174470;35560354500;,Evaluating simultaneous impacts of three anthropogenic effects on a floodplain-dwelling marsupial Antechinus flavipes,2007,Biological Conservation,10.1016/j.biocon.2006.09.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845289818&doi=10.1016%2fj.biocon.2006.09.003&partnerID=40&md5=6442fa8ef27b5aa362e0d77c9f0e87f6,"Regulation of river flows has altered floodplain ecosystems around the world. Floods are less frequent, which leads to reduction of favourable environmental conditions for many terrestrial and aquatic organisms adapted to natural flooding regimes. In Australia, the Murray River floodplains have been subjected to decline in inundations, to extensive logging and to removal of fallen timber. The yellow-footed antechinus (Antechinus flavipes) is the only small, native, ground-dwelling/semi-arboreal mammal on most floodplains of south-eastern Australia, yet the effects of floods on its population dynamics largely are unknown. Here, we found positive effects of proximity to flooding, higher woodloads and of abundance of large, hollow-bearing trees on antechinus numbers. Mean trapping rates of antechinuses were lowest in 2003 following a 3-year period with no inundation, higher in 2004 following the first breeding season during a small, controlled flood in 2003, and higher again in 2005, following a small, controlled flood in 2004. In 2004 and 2005, trapping rates declined with distance from floodwaters. This study provides evidence for the benefits of using management flows to inundate floodplains, conserving large trees and ensuring high woodloads in floodplains for sustaining populations of the yellow-footed antechinus. © 2006 Elsevier Ltd. All rights reserved.",Article,NA,Scopus,0.637426448,NA,NA,NA,NA,NA,32,NA
49,2-s2.0-42249108669,32,"Dexter N., Meek P., Moore S., Hudson M., Richardson H.",55856960200;7004594243;24073613000;14826934000;24073457000;,"Population responses of small and medium sized mammals to fox control at Jervis Bay, southeastern Australia",2007,Pacific Conservation Biology,10.1071/PC070283,https://www.scopus.com/inward/record.uri?eid=2-s2.0-42249108669&doi=10.1071%2fPC070283&partnerID=40&md5=b32038332bda62f4d5e69532d1a89830,"At Jervis Bay, strategic pest programmes to control the Red Fox Wipes vulpes have been in place on the Beecroft Weapons Range (BWR) Beecroft Peninsula, New South Wales since 1995 and Booderee National Park (BNP) Bherwerre Peninsula, Jervis Bay Territory since 1999. As an integral component of the BWR plan, monitoring terrestrial and arboreal mammals has been carried out and demonstrated a significant increase in the abundance of Common Ringtail Possum Pseudocheirus peregrinus, Long-nosed Bandicoot Perameles nasuta, and Bush Rat Raffus fuscipes. There was no significant change in the abundance of Brown Antechinus Antechinus stuartii, Sugar Glider Petaurus breviceps or Black Rat (R. rattus). At BNP changes in population abundance of mammals were not monitored, but a comparison of the abundance of terrestrial mammals between the fox baited BNP and the adjacent un-baited Jervis Bay National Park (JBNP) showed Long-nosed Bandicoots, Bush Rat and Brown Antechinus to be in higher abundance in BNP than JBNP. Seat analysis further supported this finding (Roberts et al. 2006). We assert that these combined findings are evidence that terrestrial native fauna have responded positively to continued fox control on both peninsulas, thus proving that measuring prey responses are a positive measure of success for strategic pest control programmes.",Article,NA,Scopus,0.761404822,NA,1,"Human interventions to reduce fox populations, abundance of other species is the main result",NA,10,33,NA
39,2-s2.0-34447534391,33,"Bennett A.F., Lumsden L.F., Menkhorst P.W.",40460915100;35615701000;6603615300;,"Mammals of the Mallee region, Victoria: Past, present and future",2006,Proceedings of the Royal Society of Victoria,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34447534391&partnerID=40&md5=0485507abd47f3b8d0ab9f5e9a9a2722,"The mammal fauna of the semi-arid Mallee region of Victoria differs markedly from that in temperate southern parts of the state, and includes numerous species that also occur in arid environments of central Australia. A total of 48 species of native mammals are recorded from the region, including at least 10 species known only from the Blandowski expedition of 1856-57. Marked changes have occurred to the fauna over the last 150 years, including the regional loss of at least 13 species (with five taxa globally extinct), and a further 10 species have been introduced to the area and established wild populations. Species loss has been greatest among the bandicoots, rodents and dasyurids, despite historical reports that some of these species were widespread and common. Loss has been greatest among species of medium body-size (0.05 - 0.5 kg); 78% (7/9) of species in this range have disappeared compared with <30% in other size-classes. In contrast, there is no evidence of loss among the four families of bats present, which together comprise one-third of the known native fauna. We describe the main components of the present mammal fauna, together with their relative abundance, distribution and conservation status. No species of native mammal is endemic to the Mallee region. Those most closely associated with mallee vegetation in Victoria are the Mallee Ningaui, Little Pygmy Possum and Mitchell's Hopping Mouse. The future of the mammal fauna of the Mallee region over the next century, particularly of species regarded as 'threatened'or 'near threatened', depends on the choices made concerning human land-use in this region. Geographic areas particularly important to long-term conservation are the extensive vegetation blocks of the dunefields (Sunset Country, Big Desert), the Murray River corridor, and the plains of the far north-west where native vegetation links the dunefields with contiguous mallee ecosystems in South Australia and New South Wales. Reintroduction of mammal species to the Mallee region also offers potential benefits for conservation, ecosystem restoration and a greater community appreciation of mallee ecosystems. However, for effective conservation the knowledge base for the mammal fauna of the Mallee region must extend beyond inventory and survey to a greater understanding ofthe ecology of species and assemblages, and the processes that determine their distribution and abundance.",Conference Paper,NA,Scopus,0.644115033,NA,NA,NA,NA,NA,34,NA
34,2-s2.0-33749373839,34,"Calvete C., Pelayo E., Sampietro J.",56074721600;57188570061;14827204300;,Habitat factors related to wild rabbit population trends after the initial impact of rabbit haemorrhagic disease,2006,Wildlife Research,10.1071/WR05107,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749373839&doi=10.1071%2fWR05107&partnerID=40&md5=c3e84db061a810c415cfd3fc62e5c030,"The European wild rabbit (Oryctolagus cuniculus) is an introduced pest species in Australia and New Zealand. Rabbits have a devastating negative impact on agricultural production and biodiversity in these countries, and Rabbit Haemorrhagic Disease (RHD) is currently included in control strategies for rabbit populations. On the other hand, the European wild rabbit is a key native prey species in the Iberian Peninsula. Since the arrival of RHD, however, rabbit populations have undergone dramatic decreases and several predator species at risk of extinction are currently dependent on the rabbit population density. Therefore, from the point of view of biodiversity conservation, evaluating habitat correlates and trends of rabbit populations after the first RHD epizootic is of great interest to improve the long-term control or promotion of wild rabbit populations. We estimated the relationship between habitat factors and long-term population trends as well as the relationships between habitat factors and rabbit abundance 2 and 14 years after the arrival of RHD in several Iberian rabbit populations. We observed that only 26% of surveyed populations seemed to experience an increase in rabbit abundance over the last 12 years and that this increase was higher in the low-rabbit-abundance areas of l992, leading to high rabbit abundance in 2004. Our results suggested that short- and long-term impacts of RHD were related to habitat quality. The initial impact of RHD was higher in more suitable habitats, but increasing long-term population trends were positively related to good habitat quality. © CSIRO 2006.",Article,NA,Scopus,0.732902355,NA,1,NA,NA,15,35,NA
23,2-s2.0-33645099771,35,"Zanette L., Clinchy M., Smith J.N.M.",6701648184;6602888886;7410169121;,Food and predators affect egg production in song sparrows,2006,Ecology,10.1890/0012-9658(2006)87[2459:FAPAEP]2.0.CO;2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645099771&doi=10.1890%2f0012-9658%282006%2987%5b2459%3aFAPAEP%5d2.0.CO%3b2&partnerID=40&md5=8441a714ea36d2f8b03b5ec9f9fd0ef7,"Although the possibility that food and predators may interact in limiting avian populations has long been recognized, there have been few attempts to test this experimentally in the field. We conducted a manipulative food addition experiment on the demography of Song Sparrows (Melospiza melodia) across sites that varied in predator abundance, near Victoria, British Columbia, Canada, over three consecutive breeding seasons. We previously showed that food and predators had interactive effects on annual reproductive success (young fledged per female). Here, we report the effects on egg production. Our results show that food limits the total number of eggs laid over the breeding season (""total egg production"") and that interactive food and predator effects, including food effects on nest predation, determine how those eggs are ""parceled out"" into different nests. Food addition alone significantly affected total egg production, and there was no significant interannual variability in this result. At the same time, both food and predators affected the two determinants of total egg production: ""clutch number"" (total number of clutches laid) and average clutch size. Both clutch number and size were affected by a food X predator X year interaction. Clutch number was lower at low-predator locations because there was less nest predation and thus less renesting. Food addition also significantly reduced nest predation, but there was significant interannual variation in this effect. This interannual variation was responsible for the food X predator X year interactions because the larger the effect of food on nest predation in a given year, the smaller was the effect of food on clutch number; and the smaller the effect of food on clutch number, the larger was the effect of food on clutch size. Potential predator and year effects on total egg production were thus cancelled out by an inverse relationship between clutch number and clutch size. We suggest that combined food and predator effects on demography could be the norm in both birds and mammals. © 2006 by the Ecological Society of America.",Article,NA,Scopus,0.687827811,NA,NA,NA,NA,NA,36,NA
33,2-s2.0-33748930824,36,"Dennis A.J., Westcott D.A.",7102973009;7004026136;,Reducing complexity when studying seed dispersal at community scales: A functional classification of vertebrate seed dispersers in tropical forests,2006,Oecologia,10.1007/s00442-006-0475-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748930824&doi=10.1007%2fs00442-006-0475-3&partnerID=40&md5=664d52bb7883c4390432d3e856a3fc13,"The process of seed dispersal has a profound effect on vegetation structure and diversity in tropical forests. However, our understanding of the process and our ability to predict its outcomes at a community scale are limited by the frequently large number of interactions associated with it. Here, we outline an approach to dealing with this complexity that reduces the number of unique interactions considered by classifying the participants according to their functional similarity. We derived a classification of dispersers based on the nature of the dispersal service they provide to plants. We described the quantities of fruit handled, the quality of handling and the diversity of plants to which the service is provided. We used ten broad disperser traits to group 26 detailed measures for each disperser. We then applied this approach to vertebrate dispersers in Australia's tropical forests. Using this we also develop a classification that may be more generally applicable. For each disperser, data relating to each trait was obtained either from the field or published literature. First, we identified dispersers whose service outcomes were so distinct that statistical analysis was not required and assigned them to functional groups. The remaining dispersers were assigned to functional groups using cluster analysis. The combined processes created 15 functional groups from 65 vertebrate dispersers in Australian tropical forests. Our approach-grouping dispersers on the basis of the type of dispersal service provided and the fruit types it is provided to-represents a means of reducing the complexity encountered in tropical seed dispersal systems and could be effectively applied in community level studies. It also represents a useful tool for exploring changes in dispersal services when the distribution and abundance of animal populations change due to human impacts. © Springer-Verlag 2006.",Article,NA,Scopus,0.234589495,NA,NA,NA,NA,NA,37,NA
35,2-s2.0-33750273032,37,"Davey C., Sinclair A.R.E., Pech R.P., Arthur A.D., Krebs C.J., Newsome A.E., Hik D., Molsher R., Allcock K.",7005121113;7202756245;35556864200;7004990954;7103010232;7003769451;6701520921;6506019639;6507149087;,Do exotic vertebrates structure the biota of Australia? An experimental test in New South Wales,2006,Ecosystems,10.1007/s10021-004-0173-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750273032&doi=10.1007%2fs10021-004-0173-0&partnerID=40&md5=42d564911a94d80680a31112d346d5d6,"From 1993 to 2001, we conducted a series of experiments in a mixed grassland-woodland system in central New South Wales (NSW) to quantify the interactions between red foxes and their prey and competitors. Foxes were removed from two areas around the perimeter of Lake Burrendong, and data were collected from these areas and a nearby untreated area before, during, and after the period of fox control. The arrival of rabbit hemorrhagic disease (RHD) in 1996 provided an opportunity to examine the interactive effects of controlling foxes and rabbits. In this landscape, typical of central NSW, (a) the fox population was not affected by a large reduction in the abundance of rabbits, or vice versa; (b) the cat population declined in areas where foxes were removed after the large RHD-induced reduction in rabbit numbers, but there was no consistent response to the removal of foxes; (c) the abundance of some macropod species increased in response only to the combined removal of rabbits and foxes; (d) there were no consistent changes in the abundances of bird species in response to the removal of either foxes or rabbits, but there were clear habitat differences in bird species richness; and (e) there was likely to be an increase in woody plant species after the large reduction in rabbit populations by RHD. We conclude that (a) long-term field experiments (more than 3 years) are required to quantify the indirect consequences of controlling foxes and rabbits, and (b) single manipulations, such as fox control or rabbit control, are not necessarily sufficient for the conservation of remnant woodland communities in southeastern Australia. © 2006 Springer Science+Business Media, Inc.",Article,NA,Scopus,0.659311436,NA,NA,NA,NA,NA,38,NA
32,2-s2.0-33747828151,38,"Kwan D., Marsh H., Delean S.",8060177600;35449023800;6602210687;,Factors influencing the sustainability of customary dugong hunting by a remote indigenous community,2006,Environmental Conservation,10.1017/S0376892906002992,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747828151&doi=10.1017%2fS0376892906002992&partnerID=40&md5=048ca238cd774d9eadad116733bdfcad,"The sustainability of indigenous customary hunting and fishing in remote areas can be influenced by human factors operating at global as well as regional and local scales because of the hybrid nature and sectoral interactions of the local economic environment. The internationally significant population of dugongs (Dugong dugon or seacow) in Torres Strait between Australia and Papua New Guinea supports an important indigenous fishery. The economic, socio-cultural and environmental factors that influenced hunting activity in 1998 and 1999 by the members of the community of Mabuiag Island were investigated to inform the sustainable management of the fishery. The landed catch during the eight months March to October of 145 dugongs in 1998 and 170 dugongs in 1999 potentially provided the community with an average of 290 g of dugong meat per person per day. Fifty-seven per cent of adult males on the island participated in dugong hunting, but more than half the catch in each year was caught by only two hunters. The probability of at least one person from the community going dugong hunting in 1998 and 1999 was 0.59 ± 0.02 per day. This probability was influenced by local environmental factors, including the abundance of dugongs in the traditional hunting grounds (affected by wind speed, year, season and lunar day) and the size of the commercial crayfish catch (which is influenced by the global market price, as well as local conditions). Although dugong hunting remains a very important part of the islanders' contemporary culture and customary economy, the capacity to hunt dugongs is facilitated by the ease with which some hunters move between the state, commercial and customary sectors of their local economy. The complexities of the economic, social and cultural environments need to be considered in planning for the sustainable harvesting of threatened species by remote indigenous communities. © 2006 Foundation for Environmental Conservation.",Article,NA,Scopus,0.655954294,NA,NA,NA,NA,NA,39,NA
30,2-s2.0-33745650934,39,"Towns D.R., Atkinson I.A.E., Daugherty C.H.",6603727004;7005678386;7006324578;,Have the harmful effects of introduced rats on islands been exaggerated?,2006,Biological Invasions,10.1007/s10530-005-0421-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745650934&doi=10.1007%2fs10530-005-0421-z&partnerID=40&md5=4d1fa07f217c66e0e8af3f2d61ab6bce,"Introduced rats are now being eradicated from many islands. Increasingly, these eradications are contested by activists claiming moral, legal, cultural, historic or scientific reasons and poorly documented evidence of effects. We reviewed the global literature on the effects of rats on island flora and fauna. We then used New Zealand as a case study because of its four-decade history of rat eradications and many detailed and innovative studies of how rats affect native species. These include use of exclosures, local manipulations of rat populations, video surveillance, and measurements of responses following eradications. The most intensive studies have been on the Pacific rat (Rattus exulans), a small South-East Asian species spread by Polynesians throughout the Pacific. These and the more recently introduced Norway rat (R. norvegicus) and ship (roof) rat (R. rattus) suppress some forest plants, and are associated with extinctions or declines of flightless invertebrates, ground-dwelling reptiles, land birds, and burrowing seabirds. On islands off France, Norway rats are also implicated in declines of shrews. Globally, ship rats were associated with declines or extinctions of the largest number of indigenous vertebrate species (60), including small mammals such as deer mice and bats. Effects of rats on forest trees and seabird populations are sufficiently pervasive to affect ecosystem structure and function. However, the data are patchy. Deficiencies in our knowledge would be reduced by documenting distribution and abundance of indigenous species before and after eradications. Comprehensive measurements of the responses of indigenous species to rat eradications would enable the development of testable models of rat invasion effects. © Springer 2006.",Article,NA,Scopus,0.629058535,NA,NA,NA,NA,NA,40,NA
29,2-s2.0-33646874781,40,"Glen A.S., Dickman C.R.",7006830359;7102521104;,"Diet of the spotted-tailed quoll (Dasyurus maculatus) in eastern Australia: Effects of season, sex and size",2006,Journal of Zoology,10.1111/j.1469-7998.2006.00046.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646874781&doi=10.1111%2fj.1469-7998.2006.00046.x&partnerID=40&md5=c77c9f4f20606b18991000821b104575,"The diet of spotted-tailed quolls Dasyurus maculatus (Marsupialia: Dasyuridae) in the north-eastern tablelands of New South Wales was investigated by faecal analysis. Medium-sized mammals (500-6999 g) formed the bulk of the faecal content, in terms of both volume and frequency of occurrence. The most frequently consumed vertebrates were the greater glider Petauroides volans, rabbit Oryctolagus cuniculus, bandicoots Perameles nasuta and/or Isoodon macrourus, red-necked pademelon Thylogale thetis, ringtail possum Pseudocheirus peregrinus, and brushtail possums Trichosurus vulpecula and/or T. caninus. Insects were also eaten frequently, but birds and reptiles occurred relatively infrequently in the diet. The seasonal variation in diet was marked, with insects and reptiles being consumed more frequently, and mammals less frequently, in summer than in winter. This seasonal pattern was also mirrored by the relative volumes of mammals and insects consumed. The results obtained here indicate that the spotted-tailed quoll is an opportunistic predator, consuming a wide variety of taxa and apparently varying its diet to take advantage of short-term fluctuations in prey abundance. The extremely high proportion of mammals in the diet identifies D. maculatus as a hypercarnivore, or meat specialist. The importance of tree hollow-nesting mammals in the diet indicates that the preservation of hollow-bearing trees should aid the conservation of D. maculatus. Future dietary studies of the species should sample over extensive time periods and involve concurrent monitoring of prey populations. © 2006 The Authors.",Article,NA,Scopus,0.611018528,NA,NA,NA,NA,NA,41,NA
28,2-s2.0-33646479160,41,"Pollock K.H., Marsh H.D., Lawler I.R., Alldredge M.W.",7006354430;35449023800;6701516962;13407954500;,Estimating animal abundance in heterogeneous environments: An application to aerial surveys for dugongs,2006,Journal of Wildlife Management,10.2193/0022-541X(2006)70[255:EAAIHE]2.0.CO;2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646479160&doi=10.2193%2f0022-541X%282006%2970%5b255%3aEAAIHE%5d2.0.CO%3b2&partnerID=40&md5=82253beafed29eca81c0132cc5e42407,"The probability of detecting an animal in a sampled area during a survey consists of 2 components: 1) the probability of an animal being available for detection (availability), which can be highly variable in heterogeneous environments; and 2) the probability of an animal being detected, conditional on its being available for detection (perception). Many surveys only estimate the latter probability because modeling the availability process requires information collected external to the survey. We illustrate estimation of both probabilities in an application to aerial surveys of dugongs (Dugong dugon) in Northern Australian coastal waters where water clarity varies greatly over relatively small spatial scales. Using artificial dugong models and timed depth recorders deployed on 15 wild dugongs to obtain dive profiles, we carried out experiments to determine zones of detectability for dugongs at the range of depths, turbidities, and sea states that spanned the environmental heterogeneity encountered on dugong surveys. Resulting probability estimates were heterogeneous and dependent on the measured conditions. To estimate perception probability, we used a tandem team of 2 observers on either side of the aircraft. This permitted fitting generalized Lincoln-Petersen models with Program MARK. We then used the generalized Horvitz-Thompson estimator, based on the overall detection probability for each individual dugong, to generate population estimates. We also developed a new simulation-based method for estimating standard errors and confidence intervals. We contrast absolute abundance estimates of dugongs in the Torres Strait and Northern Great Barrier Reef regions using both the new and original approaches (Marsh and Sinclair 1989a). For Torres Strait, the new method produced a substantially smaller estimate (11,956 vs. 14,106 dugongs) and a very much smaller standard error (1,189 vs. 2,314 dugongs), whereas the new method produced slightly larger estimates (mean 9,855 vs. 9,193 dugongs, standard error 1,184 vs. 917 dugongs) for the Northern Great Barrier Reef survey.",Review,NA,Scopus,0.581894363,NA,NA,NA,NA,NA,42,NA
